selection_rank,eligible_position,private_row_index,anon_polygon_id,date,actual_hidden
581,7870,20466,AOI-0031,2025-07-15,True
582,11195,31628,AOI-0046,2019-09-01,True
583,19437,52539,AOI-0073,2022-09-30,True
584,19379,52379,AOI-0073,2022-04-23,True
585,20663,56956,AOI-0077,2025-08-30,True
586,10712,29434,AOI-0045,2025-06-29,True
587,10587,29092,AOI-0044,2024-09-21,True
588,3118,6750,AOI-0013,2024-09-06,True
589,18616,49208,AOI-0069,2025-07-22,True
590,14989,39915,AOI-0061,2015-05-08,True
591,17755,46031,AOI-0068,2011-08-09,True
592,12279,34041,AOI-0051,2019-05-17,True
593,713,3308,AOI-0001,2025-07-23,True
594,18583,49118,AOI-0069,2025-04-23,True
595,10380,28462,AOI-0044,2021-09-30,True
596,3021,6653,AOI-0013,2023-08-20,True
597,16515,41463,AOI-0063,2025-05-06,True
598,1137,4483,AOI-0007,2025-09-11,True
599,18671,49363,AOI-0070,2025-05-25,True
600,6006,13056,AOI-0025,2025-09-14,True
601,19360,52303,AOI-0073,2021-09-07,True
602,12642,34404,AOI-0051,2024-09-03,True
603,12869,34927,AOI-0054,2025-04-11,True
604,12989,35187,AOI-0055,2025-09-22,True
605,9718,25747,AOI-0043,2025-04-24,True
606,10549,28984,AOI-0044,2024-06-05,True
607,13660,37798,AOI-0058,2021-08-13,True
608,1789,5294,AOI-0010,2021-08-05,True
609,5096,11261,AOI-0017,2022-09-17,True
610,17710,45806,AOI-0068,2010-07-28,True
611,15484,40410,AOI-0061,2023-07-27,True
612,12092,33854,AOI-0051,2015-06-15,True
613,6517,15751,AOI-0028,2021-06-16,True
614,7374,19235,AOI-0031,2019-08-31,True
615,7155,18516,AOI-0031,2016-06-12,True
616,20162,55751,AOI-0074,2021-10-17,True
617,15480,40406,AOI-0061,2023-07-17,True
618,3643,8806,AOI-0014,2019-05-01,True
619,10437,28638,AOI-0044,2022-08-24,True
620,20216,55915,AOI-0074,2022-08-29,True
621,11319,32035,AOI-0046,2021-08-13,True
622,20519,56768,AOI-0075,2025-08-30,True
623,20250,56037,AOI-0074,2023-05-30,True
624,2023,5528,AOI-0010,2025-05-09,True
625,917,3947,AOI-0004,2025-07-23,True
626,5660,12278,AOI-0021,2025-07-29,True
627,6699,16438,AOI-0028,2024-08-03,True
628,10874,30284,AOI-0046,2013-06-27,True
629,16966,43069,AOI-0067,2013-08-29,True
630,20140,55679,AOI-0074,2021-08-06,True
631,2075,5580,AOI-0010,2025-09-16,True
632,5955,12980,AOI-0024,2025-09-30,True
633,6810,16811,AOI-0029,2025-06-11,True
634,3939,9529,AOI-0014,2022-07-24,True
635,433,2283,AOI-0001,2020-09-01,True
636,14339,39116,AOI-0059,2019-06-15,True
637,16693,41918,AOI-0065,2025-06-04,True
638,11634,33020,AOI-0047,2025-05-25,True
639,3271,7129,AOI-0014,2011-05-28,True
640,10493,28821,AOI-0044,2023-07-25,True
641,1964,5469,AOI-0010,2024-06-18,True
642,18753,49545,AOI-0071,2025-06-26,True
643,13808,38284,AOI-0058,2023-10-12,True
644,1057,4308,AOI-0006,2025-09-07,True
645,11070,31179,AOI-0046,2017-08-09,True
646,13057,35255,AOI-0056,2025-10-16,True
647,1354,4859,AOI-0010,2011-06-14,True
648,1240,4634,AOI-0009,2025-04-23,True
649,9989,26999,AOI-0044,2014-10-28,True
650,3178,6810,AOI-0013,2025-07-14,True
651,9685,25661,AOI-0042,2025-08-29,True
652,19071,51420,AOI-0073,2017-08-07,True
653,11584,32889,AOI-0046,2025-08-15,True
654,5687,12326,AOI-0021,2025-09-15,True
655,15152,40078,AOI-0061,2019-05-13,True
656,18107,47693,AOI-0068,2019-06-28,True
657,14158,38935,AOI-0059,2015-09-27,True
658,4755,10920,AOI-0017,2018-06-20,True
659,9680,25649,AOI-0042,2025-08-17,True
660,1362,4867,AOI-0010,2011-08-09,True
661,4469,10634,AOI-0017,2011-10-27,True
662,10277,28113,AOI-0044,2020-05-17,True
663,2780,6412,AOI-0013,2020-08-12,True
664,18323,48380,AOI-0068,2022-08-15,True
665,438,2294,AOI-0001,2020-09-12,True
666,20258,56057,AOI-0074,2023-06-19,True
667,5083,11248,AOI-0017,2022-08-15,True
668,14814,39673,AOI-0060,2025-07-21,True
669,10041,27255,AOI-0044,2016-05-11,True
670,3668,8858,AOI-0014,2019-06-22,True
671,14363,39140,AOI-0059,2019-09-03,True
672,16624,41741,AOI-0064,2025-07-10,True
673,7271,18940,AOI-0031,2018-06-10,True
674,20352,56308,AOI-0074,2024-07-27,True
675,6831,16880,AOI-0029,2025-08-19,True
676,1122,4454,AOI-0007,2025-08-13,True
677,8681,23506,AOI-0032,2023-09-11,True
678,3303,7320,AOI-0014,2012-05-06,True
679,4657,10822,AOI-0017,2016-09-15,True
680,18579,49111,AOI-0069,2025-04-16,True
681,18830,49692,AOI-0072,2025-07-14,True
682,8629,23384,AOI-0032,2023-05-12,True
683,19864,54765,AOI-0074,2017-06-05,True
684,18689,49411,AOI-0070,2025-07-12,True
685,9248,24817,AOI-0037,2025-07-23,True
686,16788,42162,AOI-0066,2025-07-05,True
687,17541,45244,AOI-0067,2023-10-13,True
688,12027,33789,AOI-0051,2013-08-29,True
689,7154,18513,AOI-0031,2016-06-09,True
690,12906,35050,AOI-0054,2025-08-12,True
691,18239,48107,AOI-0068,2021-06-16,True
692,13231,36061,AOI-0058,2013-07-11,True
693,15775,40701,AOI-0062,2013-09-14,True
694,16510,41450,AOI-0063,2025-04-23,True
695,18296,48312,AOI-0068,2022-06-08,True
696,9585,25472,AOI-0041,2025-07-23,True
697,7929,20654,AOI-0032,2010-06-20,True
698,18605,49182,AOI-0069,2025-06-26,True
699,7495,19497,AOI-0031,2020-10-19,True
700,19057,51356,AOI-0073,2017-06-04,True
701,12048,33810,AOI-0051,2014-06-05,True
702,6738,16580,AOI-0028,2025-05-24,True
703,19584,52936,AOI-0073,2024-09-01,True
704,13178,35687,AOI-0058,2011-09-01,True
705,2668,6300,AOI-0013,2019-06-05,True
706,938,4000,AOI-0004,2025-09-14,True
707,20411,56465,AOI-0074,2025-06-01,True
708,17093,43739,AOI-0067,2016-09-29,True
709,2365,5997,AOI-0013,2013-06-11,True
710,17064,43597,AOI-0067,2016-05-10,True
711,5621,12186,AOI-0021,2025-04-28,True
712,14201,38978,AOI-0059,2016-10-24,True
713,16183,41109,AOI-0062,2021-09-12,True
714,2713,6345,AOI-0013,2019-09-13,True
715,19906,54953,AOI-0074,2018-05-11,True
716,6785,16725,AOI-0028,2025-10-16,True
717,11857,33619,AOI-0050,2025-05-25,True
718,12932,35130,AOI-0055,2025-04-01,True
719,19900,54935,AOI-0074,2018-04-23,True
720,13713,37996,AOI-0058,2022-07-29,True
721,1737,5242,AOI-0010,2020-09-19,True
722,10407,28559,AOI-0044,2022-06-06,True
723,8218,22213,AOI-0032,2017-08-27,True
724,10447,28675,AOI-0044,2022-09-30,True
725,3521,8400,AOI-0014,2017-05-21,True
726,2109,5656,AOI-0011,2025-06-03,True
727,13104,35302,AOI-0057,2025-08-27,True
728,18408,48633,AOI-0068,2023-09-24,True
729,18865,49783,AOI-0072,2025-10-13,True
730,14639,39416,AOI-0059,2023-09-30,True
731,22,150,AOI-0001,2010-08-29,True
732,1397,4902,AOI-0010,2013-05-25,True
733,1041,4292,AOI-0006,2025-07-28,True
734,6451,15499,AOI-0028,2020-05-08,True
735,7801,20295,AOI-0031,2024-08-26,True
736,15616,40542,AOI-0061,2025-05-28,True
737,16010,40936,AOI-0062,2019-08-09,True
738,19252,52045,AOI-0073,2020-07-24,True
739,2041,5546,AOI-0010,2025-07-06,True
740,1965,5470,AOI-0010,2024-06-20,True
741,16135,41061,AOI-0062,2021-05-12,True
742,9838,26144,AOI-0044,2010-10-25,True
743,6599,16039,AOI-0028,2022-08-30,True
744,16980,43186,AOI-0067,2014-05-25,True
745,12470,34232,AOI-0051,2022-05-26,True
746,18343,48459,AOI-0068,2023-04-03,True
747,19184,51846,AOI-0073,2019-08-07,True
748,7662,19961,AOI-0031,2023-04-27,True
749,15070,39996,AOI-0061,2017-07-27,True
750,17245,44301,AOI-0067,2019-07-14,True
751,7354,19196,AOI-0031,2019-07-23,True
752,11799,33479,AOI-0049,2025-06-27,True
753,11574,32858,AOI-0046,2025-07-15,True
754,3100,6732,AOI-0013,2024-07-27,True
755,14907,39833,AOI-0061,2012-05-24,True
756,18557,49043,AOI-0068,2025-09-08,True
757,18757,49549,AOI-0071,2025-07-07,True
758,9369,25115,AOI-0038,2025-10-16,True
759,16535,41524,AOI-0063,2025-07-06,True
760,3743,9035,AOI-0014,2020-05-17,True
761,9572,25459,AOI-0041,2025-06-27,True
762,16617,41728,AOI-0064,2025-06-27,True
763,6325,14936,AOI-0028,2017-07-23,True
764,13233,36069,AOI-0058,2013-07-19,True
765,12479,34241,AOI-0051,2022-06-19,True
766,18892,50020,AOI-0073,2011-04-07,True
767,689,3217,AOI-0001,2025-04-23,True
768,18780,49572,AOI-0071,2025-09-15,True
769,14505,39282,AOI-0059,2021-09-28,True
770,11837,33570,AOI-0049,2025-09-26,True
771,19673,53170,AOI-0073,2025-09-22,True
772,2639,6271,AOI-0013,2018-10-06,True
773,17233,44269,AOI-0067,2019-06-12,True
774,13945,38690,AOI-0058,2025-09-22,True
775,12567,34329,AOI-0051,2023-08-28,True
776,13729,38043,AOI-0058,2022-09-14,True
777,11831,33558,AOI-0049,2025-09-14,True
778,16863,42407,AOI-0067,2010-08-06,True
779,16545,41540,AOI-0063,2025-07-22,True
780,18775,49567,AOI-0071,2025-08-26,True
781,15264,40190,AOI-0061,2020-08-08,True
782,1497,5002,AOI-0010,2016-09-13,True
783,4935,11100,AOI-0017,2020-09-02,True
784,12356,34118,AOI-0051,2020-07-04,True
785,10272,28088,AOI-0044,2020-04-22,True
786,18608,49191,AOI-0069,2025-07-05,True
787,19605,53002,AOI-0073,2025-04-07,True
788,1328,4833,AOI-0010,2010-06-19,True
789,12690,34452,AOI-0051,2025-07-10,True
790,12314,34076,AOI-0051,2019-09-13,True
791,14655,39432,AOI-0059,2024-04-22,True
792,7683,20018,AOI-0031,2023-06-23,True
793,17111,43805,AOI-0067,2017-05-05,True
794,13499,37292,AOI-0058,2019-05-25,True
795,2688,6320,AOI-0013,2019-07-17,True
796,9033,24379,AOI-0034,2025-10-02,True
797,19329,52233,AOI-0073,2021-06-29,True
798,10325,28248,AOI-0044,2020-09-29,True
799,18807,49625,AOI-0072,2025-05-08,True
800,5898,12863,AOI-0024,2025-06-05,True
801,17506,45160,AOI-0067,2023-07-21,True
802,9057,24423,AOI-0035,2025-05-20,True
803,13296,36424,AOI-0058,2015-05-09,True
804,16201,41127,AOI-0062,2022-04-10,True
805,10916,30512,AOI-0046,2014-07-12,True
806,20583,56876,AOI-0076,2025-07-31,True
807,18759,49551,AOI-0071,2025-07-12,True
808,8479,22947,AOI-0032,2021-05-01,True
809,11140,31468,AOI-0046,2018-10-24,True
810,4211,10217,AOI-0014,2025-09-11,True
811,899,3887,AOI-0004,2025-05-24,True
812,5864,12758,AOI-0023,2025-09-21,True
813,13045,35243,AOI-0056,2025-09-06,True
814,17634,45540,AOI-0067,2025-06-05,True
815,12441,34203,AOI-0051,2021-08-28,True
816,13114,35312,AOI-0057,2025-09-21,True
817,15453,40379,AOI-0061,2023-04-25,True
818,2213,5845,AOI-0012,2025-07-18,True
819,7020,17846,AOI-0031,2013-05-12,True
820,389,2132,AOI-0001,2020-04-03,True
821,19213,51935,AOI-0073,2020-04-05,True
822,17051,43526,AOI-0067,2015-09-29,True
823,9238,24794,AOI-0037,2025-06-30,True
824,19432,52519,AOI-0073,2022-09-10,True
825,15655,40581,AOI-0061,2025-08-16,True
826,18189,47939,AOI-0068,2020-07-31,True
827,20574,56867,AOI-0076,2025-07-10,True
828,12680,34442,AOI-0051,2025-06-10,True
829,1068,4319,AOI-0006,2025-10-28,True
830,651,3075,AOI-0001,2024-07-03,True
831,19409,52452,AOI-0073,2022-07-05,True
832,18681,49394,AOI-0070,2025-06-25,True
833,5130,11295,AOI-0017,2023-06-22,True
834,15538,40464,AOI-0061,2024-05-08,True
835,3467,8175,AOI-0014,2016-05-09,True
836,8020,21261,AOI-0032,2013-05-19,True
837,215,1445,AOI-0001,2016-09-15,True
838,3141,6773,AOI-0013,2025-04-01,True
839,19892,54893,AOI-0074,2017-10-11,True
840,7238,18813,AOI-0031,2017-09-04,True
841,12956,35154,AOI-0055,2025-07-04,True
842,19513,52763,AOI-0073,2023-10-11,True
843,669,3147,AOI-0001,2024-09-13,True
844,7924,20638,AOI-0032,2010-06-04,True
845,2343,5975,AOI-0013,2012-08-12,True
846,14294,39071,AOI-0059,2018-08-02,True
847,3104,6736,AOI-0013,2024-08-09,True
848,12572,34334,AOI-0051,2023-09-09,True
849,19072,51425,AOI-0073,2017-08-12,True
850,10381,28469,AOI-0044,2021-10-07,True
851,4265,10370,AOI-0015,2025-07-13,True
852,3475,8216,AOI-0014,2016-06-19,True
853,13249,36166,AOI-0058,2013-10-24,True
854,1992,5497,AOI-0010,2024-09-06,True
855,8776,23726,AOI-0032,2024-09-18,True
856,6119,13318,AOI-0027,2025-08-30,True
857,10029,27200,AOI-0044,2015-10-16,True
858,10955,30669,AOI-0046,2015-05-17,True
859,14932,39858,AOI-0061,2013-06-10,True
860,8276,22453,AOI-0032,2018-09-23,True
861,4105,9973,AOI-0014,2024-08-11,True
862,18178,47904,AOI-0068,2020-06-26,True
863,17317,44527,AOI-0067,2020-07-27,True
864,806,3639,AOI-0003,2025-04-19,True
865,8804,23804,AOI-0032,2025-05-06,True
866,13185,35718,AOI-0058,2011-10-02,True
867,2645,6277,AOI-0013,2019-04-01,True
868,17639,45556,AOI-0067,2025-06-21,True
869,710,3298,AOI-0001,2025-07-13,True
870,2932,6564,AOI-0013,2022-07-22,True
871,11990,33752,AOI-0051,2012-08-12,True
872,18838,49716,AOI-0072,2025-08-07,True
873,17837,46566,AOI-0068,2014-04-27,True
874,19769,53982,AOI-0074,2013-08-13,True
875,18777,49569,AOI-0071,2025-09-01,True
876,13850,38420,AOI-0058,2024-07-27,True
877,1629,5134,AOI-0010,2019-06-27,True
878,13825,38341,AOI-0058,2024-05-09,True
879,20266,56082,AOI-0074,2023-07-14,True
880,3750,9053,AOI-0014,2020-06-04,True
881,11181,31597,AOI-0046,2019-08-01,True
882,1080,4350,AOI-0007,2025-05-01,True
883,16079,41005,AOI-0062,2020-07-26,True
884,16415,41341,AOI-0062,2024-10-26,True
885,18585,49126,AOI-0069,2025-05-01,True
886,7881,20491,AOI-0031,2025-08-09,True
887,16094,41020,AOI-0062,2020-08-25,True
888,6370,15176,AOI-0028,2018-08-19,True
889,2913,6545,AOI-0013,2022-06-10,True
890,19887,54868,AOI-0074,2017-09-16,True
891,14242,39019,AOI-0059,2017-08-13,True
892,2356,5988,AOI-0013,2013-04-16,True
893,18509,48920,AOI-0068,2025-05-08,True
894,782,3548,AOI-0002,2025-08-19,True
895,499,2512,AOI-0001,2021-09-17,True
896,6250,14409,AOI-0028,2015-04-13,True
897,8970,24230,AOI-0034,2025-05-06,True
898,13748,38128,AOI-0058,2023-05-09,True
899,6824,16863,AOI-0029,2025-08-02,True
900,6331,14953,AOI-0028,2017-08-09,True
901,5212,11377,AOI-0017,2024-06-13,True
902,6115,13314,AOI-0027,2025-08-19,True
903,2097,5620,AOI-0011,2025-04-28,True
904,18055,47493,AOI-0068,2018-07-11,True
905,4644,10809,AOI-0017,2016-07-27,True
906,15746,40672,AOI-0062,2012-08-28,True
907,7500,19515,AOI-0031,2021-04-07,True
908,3699,8923,AOI-0014,2019-08-26,True
909,2201,5833,AOI-0012,2025-06-15,True
910,20639,56932,AOI-0077,2025-06-21,True
911,3099,6731,AOI-0013,2024-07-26,True
912,1337,4842,AOI-0010,2010-08-22,True
913,17022,43359,AOI-0067,2015-04-15,True
914,16820,42220,AOI-0066,2025-09-01,True
915,11514,32681,AOI-0046,2024-08-20,True
916,17459,44989,AOI-0067,2022-09-01,True
917,5360,11538,AOI-0018,2025-04-19,True
918,13862,38452,AOI-0058,2024-08-28,True
919,12854,34867,AOI-0053,2025-09-11,True
920,14593,39370,AOI-0059,2023-06-18,True
921,16497,41423,AOI-0062,2025-10-08,True
922,555,2710,AOI-0001,2022-09-02,True
923,20601,56894,AOI-0076,2025-09-21,True
924,14738,39515,AOI-0059,2025-06-10,True
925,644,3055,AOI-0001,2024-06-13,True
926,7895,20521,AOI-0031,2025-09-08,True
927,9808,25975,AOI-0044,2010-05-09,True
928,1373,4878,AOI-0010,2012-04-13,True
929,4745,10910,AOI-0017,2018-05-23,True
930,12804,34722,AOI-0053,2025-04-19,True
931,19933,55095,AOI-0074,2018-09-30,True
932,5447,11760,AOI-0019,2025-04-28,True
933,12797,34690,AOI-0052,2025-10-17,True
934,15403,40329,AOI-0061,2022-06-29,True
935,18529,48973,AOI-0068,2025-06-30,True
936,9974,26939,AOI-0044,2014-08-29,True
937,19218,51945,AOI-0073,2020-04-15,True
938,12382,34144,AOI-0051,2020-09-07,True
939,4649,10814,AOI-0017,2016-08-21,True
940,16652,41793,AOI-0064,2025-08-31,True
941,774,3527,AOI-0002,2025-07-29,True
942,13187,35743,AOI-0058,2011-10-27,True
943,7949,20740,AOI-0032,2010-09-14,True
944,20544,56837,AOI-0076,2025-04-19,True
945,5304,11469,AOI-0017,2025-07-07,True
946,2147,5733,AOI-0011,2025-08-19,True
947,9984,26975,AOI-0044,2014-10-04,True
948,19653,53122,AOI-0073,2025-08-05,True
949,18936,50408,AOI-0073,2012-09-29,True
950,2442,6074,AOI-0013,2015-05-09,True
951,591,2874,AOI-0001,2023-07-15,True
952,8784,23743,AOI-0032,2024-10-05,True
953,18136,47772,AOI-0068,2019-09-15,True
954,17784,46238,AOI-0068,2012-08-03,True
955,4466,10631,AOI-0017,2011-09-30,True
956,10195,27878,AOI-0044,2019-04-25,True
957,404,2189,AOI-0001,2020-05-30,True
958,14198,38975,AOI-0059,2016-09-14,True
959,1424,4929,AOI-0010,2014-06-10,True
960,18776,49568,AOI-0071,2025-08-29,True
961,4796,10961,AOI-0017,2019-04-28,True
962,8493,22995,AOI-0032,2021-06-18,True
963,8790,23761,AOI-0032,2024-10-23,True
964,17032,43423,AOI-0067,2015-06-18,True
965,9523,25379,AOI-0040,2025-09-13,True
966,7282,18973,AOI-0031,2018-07-13,True
967,1448,4953,AOI-0010,2015-04-07,True
968,17994,47266,AOI-0068,2017-06-27,True
969,98,669,AOI-0001,2013-05-01,True
970,11482,32577,AOI-0046,2024-05-08,True
971,19341,52259,AOI-0073,2021-07-25,True
972,16264,41190,AOI-0062,2022-09-30,True
973,14325,39102,AOI-0059,2019-04-23,True
974,2053,5558,AOI-0010,2025-07-30,True
975,6374,15200,AOI-0028,2018-09-12,True
976,3022,6654,AOI-0013,2023-08-23,True
977,20061,55486,AOI-0074,2020-08-26,True
978,2666,6298,AOI-0013,2019-06-02,True
979,11076,31191,AOI-0046,2017-08-21,True
980,5787,12600,AOI-0023,2025-04-16,True
981,7597,19792,AOI-0031,2022-06-10,True
982,4987,11152,AOI-0017,2021-07-02,True
983,9028,24370,AOI-0034,2025-09-23,True
984,18037,47419,AOI-0068,2018-04-28,True
985,8589,23253,AOI-0032,2022-08-02,True
986,5330,11495,AOI-0017,2025-08-23,True
987,8621,23349,AOI-0032,2023-04-07,True
988,1504,5009,AOI-0010,2017-04-03,True
989,19362,52310,AOI-0073,2021-09-14,True
990,15427,40353,AOI-0061,2022-08-23,True
991,5970,13020,AOI-0025,2025-05-09,True
992,10344,28321,AOI-0044,2021-05-12,True
993,10522,28888,AOI-0044,2023-09-30,True
994,12958,35156,AOI-0055,2025-07-08,True
995,19396,52426,AOI-0073,2022-06-09,True
996,18007,47302,AOI-0068,2017-08-02,True
997,763,3494,AOI-0002,2025-06-26,True
998,10749,29527,AOI-0045,2025-09-30,True
999,12519,34281,AOI-0051,2022-10-07,True
1000,8630,23387,AOI-0032,2023-05-15,True
1001,17453,44981,AOI-0067,2022-08-24,True
1002,12032,33794,AOI-0051,2013-10-07,True
1003,668,3145,AOI-0001,2024-09-11,True
1004,3733,9010,AOI-0014,2020-04-22,True
1005,10905,30464,AOI-0046,2014-05-25,True
1006,8943,24149,AOI-0033,2025-09-15,True
1007,17880,46751,AOI-0068,2014-10-29,True
1008,2898,6530,AOI-0013,2022-04-24,True
1009,2089,5599,AOI-0011,2025-04-07,True
1010,5291,11456,AOI-0017,2025-06-07,True
1011,17657,45602,AOI-0067,2025-08-06,True
1012,5054,11219,AOI-0017,2022-06-11,True
1013,595,2888,AOI-0001,2023-07-29,True
1014,14951,39877,AOI-0061,2013-10-09,True
1015,6280,14632,AOI-0028,2016-04-23,True
1016,3024,6656,AOI-0013,2023-08-26,True
1017,7382,19252,AOI-0031,2019-09-17,True
1018,7157,18524,AOI-0031,2016-06-20,True
1019,16030,40956,AOI-0062,2019-09-23,True
1020,3323,7464,AOI-0014,2012-09-27,True
1021,9967,26912,AOI-0044,2014-08-02,True
1022,12471,34233,AOI-0051,2022-05-27,True
1023,13069,35267,AOI-0057,2025-05-09,True
1024,349,2002,AOI-0001,2019-06-25,True
1025,12442,34204,AOI-0051,2021-08-29,True
1026,10012,27119,AOI-0044,2015-07-27,True
1027,18159,47836,AOI-0068,2020-04-19,True
1028,13375,36836,AOI-0058,2017-04-25,True
1029,18921,50253,AOI-0073,2012-04-27,True
1030,4213,10220,AOI-0014,2025-09-14,True
1031,16465,41391,AOI-0062,2025-08-02,True
1032,8277,22460,AOI-0032,2018-09-30,True
1033,14090,38867,AOI-0059,2014-05-09,True
1034,11128,31412,AOI-0046,2018-08-29,True
1035,10499,28832,AOI-0044,2023-08-05,True
1036,11991,33753,AOI-0051,2012-08-26,True
1037,9957,26872,AOI-0044,2014-06-23,True
1038,13358,36733,AOI-0058,2016-08-13,True
1039,18403,48612,AOI-0068,2023-09-03,True
1040,5061,11226,AOI-0017,2022-06-30,True
1041,17405,44837,AOI-0067,2022-04-02,True
1042,16802,42184,AOI-0066,2025-07-27,True
1043,19245,52025,AOI-0073,2020-07-04,True
1044,16696,41922,AOI-0065,2025-06-08,True
1045,565,2755,AOI-0001,2022-10-17,True
1046,8145,21921,AOI-0032,2016-06-09,True
1047,20139,55676,AOI-0074,2021-08-03,True
1048,105,741,AOI-0001,2013-07-12,True
1049,605,2918,AOI-0001,2023-08-28,True
1050,18643,49273,AOI-0069,2025-09-25,True
1051,5423,11680,AOI-0018,2025-09-08,True
1052,10117,27559,AOI-0044,2017-08-10,True
1053,11217,31691,AOI-0046,2020-04-04,True
1054,9722,25752,AOI-0043,2025-04-29,True
1055,16668,41829,AOI-0064,2025-10-06,True
1056,16113,41039,AOI-0062,2020-10-07,True
1057,4618,10783,AOI-0017,2015-10-16,True
1058,19004,50936,AOI-0073,2015-06-10,True
1059,7200,18692,AOI-0031,2017-05-06,True
1060,3185,6817,AOI-0013,2025-07-27,True
1061,6468,15566,AOI-0028,2020-07-14,True
1062,6790,16743,AOI-0029,2025-04-04,True
1063,16261,41187,AOI-0062,2022-09-18,True
1064,113,821,AOI-0001,2013-09-30,True
1065,19623,53047,AOI-0073,2025-05-22,True
1066,11699,33164,AOI-0047,2025-10-16,True
1067,1785,5290,AOI-0010,2021-07-28,True
1068,4252,10334,AOI-0015,2025-06-07,True
1069,16303,41229,AOI-0062,2023-07-14,True
1070,14395,39172,AOI-0059,2020-05-12,True
1071,18991,50845,AOI-0073,2014-10-10,True
1072,8027,21286,AOI-0032,2013-06-13,True
1073,3911,9470,AOI-0014,2022-05-26,True
1074,12522,34284,AOI-0051,2022-10-15,True
1075,10487,28807,AOI-0044,2023-07-11,True
1076,11901,33663,AOI-0050,2025-09-30,True
1077,16128,41054,AOI-0062,2021-04-23,True
1078,16616,41727,AOI-0064,2025-06-26,True
1079,17188,44085,AOI-0067,2018-07-11,True
1080,7645,19903,AOI-0031,2022-09-29,True
1081,17677,45650,AOI-0067,2025-09-23,True
1082,16680,41872,AOI-0065,2025-04-19,True
1083,1123,4455,AOI-0007,2025-08-14,True
1084,15098,40024,AOI-0061,2018-04-07,True
1085,7900,20530,AOI-0031,2025-09-17,True
1086,900,3888,AOI-0004,2025-05-25,True
1087,10028,27192,AOI-0044,2015-10-08,True
1088,2785,6417,AOI-0013,2020-08-20,True
1089,18604,49181,AOI-0069,2025-06-25,True
1090,4916,11081,AOI-0017,2020-07-26,True
1091,3196,6828,AOI-0013,2025-08-15,True
1092,8044,21363,AOI-0032,2013-08-29,True
1093,6485,15616,AOI-0028,2020-09-02,True
1094,17099,43765,AOI-0067,2016-10-25,True
1095,14336,39113,AOI-0059,2019-06-05,True
1096,3558,8512,AOI-0014,2017-09-10,True
1097,9694,25678,AOI-0042,2025-09-15,True
1098,17347,44607,AOI-0067,2020-10-15,True
1099,7951,20756,AOI-0032,2010-09-30,True
1100,14496,39273,AOI-0059,2021-08-28,True
1101,20701,57033,AOI-0078,2025-06-01,True
1102,16269,41195,AOI-0062,2022-10-19,True
1103,6049,13185,AOI-0026,2025-07-30,True
1104,6341,14992,AOI-0028,2017-09-17,True
1105,17278,44394,AOI-0067,2019-10-15,True
1106,10303,28198,AOI-0044,2020-08-10,True
1107,15355,40281,AOI-0061,2021-08-29,True
1108,13707,37984,AOI-0058,2022-07-17,True
1109,7857,20442,AOI-0031,2025-06-21,True
1110,2033,5538,AOI-0010,2025-06-07,True
1111,3173,6805,AOI-0013,2025-07-07,True
1112,9806,25961,AOI-0044,2010-04-25,True
1113,4150,10084,AOI-0014,2025-05-01,True
1114,9596,25483,AOI-0041,2025-08-19,True
1115,7735,20132,AOI-0031,2023-10-15,True
1116,2520,6152,AOI-0013,2016-10-09,True
1117,9258,24841,AOI-0037,2025-08-16,True
1118,2603,6235,AOI-0013,2018-05-25,True
1119,1203,4582,AOI-0008,2025-08-13,True
1120,18238,48102,AOI-0068,2021-06-11,True
1121,3105,6737,AOI-0013,2024-08-11,True
1122,1951,5456,AOI-0010,2024-04-26,True
1123,4271,10380,AOI-0015,2025-07-23,True
1124,15807,40733,AOI-0062,2014-10-04,True
1125,17502,45151,AOI-0067,2023-07-12,True
1126,20634,56927,AOI-0077,2025-06-06,True
1127,10006,27088,AOI-0044,2015-06-26,True
1128,18732,49524,AOI-0071,2025-04-16,True
1129,1115,4438,AOI-0007,2025-07-28,True
1130,19395,52424,AOI-0073,2022-06-07,True
1131,3238,6929,AOI-0014,2010-06-10,True
1132,6409,15336,AOI-0028,2019-06-27,True
1133,12822,34790,AOI-0053,2025-06-26,True
1134,4811,10976,AOI-0017,2019-06-04,True
1135,4201,10199,AOI-0014,2025-08-24,True
1136,20440,56544,AOI-0074,2025-08-19,True
1137,10020,27152,AOI-0044,2015-08-29,True
1138,14296,39073,AOI-0059,2018-08-13,True
1139,9882,26348,AOI-0044,2011-10-16,True
1140,13220,35982,AOI-0058,2013-04-23,True
1141,19227,51978,AOI-0073,2020-05-18,True
1142,8729,23619,AOI-0032,2024-06-03,True
1143,13697,37955,AOI-0058,2022-06-18,True
1144,15269,40195,AOI-0061,2020-08-17,True
1145,5032,11197,AOI-0017,2021-10-27,True
1146,18843,49728,AOI-0072,2025-08-19,True
1147,19296,52133,AOI-0073,2020-10-20,True
1148,19717,53502,AOI-0074,2011-06-20,True
1149,11628,33003,AOI-0047,2025-05-08,True
1150,8137,21861,AOI-0032,2016-04-10,True
1151,15384,40310,AOI-0061,2022-05-09,True
1152,2014,5519,AOI-0010,2025-04-18,True
1153,17618,45497,AOI-0067,2025-04-23,True
1154,11581,32881,AOI-0046,2025-08-07,True
1155,20128,55659,AOI-0074,2021-07-17,True
1156,16670,41836,AOI-0064,2025-10-13,True
