radius,method,policy,held,kind,chosen,train_rmse,test_rmse
16,median,override5525,1,bucket,bucket_0_0.005,0.06798270706942525,0.0630385958175272
16,median,override5525,2,route_plus_direct,route_plus_direct_0,0.06731556992700455,0.0651649377904936
16,median,override5525,2,bucket,bucket_0_0.01,0.06730845308569089,0.0651764152334874
16,median,override5525,70404,route_plus_direct,route_plus_direct_0,0.06627149016361378,0.0683000421340525
16,median,override5525,70404,bucket,bucket_0_0.005,0.06626960185369742,0.0682922364150177
16,median,override6035,0,route_plus_direct,route_plus_direct_0,0.06551554427887522,0.0703857997163148
16,median,override6035,0,bucket,bucket_0_0.005,0.06551310810246332,0.0703797351031754
16,median,override6035,1,route_plus_direct,route_plus_direct_0,0.0679685835275331,0.0630224990615195
16,median,override6035,1,bucket,bucket_0_0.005,0.06796498612608441,0.0630197674985535
16,median,override6035,2,route_plus_direct,route_plus_direct_0,0.067299800309897,0.0651400879867453
16,median,override6035,2,bucket,bucket_0_0.01,0.06729275949034509,0.0651514162309054
16,median,override6035,70404,route_plus_direct,route_plus_direct_0,0.0662551312543296,0.0682773254865159
16,median,override6035,70404,bucket,bucket_0_0.005,0.06625323746343215,0.068269573675031
