seed,method,n,rmse,slice
0,blend_soft_crop_r16_l0.25_p2_0.20,2644,0.070864492,
0,blend_soft_crop_r16_l0.25_p2_0.30,2644,0.070753798,
0,blend_soft_crop_r16_l0.25_p2_0.40,2644,0.070737229,
0,blend_soft_crop_r16_l0.25_p2_0.50,2644,0.070814851,
0,soft_crop_r16_l0.25_p4,2644,0.072900251,
0,blend_soft_crop_r16_l0.25_p4_0.20,2644,0.070893147,
0,blend_soft_crop_r16_l0.25_p4_0.30,2644,0.070803325,
0,blend_soft_crop_r16_l0.25_p4_0.40,2644,0.070811915,
0,blend_soft_crop_r16_l0.25_p4_0.50,2644,0.070918880,
0,soft_crop_r16_l1_p1,2644,0.072057038,
0,blend_soft_crop_r16_l1_p1_0.20,2644,0.070898974,
0,blend_soft_crop_r16_l1_p1_0.30,2644,0.070778611,
0,blend_soft_crop_r16_l1_p1_0.40,2644,0.070734318,
0,blend_soft_crop_r16_l1_p1_0.50,2644,0.070766239,
0,soft_crop_r16_l1_p2,2644,0.072421172,
0,blend_soft_crop_r16_l1_p2_0.20,2644,0.070883863,
0,blend_soft_crop_r16_l1_p2_0.30,2644,0.070772682,
0,blend_soft_crop_r16_l1_p2_0.40,2644,0.070748788,
0,blend_soft_crop_r16_l1_p2_0.50,2644,0.070812267,
0,soft_crop_r16_l1_p4,2644,0.072774929,
0,blend_soft_crop_r16_l1_p4_0.20,2644,0.070897313,
0,blend_soft_crop_r16_l1_p4_0.30,2644,0.070803967,
0,blend_soft_crop_r16_l1_p4_0.40,2644,0.070805282,
0,blend_soft_crop_r16_l1_p4_0.50,2644,0.070901253,
0,soft_all_r16_l0_p1,2644,0.072851705,
0,blend_soft_all_r16_l0_p1_0.20,2644,0.071041038,
0,blend_soft_all_r16_l0_p1_0.30,2644,0.070995746,
0,blend_soft_all_r16_l0_p1_0.40,2644,0.071028909,
0,blend_soft_all_r16_l0_p1_0.50,2644,0.071140418,
0,soft_all_r16_l0_p2,2644,0.073108665,
0,blend_soft_all_r16_l0_p2_0.20,2644,0.071057699,
0,blend_soft_all_r16_l0_p2_0.30,2644,0.071027528,
0,blend_soft_all_r16_l0_p2_0.40,2644,0.071080291,
0,blend_soft_all_r16_l0_p2_0.50,2644,0.071215803,
0,soft_all_r16_l0_p4,2644,0.073417467,
0,blend_soft_all_r16_l0_p4_0.20,2644,0.071069980,
0,blend_soft_all_r16_l0_p4_0.30,2644,0.071055595,
0,blend_soft_all_r16_l0_p4_0.40,2644,0.071130520,
0,blend_soft_all_r16_l0_p4_0.50,2644,0.071294474,
0,soft_all_r16_l0.25_p1,2644,0.072774137,
0,blend_soft_all_r16_l0.25_p1_0.20,2644,0.071043463,
0,blend_soft_all_r16_l0.25_p1_0.30,2644,0.070995947,
0,blend_soft_all_r16_l0.25_p1_0.40,2644,0.071024595,
0,blend_soft_all_r16_l0.25_p1_0.50,2644,0.071129314,
0,soft_all_r16_l0.25_p2,2644,0.073078913,
0,blend_soft_all_r16_l0.25_p2_0.20,2644,0.071057862,
0,blend_soft_all_r16_l0.25_p2_0.30,2644,0.071026594,
0,blend_soft_all_r16_l0.25_p2_0.40,2644,0.071077476,
0,blend_soft_all_r16_l0.25_p2_0.50,2644,0.071210331,
0,soft_all_r16_l0.25_p4,2644,0.073387015,
0,blend_soft_all_r16_l0.25_p4_0.20,2644,0.071070758,
0,blend_soft_all_r16_l0.25_p4_0.30,2644,0.071055436,
0,blend_soft_all_r16_l0.25_p4_0.40,2644,0.071128543,
0,blend_soft_all_r16_l0.25_p4_0.50,2644,0.071289806,
0,soft_all_r16_l1_p1,2644,0.072655780,
0,blend_soft_all_r16_l1_p1_0.20,2644,0.071049928,
0,blend_soft_all_r16_l1_p1_0.30,2644,0.070999893,
0,blend_soft_all_r16_l1_p1_0.40,2644,0.071022179,
0,blend_soft_all_r16_l1_p1_0.50,2644,0.071116717,
0,soft_all_r16_l1_p2,2644,0.072985364,
0,blend_soft_all_r16_l1_p2_0.20,2644,0.071056986,
0,blend_soft_all_r16_l1_p2_0.30,2644,0.071021837,
0,blend_soft_all_r16_l1_p2_0.40,2644,0.071066550,
0,blend_soft_all_r16_l1_p2_0.50,2644,0.071190975,
0,soft_all_r16_l1_p4,2644,0.073309804,
0,blend_soft_all_r16_l1_p4_0.20,2644,0.071070042,
0,blend_soft_all_r16_l1_p4_0.30,2644,0.071051507,
0,blend_soft_all_r16_l1_p4_0.40,2644,0.071119507,
0,blend_soft_all_r16_l1_p4_0.50,2644,0.071273794,
0,soft_crop_r32_l0_p1,2644,0.072033479,
0,blend_soft_crop_r32_l0_p1_0.20,2644,0.070799630,
0,blend_soft_crop_r32_l0_p1_0.30,2644,0.070647070,
0,blend_soft_crop_r32_l0_p1_0.40,2644,0.070582497,
0,blend_soft_crop_r32_l0_p1_0.50,2644,0.070606154,
0,soft_crop_r32_l0_p2,2644,0.072235637,
0,blend_soft_crop_r32_l0_p2_0.20,2644,0.070799332,
0,blend_soft_crop_r32_l0_p2_0.30,2644,0.070654418,
0,blend_soft_crop_r32_l0_p2_0.40,2644,0.070602706,
0,blend_soft_crop_r32_l0_p2_0.50,2644,0.070644401,
0,soft_crop_r32_l0_p4,2644,0.072475484,
0,blend_soft_crop_r32_l0_p4_0.20,2644,0.070797019,
0,blend_soft_crop_r32_l0_p4_0.30,2644,0.070660587,
0,blend_soft_crop_r32_l0_p4_0.40,2644,0.070623805,
0,blend_soft_crop_r32_l0_p4_0.50,2644,0.070686828,
0,soft_crop_r32_l0.25_p1,2644,0.071948546,
0,blend_soft_crop_r32_l0.25_p1_0.20,2644,0.070819041,
0,blend_soft_crop_r32_l0.25_p1_0.30,2644,0.070669356,
0,blend_soft_crop_r32_l0.25_p1_0.40,2644,0.070603041,
0,blend_soft_crop_r32_l0.25_p1_0.50,2644,0.070620331,
0,soft_crop_r32_l0.25_p2,2644,0.072209534,
0,blend_soft_crop_r32_l0.25_p2_0.20,2644,0.070802528,
0,blend_soft_crop_r32_l0.25_p2_0.30,2644,0.070657620,
0,blend_soft_crop_r32_l0.25_p2_0.40,2644,0.070604843,
0,blend_soft_crop_r32_l0.25_p2_0.50,2644,0.070644402,
0,soft_crop_r32_l0.25_p4,2644,0.072457618,
0,blend_soft_crop_r32_l0.25_p4_0.20,2644,0.070799209,
0,blend_soft_crop_r32_l0.25_p4_0.30,2644,0.070662779,
0,blend_soft_crop_r32_l0.25_p4_0.40,2644,0.070625264,
0,blend_soft_crop_r32_l0.25_p4_0.50,2644,0.070686820,
0,soft_crop_r32_l1_p1,2644,0.071881809,
0,blend_soft_crop_r32_l1_p1_0.20,2644,0.070862740,
0,blend_soft_crop_r32_l1_p1_0.30,2644,0.070724282,
0,blend_soft_crop_r32_l1_p1_0.40,2644,0.070661988,
0,blend_soft_crop_r32_l1_p1_0.50,2644,0.070676059,
0,soft_crop_r32_l1_p2,2644,0.072093582,
0,blend_soft_crop_r32_l1_p2_0.20,2644,0.070816873,
0,blend_soft_crop_r32_l1_p2_0.30,2644,0.070672047,
0,blend_soft_crop_r32_l1_p2_0.40,2644,0.070614573,
0,blend_soft_crop_r32_l1_p2_0.50,2644,0.070644663,
0,soft_crop_r32_l1_p4,2644,0.072344494,
0,blend_soft_crop_r32_l1_p4_0.20,2644,0.070800262,
0,blend_soft_crop_r32_l1_p4_0.30,2644,0.070659818,
0,blend_soft_crop_r32_l1_p4_0.40,2644,0.070615250,
0,blend_soft_crop_r32_l1_p4_0.50,2644,0.070666741,
0,soft_all_r32_l0_p1,2644,0.072786135,
0,blend_soft_all_r32_l0_p1_0.20,2644,0.071071206,
0,blend_soft_all_r32_l0_p1_0.30,2644,0.071032843,
0,blend_soft_all_r32_l0_p1_0.40,2644,0.071067446,
0,blend_soft_all_r32_l0_p1_0.50,2644,0.071174906,
0,soft_all_r32_l0_p2,2644,0.073084234,
0,blend_soft_all_r32_l0_p2_0.20,2644,0.071092042,
0,blend_soft_all_r32_l0_p2_0.30,2644,0.071071678,
0,blend_soft_all_r32_l0_p2_0.40,2644,0.071129274,
0,blend_soft_all_r32_l0_p2_0.50,2644,0.071264640,
0,soft_all_r32_l0_p4,2644,0.073515644,
0,blend_soft_all_r32_l0_p4_0.20,2644,0.071125855,
0,blend_soft_all_r32_l0_p4_0.30,2644,0.071132739,
0,blend_soft_all_r32_l0_p4_0.40,2644,0.071224372,
0,blend_soft_all_r32_l0_p4_0.50,2644,0.071400427,
0,soft_all_r32_l0.25_p1,2644,0.072737717,
0,blend_soft_all_r32_l0.25_p1_0.20,2644,0.071071672,
0,blend_soft_all_r32_l0.25_p1_0.30,2644,0.071031596,
0,blend_soft_all_r32_l0.25_p1_0.40,2644,0.071063188,
0,blend_soft_all_r32_l0.25_p1_0.50,2644,0.071166353,
0,soft_all_r32_l0.25_p2,2644,0.073059278,
0,blend_soft_all_r32_l0.25_p2_0.20,2644,0.071090246,
0,blend_soft_all_r32_l0.25_p2_0.30,2644,0.071068357,
0,blend_soft_all_r32_l0.25_p2_0.40,2644,0.071124016,
0,blend_soft_all_r32_l0.25_p2_0.50,2644,0.071257041,
0,soft_all_r32_l0.25_p4,2644,0.073490207,
0,blend_soft_all_r32_l0.25_p4_0.20,2644,0.071123496,
0,blend_soft_all_r32_l0.25_p4_0.30,2644,0.071128657,
0,blend_soft_all_r32_l0.25_p4_0.40,2644,0.071218213,
0,blend_soft_all_r32_l0.25_p4_0.50,2644,0.071391845,
0,soft_all_r32_l1_p1,2644,0.072663168,
0,blend_soft_all_r32_l1_p1_0.20,2644,0.071073844,
0,blend_soft_all_r32_l1_p1_0.30,2644,0.071031587,
0,blend_soft_all_r32_l1_p1_0.40,2644,0.071058820,
0,blend_soft_all_r32_l1_p1_0.50,2644,0.071155462,
0,soft_all_r32_l1_p2,2644,0.072983560,
0,blend_soft_all_r32_l1_p2_0.20,2644,0.071085130,
0,blend_soft_all_r32_l1_p2_0.30,2644,0.071058723,
0,blend_soft_all_r32_l1_p2_0.40,2644,0.071108571,
0,blend_soft_all_r32_l1_p2_0.50,2644,0.071234516,
0,soft_all_r32_l1_p4,2644,0.073424298,
0,blend_soft_all_r32_l1_p4_0.20,2644,0.071117219,
0,blend_soft_all_r32_l1_p4_0.30,2644,0.071117866,
0,blend_soft_all_r32_l1_p4_0.40,2644,0.071202010,
0,blend_soft_all_r32_l1_p4_0.50,2644,0.071369355,
0,baseline,2644,0.071366130,all
0,baseline,1888,0.078062511,history
0,baseline,756,0.050933231,2025
0,baseline,2267,0.074696259,new
0,baseline,377,0.046564296,shared
0,baseline,1741,0.069332949,near
0,baseline,420,0.071707824,mid
0,baseline,483,0.077985619,far_or_none
0,baseline,1156,0.063485150,source_s2
0,baseline,1035,0.081564113,source_landsat
0,baseline,453,0.065129704,source_modis
0,blend_post_mode_0.40,2644,0.071240220,all
0,blend_post_mode_0.40,1888,0.077591816,history
0,blend_post_mode_0.40,756,0.052099594,2025
0,blend_post_mode_0.40,2267,0.074432893,new
0,blend_post_mode_0.40,377,0.047733435,shared
0,blend_post_mode_0.40,1741,0.069355759,near
0,blend_post_mode_0.40,420,0.070941031,mid
0,blend_post_mode_0.40,483,0.077892092,far_or_none
0,blend_post_mode_0.40,1156,0.063233005,source_s2
0,blend_post_mode_0.40,1035,0.081968247,source_landsat
0,blend_post_mode_0.40,453,0.063777866,source_modis
0,blend_crop_hier_n1_p67_0.40,2644,0.070446858,all
0,blend_crop_hier_n1_p67_0.40,1888,0.077319686,history
0,blend_crop_hier_n1_p67_0.40,756,0.049259632,2025
0,blend_crop_hier_n1_p67_0.40,2267,0.073761717,new
0,blend_crop_hier_n1_p67_0.40,377,0.045697187,shared
0,blend_crop_hier_n1_p67_0.40,1741,0.068080605,near
0,blend_crop_hier_n1_p67_0.40,420,0.071258558,mid
0,blend_crop_hier_n1_p67_0.40,483,0.077744974,far_or_none
0,blend_crop_hier_n1_p67_0.40,1156,0.062679207,source_s2
0,blend_crop_hier_n1_p67_0.40,1035,0.080539996,source_landsat
0,blend_crop_hier_n1_p67_0.40,453,0.064185406,source_modis
0,blend_soft_all_r1_l0_p4_0.40,2644,0.070532212,all
0,blend_soft_all_r1_l0_p4_0.40,1888,0.077312459,history
0,blend_soft_all_r1_l0_p4_0.40,756,0.049713038,2025
0,blend_soft_all_r1_l0_p4_0.40,2267,0.073785415,new
0,blend_soft_all_r1_l0_p4_0.40,377,0.046385327,shared
0,blend_soft_all_r1_l0_p4_0.40,1741,0.068327384,near
0,blend_soft_all_r1_l0_p4_0.40,420,0.070901141,mid
0,blend_soft_all_r1_l0_p4_0.40,483,0.077672360,far_or_none
0,blend_soft_all_r1_l0_p4_0.40,1156,0.062637576,source_s2
0,blend_soft_all_r1_l0_p4_0.40,1035,0.080853520,source_landsat
0,blend_soft_all_r1_l0_p4_0.40,453,0.063935137,source_modis
0,blend_soft_crop_r1_l0_p4_0.40,2644,0.070524573,all
0,blend_soft_crop_r1_l0_p4_0.40,1888,0.077312459,history
0,blend_soft_crop_r1_l0_p4_0.40,756,0.049675125,2025
0,blend_soft_crop_r1_l0_p4_0.40,2267,0.073776250,new
0,blend_soft_crop_r1_l0_p4_0.40,377,0.046391538,shared
0,blend_soft_crop_r1_l0_p4_0.40,1741,0.068315410,near
0,blend_soft_crop_r1_l0_p4_0.40,420,0.070901141,mid
0,blend_soft_crop_r1_l0_p4_0.40,483,0.077672360,far_or_none
0,blend_soft_crop_r1_l0_p4_0.40,1156,0.062623347,source_s2
0,blend_soft_crop_r1_l0_p4_0.40,1035,0.080845259,source_landsat
0,blend_soft_crop_r1_l0_p4_0.40,453,0.063945393,source_modis
0,blend_soft_all_r2_l0_p4_0.40,2644,0.070406200,all
0,blend_soft_all_r2_l0_p4_0.40,1888,0.077234411,history
0,blend_soft_all_r2_l0_p4_0.40,756,0.049390251,2025
0,blend_soft_all_r2_l0_p4_0.40,2267,0.073736772,new
0,blend_soft_all_r2_l0_p4_0.40,377,0.045499389,shared
0,blend_soft_all_r2_l0_p4_0.40,1741,0.068129890,near
0,blend_soft_all_r2_l0_p4_0.40,420,0.070900504,mid
0,blend_soft_all_r2_l0_p4_0.40,483,0.077672360,far_or_none
0,blend_soft_all_r2_l0_p4_0.40,1156,0.062560271,source_s2
0,blend_soft_all_r2_l0_p4_0.40,1035,0.080606359,source_landsat
0,blend_soft_all_r2_l0_p4_0.40,453,0.064030612,source_modis
0,blend_soft_all_r32_l0_p4_0.40,2644,0.071224372,all
0,blend_soft_all_r32_l0_p4_0.40,1888,0.077627282,history
0,blend_soft_all_r32_l0_p4_0.40,756,0.051891457,2025
0,blend_soft_all_r32_l0_p4_0.40,2267,0.074459272,new
0,blend_soft_all_r32_l0_p4_0.40,377,0.047318378,shared
0,blend_soft_all_r32_l0_p4_0.40,1741,0.069454197,near
0,blend_soft_all_r32_l0_p4_0.40,420,0.071177043,mid
0,blend_soft_all_r32_l0_p4_0.40,483,0.077307169,far_or_none
0,blend_soft_all_r32_l0_p4_0.40,1156,0.063555279,source_s2
0,blend_soft_all_r32_l0_p4_0.40,1035,0.081519484,source_landsat
0,blend_soft_all_r32_l0_p4_0.40,453,0.064170041,source_modis
1,baseline,2644,0.064467955,
1,post_mode,2644,0.067482921,
1,blend_post_mode_0.20,2644,0.064231076,
1,blend_post_mode_0.30,2644,0.064273033,
1,blend_post_mode_0.40,2644,0.064421819,
1,blend_post_mode_0.50,2644,0.064676698,
1,crop_hier_n1_p00,2644,0.064730822,
1,blend_crop_hier_n1_p00_0.20,2644,0.063511794,
1,blend_crop_hier_n1_p00_0.30,2644,0.063220100,
1,blend_crop_hier_n1_p00_0.40,2644,0.063055210,
1,blend_crop_hier_n1_p00_0.50,2644,0.063018117,
1,crop_hier_n1_p67,2644,0.064840440,
1,blend_crop_hier_n1_p67_0.20,2644,0.063538496,
1,blend_crop_hier_n1_p67_0.30,2644,0.063259517,
1,blend_crop_hier_n1_p67_0.40,2644,0.063106804,
1,blend_crop_hier_n1_p67_0.50,2644,0.063081274,
1,crop_hier_n1_p80,2644,0.064814636,
1,blend_crop_hier_n1_p80_0.20,2644,0.063535034,
1,blend_crop_hier_n1_p80_0.30,2644,0.063253961,
1,blend_crop_hier_n1_p80_0.40,2644,0.063098924,
1,blend_crop_hier_n1_p80_0.50,2644,0.063070852,
1,crop_hier_n2_p00,2644,0.066122525,
1,blend_crop_hier_n2_p00_0.20,2644,0.063801868,
1,blend_crop_hier_n2_p00_0.30,2644,0.063655960,
1,blend_crop_hier_n2_p00_0.40,2644,0.063636200,
1,blend_crop_hier_n2_p00_0.50,2644,0.063742703,
1,crop_hier_n2_p67,2644,0.066119406,
1,blend_crop_hier_n2_p67_0.20,2644,0.063867633,
1,blend_crop_hier_n2_p67_0.30,2644,0.063742340,
1,blend_crop_hier_n2_p67_0.40,2644,0.063734756,
1,blend_crop_hier_n2_p67_0.50,2644,0.063844922,
1,crop_hier_n2_p80,2644,0.066238997,
1,blend_crop_hier_n2_p80_0.20,2644,0.063903979,
1,blend_crop_hier_n2_p80_0.30,2644,0.063794786,
1,blend_crop_hier_n2_p80_0.40,2644,0.063801786,
1,blend_crop_hier_n2_p80_0.50,2644,0.063924941,
1,crop_hier_n3_p00,2644,0.066702123,
1,blend_crop_hier_n3_p00_0.20,2644,0.063966014,
1,blend_crop_hier_n3_p00_0.30,2644,0.063894404,
1,blend_crop_hier_n3_p00_0.40,2644,0.063943126,
1,blend_crop_hier_n3_p00_0.50,2644,0.064111907,
1,crop_hier_n3_p67,2644,0.066445527,
1,blend_crop_hier_n3_p67_0.20,2644,0.063954030,
1,blend_crop_hier_n3_p67_0.30,2644,0.063868627,
1,blend_crop_hier_n3_p67_0.40,2644,0.063898414,
1,blend_crop_hier_n3_p67_0.50,2644,0.064043230,
1,crop_hier_n3_p80,2644,0.066631959,
1,blend_crop_hier_n3_p80_0.20,2644,0.064004056,
1,blend_crop_hier_n3_p80_0.30,2644,0.063941642,
1,blend_crop_hier_n3_p80_0.40,2644,0.063992892,
1,blend_crop_hier_n3_p80_0.50,2644,0.064157534,
1,soft_crop_r1_l0_p1,2644,0.064587986,
1,blend_soft_crop_r1_l0_p1_0.20,2644,0.063651049,
1,blend_soft_crop_r1_l0_p1_0.30,2644,0.063398189,
1,blend_soft_crop_r1_l0_p1_0.40,2644,0.063250885,
1,blend_soft_crop_r1_l0_p1_0.50,2644,0.063209877,
1,soft_crop_r1_l0_p2,2644,0.064694922,
1,blend_soft_crop_r1_l0_p2_0.20,2644,0.063634586,
1,blend_soft_crop_r1_l0_p2_0.30,2644,0.063380583,
1,blend_soft_crop_r1_l0_p2_0.40,2644,0.063236965,
1,blend_soft_crop_r1_l0_p2_0.50,2644,0.063204482,
1,soft_crop_r1_l0_p4,2644,0.064943481,
1,blend_soft_crop_r1_l0_p4_0.20,2644,0.063647325,
1,blend_soft_crop_r1_l0_p4_0.30,2644,0.063406899,
1,blend_soft_crop_r1_l0_p4_0.40,2644,0.063281657,
1,blend_soft_crop_r1_l0_p4_0.50,2644,0.063272283,
1,soft_crop_r1_l0.25_p1,2644,0.064581892,
1,blend_soft_crop_r1_l0.25_p1_0.20,2644,0.063744417,
1,blend_soft_crop_r1_l0.25_p1_0.30,2644,0.063520961,
1,blend_soft_crop_r1_l0.25_p1_0.40,2644,0.063391149,
1,blend_soft_crop_r1_l0.25_p1_0.50,2644,0.063355556,
1,soft_crop_r1_l0.25_p2,2644,0.064687293,
1,blend_soft_crop_r1_l0.25_p2_0.20,2644,0.063647958,
1,blend_soft_crop_r1_l0.25_p2_0.30,2644,0.063397912,
1,blend_soft_crop_r1_l0.25_p2_0.40,2644,0.063256368,
1,blend_soft_crop_r1_l0.25_p2_0.50,2644,0.063224053,
1,soft_crop_r1_l0.25_p4,2644,0.064944471,
1,blend_soft_crop_r1_l0.25_p4_0.20,2644,0.063647934,
1,blend_soft_crop_r1_l0.25_p4_0.30,2644,0.063407740,
1,blend_soft_crop_r1_l0.25_p4_0.40,2644,0.063282678,
1,blend_soft_crop_r1_l0.25_p4_0.50,2644,0.063273431,
1,soft_crop_r1_l1_p1,2644,0.064834517,
1,blend_soft_crop_r1_l1_p1_0.20,2644,0.063899208,
1,blend_soft_crop_r1_l1_p1_0.30,2644,0.063734379,
1,blend_soft_crop_r1_l1_p1_0.40,2644,0.063650171,
1,blend_soft_crop_r1_l1_p1_0.50,2644,0.063646905,
1,soft_crop_r1_l1_p2,2644,0.064761136,
1,blend_soft_crop_r1_l1_p2_0.20,2644,0.063757211,
1,blend_soft_crop_r1_l1_p2_0.30,2644,0.063544654,
1,blend_soft_crop_r1_l1_p2_0.40,2644,0.063428725,
1,blend_soft_crop_r1_l1_p2_0.50,2644,0.063409955,
1,soft_crop_r1_l1_p4,2644,0.064954971,
1,blend_soft_crop_r1_l1_p4_0.20,2644,0.063698506,
1,blend_soft_crop_r1_l1_p4_0.30,2644,0.063474762,
1,blend_soft_crop_r1_l1_p4_0.40,2644,0.063360035,
1,blend_soft_crop_r1_l1_p4_0.50,2644,0.063354918,
1,soft_all_r1_l0_p1,2644,0.064667984,
1,blend_soft_all_r1_l0_p1_0.20,2644,0.063664204,
1,blend_soft_all_r1_l0_p1_0.30,2644,0.063418580,
1,blend_soft_all_r1_l0_p1_0.40,2644,0.063278912,
1,blend_soft_all_r1_l0_p1_0.50,2644,0.063245903,
1,soft_all_r1_l0_p2,2644,0.064772666,
1,blend_soft_all_r1_l0_p2_0.20,2644,0.063647871,
1,blend_soft_all_r1_l0_p2_0.30,2644,0.063401066,
1,blend_soft_all_r1_l0_p2_0.40,2644,0.063264971,
1,blend_soft_all_r1_l0_p2_0.50,2644,0.063240302,
1,soft_all_r1_l0_p4,2644,0.065009089,
1,blend_soft_all_r1_l0_p4_0.20,2644,0.063659550,
1,blend_soft_all_r1_l0_p4_0.30,2644,0.063425525,
1,blend_soft_all_r1_l0_p4_0.40,2644,0.063306834,
1,blend_soft_all_r1_l0_p4_0.50,2644,0.063304124,
1,soft_all_r1_l0.25_p1,2644,0.064643371,
1,blend_soft_all_r1_l0.25_p1_0.20,2644,0.063753861,
1,blend_soft_all_r1_l0.25_p1_0.30,2644,0.063535744,
1,blend_soft_all_r1_l0.25_p1_0.40,2644,0.063411657,
1,blend_soft_all_r1_l0.25_p1_0.50,2644,0.063382153,
1,soft_all_r1_l0.25_p2,2644,0.064763320,
1,blend_soft_all_r1_l0.25_p2_0.20,2644,0.063660831,
1,blend_soft_all_r1_l0.25_p2_0.30,2644,0.063417785,
1,blend_soft_all_r1_l0.25_p2_0.40,2644,0.063283573,
1,blend_soft_all_r1_l0.25_p2_0.50,2644,0.063258889,
1,soft_all_r1_l0.25_p4,2644,0.065010482,
1,blend_soft_all_r1_l0.25_p4_0.20,2644,0.063660495,
1,blend_soft_all_r1_l0.25_p4_0.30,2644,0.063426824,
1,blend_soft_all_r1_l0.25_p4_0.40,2644,0.063308403,
1,blend_soft_all_r1_l0.25_p4_0.50,2644,0.063305878,
1,soft_all_r1_l1_p1,2644,0.064865732,
1,blend_soft_all_r1_l1_p1_0.20,2644,0.063903609,
1,blend_soft_all_r1_l1_p1_0.30,2644,0.063741361,
1,blend_soft_all_r1_l1_p1_0.40,2644,0.063659978,
1,blend_soft_all_r1_l1_p1_0.50,2644,0.063659771,
1,soft_all_r1_l1_p2,2644,0.064821217,
1,blend_soft_all_r1_l1_p2_0.20,2644,0.063766148,
1,blend_soft_all_r1_l1_p2_0.30,2644,0.063558719,
1,blend_soft_all_r1_l1_p2_0.40,2644,0.063448334,
1,blend_soft_all_r1_l1_p2_0.50,2644,0.063435501,
1,soft_all_r1_l1_p4,2644,0.065020608,
1,blend_soft_all_r1_l1_p4_0.20,2644,0.063710225,
1,blend_soft_all_r1_l1_p4_0.30,2644,0.063492716,
1,blend_soft_all_r1_l1_p4_0.40,2644,0.063384436,
1,blend_soft_all_r1_l1_p4_0.50,2644,0.063385946,
1,soft_crop_r2_l0_p1,2644,0.064524533,
1,blend_soft_crop_r2_l0_p1_0.20,2644,0.063619174,
1,blend_soft_crop_r2_l0_p1_0.30,2644,0.063353758,
1,blend_soft_crop_r2_l0_p1_0.40,2644,0.063196283,
1,blend_soft_crop_r2_l0_p1_0.50,2644,0.063147557,
1,soft_crop_r2_l0_p2,2644,0.064568776,
1,blend_soft_crop_r2_l0_p2_0.20,2644,0.063592457,
1,blend_soft_crop_r2_l0_p2_0.30,2644,0.063320234,
1,blend_soft_crop_r2_l0_p2_0.40,2644,0.063160456,
1,blend_soft_crop_r2_l0_p2_0.50,2644,0.063113978,
1,soft_crop_r2_l0_p4,2644,0.064763710,
1,blend_soft_crop_r2_l0_p4_0.20,2644,0.063597922,
1,blend_soft_crop_r2_l0_p4_0.30,2644,0.063334901,
1,blend_soft_crop_r2_l0_p4_0.40,2644,0.063188662,
1,blend_soft_crop_r2_l0_p4_0.50,2644,0.063160015,
1,soft_crop_r2_l0.25_p1,2644,0.064506111,
1,blend_soft_crop_r2_l0.25_p1_0.20,2644,0.063706354,
1,blend_soft_crop_r2_l0.25_p1_0.30,2644,0.063467934,
1,blend_soft_crop_r2_l0.25_p1_0.40,2644,0.063326005,
1,blend_soft_crop_r2_l0.25_p1_0.50,2644,0.063281217,
1,soft_crop_r2_l0.25_p2,2644,0.064562377,
1,blend_soft_crop_r2_l0.25_p2_0.20,2644,0.063606161,
1,blend_soft_crop_r2_l0.25_p2_0.30,2644,0.063338052,
1,blend_soft_crop_r2_l0.25_p2_0.40,2644,0.063180497,
1,blend_soft_crop_r2_l0.25_p2_0.50,2644,0.063134324,
1,soft_crop_r2_l0.25_p4,2644,0.064774617,
1,blend_soft_crop_r2_l0.25_p4_0.20,2644,0.063601873,
1,blend_soft_crop_r2_l0.25_p4_0.30,2644,0.063340527,
1,blend_soft_crop_r2_l0.25_p4_0.40,2644,0.063195744,
1,blend_soft_crop_r2_l0.25_p4_0.50,2644,0.063168328,
1,soft_crop_r2_l1_p1,2644,0.064722452,
1,blend_soft_crop_r2_l1_p1_0.20,2644,0.063856073,
1,blend_soft_crop_r2_l1_p1_0.30,2644,0.063673336,
1,blend_soft_crop_r2_l1_p1_0.40,2644,0.063573786,
1,blend_soft_crop_r2_l1_p1_0.50,2644,0.063557814,
1,soft_crop_r2_l1_p2,2644,0.064611811,
1,blend_soft_crop_r2_l1_p2_0.20,2644,0.063707422,
1,blend_soft_crop_r2_l1_p2_0.30,2644,0.063473372,
1,blend_soft_crop_r2_l1_p2_0.40,2644,0.063338391,
1,blend_soft_crop_r2_l1_p2_0.50,2644,0.063303111,
1,soft_crop_r2_l1_p4,2644,0.064786509,
1,blend_soft_crop_r2_l1_p4_0.20,2644,0.063649218,
1,blend_soft_crop_r2_l1_p4_0.30,2644,0.063403372,
1,blend_soft_crop_r2_l1_p4_0.40,2644,0.063268422,
1,blend_soft_crop_r2_l1_p4_0.50,2644,0.063245080,
1,soft_all_r2_l0_p1,2644,0.064510336,
1,blend_soft_all_r2_l0_p1_0.20,2644,0.063633429,
1,blend_soft_all_r2_l0_p1_0.30,2644,0.063372003,
1,blend_soft_all_r2_l0_p1_0.40,2644,0.063216358,
1,blend_soft_all_r2_l0_p1_0.50,2644,0.063167276,
1,soft_all_r2_l0_p2,2644,0.064556811,
1,blend_soft_all_r2_l0_p2_0.20,2644,0.063606696,
1,blend_soft_all_r2_l0_p2_0.30,2644,0.063338544,
1,blend_soft_all_r2_l0_p2_0.40,2644,0.063180736,
1,blend_soft_all_r2_l0_p2_0.50,2644,0.063134099,
1,soft_all_r2_l0_p4,2644,0.064754801,
1,blend_soft_all_r2_l0_p4_0.20,2644,0.063611497,
1,blend_soft_all_r2_l0_p4_0.30,2644,0.063352450,
1,blend_soft_all_r2_l0_p4_0.40,2644,0.063208242,
