private,train,n,both_exact,both_exact6,temp_rmse,precip_rmse,temp_corr,precip_corr
AOI-0058,AOI-0070,3086,0.0,0.0,1.9103888012206056,3.579170551655032,0.966771802596465,0.3555715321636383
AOI-0058,AOI-0075,3086,0.0,0.0,3.1785700805444645,4.08023940865645,0.9493507672673086,0.31734632941377483
AOI-0067,AOI-0002,3067,0.0,0.0,1.4541052881087535,3.2404082146716533,0.9814138991199076,0.44737487968275313
AOI-0067,AOI-0003,3067,0.0,0.0,1.4541052881087535,3.2404082146716533,0.9814138991199076,0.44737487968275313
AOI-0067,AOI-0004,3067,0.0,0.0,1.4666495266602277,3.248076871711933,0.980948824479149,0.445303837188037
AOI-0067,AOI-0007,3067,0.0,0.0,1.290569672550039,3.050866018084593,0.9852649500487204,0.5333001617370037
AOI-0067,AOI-0011,3067,0.0,0.0,1.290569672550039,3.050866018084593,0.9852649500487204,0.5333001617370037
AOI-0067,AOI-0015,3067,0.0,0.0,1.4784066420334074,3.172535137651306,0.9806173136845868,0.4652943270145362
AOI-0067,AOI-0019,3067,0.0,0.0,1.3414553387028598,3.0881063504375836,0.9839761777973612,0.4991716933917346
AOI-0067,AOI-0020,3067,0.0,0.0,1.3414553387028598,3.0881063504375836,0.9839761777973612,0.4991716933917346
AOI-0067,AOI-0021,3067,0.0,0.0,1.3414553387028598,3.0881063504375836,0.9839761777973612,0.4991716933917346
AOI-0067,AOI-0022,3067,0.0,0.0,1.3414553387028598,3.0881063504375836,0.9839761777973612,0.4991716933917346
AOI-0067,AOI-0023,3067,0.0,0.0,1.3567309259102807,3.1774774870432596,0.9834402684458222,0.4959909800292128
AOI-0067,AOI-0026,3067,0.0,0.0,1.4959697048729705,3.3195990140860334,0.9801467592586492,0.43297595257893706
AOI-0067,AOI-0030,3067,0.0,0.0,1.4622716020383806,3.2727854679308073,0.9810469050692112,0.44202820931884623
AOI-0067,AOI-0033,3067,0.0,0.0,0.9848497379580157,2.4758696426567246,0.9907182897184728,0.6365839318813356
AOI-0067,AOI-0037,3067,0.0,0.0,0.6578666338000975,1.794850122999383,0.9959492714558779,0.8062896235195172
AOI-0067,AOI-0038,3067,0.0,0.0,0.653018771308521,1.7816327812113169,0.9961297267060544,0.8075119527890664
AOI-0067,AOI-0040,3067,0.0,0.0,0.6578666338000975,1.794850122999383,0.9959492714558779,0.8062896235195172
AOI-0067,AOI-0043,3067,0.0,0.0,0.7270401323018714,2.235389945733652,0.99518011245871,0.7345026757905773
AOI-0067,AOI-0045,3067,0.0,0.0,0.6884268824017267,2.0724773445958022,0.9956678552660466,0.767882902323402
AOI-0067,AOI-0048,3067,0.0,0.0,0.848101054820055,2.4109068797683735,0.9934299564018159,0.6987713637188147
AOI-0067,AOI-0052,3067,0.0,0.0,1.8504871584230542,3.5076954406222343,0.9688462180732311,0.38135167147715276
AOI-0067,AOI-0053,3067,0.0,0.0,1.7772753659896576,3.6027054262222813,0.9714287955671297,0.3781018481660446
AOI-0067,AOI-0060,3067,0.0,0.0,1.9317038173008731,3.5966668367273154,0.9658194732794435,0.36215856682375236
AOI-0067,AOI-0063,3067,0.0,0.0,1.9932390671106968,3.977990227156333,0.9633149567465134,0.40686960840418623
AOI-0067,AOI-0064,3067,0.0,0.0,1.903075757716001,3.825684435811103,0.9664939708062058,0.41678615708377714
AOI-0067,AOI-0065,3067,0.0,0.0,1.9932390671106968,3.977990227156333,0.9633149567465134,0.40686960840418623
AOI-0067,AOI-0069,3067,0.0,0.0,0.13030790206488652,0.25719182961268805,0.9998835273660437,0.9963902975462424
AOI-0067,AOI-0070,3067,0.0,0.0,0.16501391584775044,0.40562086465842695,0.9997573655373846,0.9912375999411849
AOI-0067,AOI-0075,3067,0.0,0.0,2.85645001033355,3.825195278127227,0.9696594724634527,0.3764206607706979
AOI-0068,AOI-0002,3077,0.0,0.0,1.518073711115421,3.375489431382923,0.9796048244046927,0.4057389509343636
AOI-0068,AOI-0003,3077,0.0,0.0,1.518073711115421,3.375489431382923,0.9796048244046927,0.4057389509343636
AOI-0068,AOI-0004,3077,0.0,0.0,1.5315588924687982,3.384484879418169,0.979112056567291,0.4031819486256311
AOI-0068,AOI-0007,3077,0.0,0.0,1.3474621551663937,3.1546550159548974,0.9841355208888178,0.5007459131224543
AOI-0068,AOI-0011,3077,0.0,0.0,1.3474621551663937,3.1546550159548974,0.9841355208888178,0.5007459131224543
AOI-0068,AOI-0015,3077,0.0,0.0,1.53951523865112,3.299545473341558,0.978897341145288,0.42622929556414185
AOI-0068,AOI-0019,3077,0.0,0.0,1.4002522554023855,3.2083315775213705,0.9825364510526267,0.4616488538561436
AOI-0068,AOI-0020,3077,0.0,0.0,1.4002522554023855,3.2083315775213705,0.9825364510526267,0.4616488538561436
AOI-0068,AOI-0021,3077,0.0,0.0,1.4002522554023855,3.2083315775213705,0.9825364510526267,0.4616488538561436
AOI-0068,AOI-0022,3077,0.0,0.0,1.4002522554023855,3.2083315775213705,0.9825364510526267,0.4616488538561436
AOI-0068,AOI-0023,3077,0.0,0.0,1.4161476657906764,3.2872759432341607,0.9820649689395902,0.4607861890280153
AOI-0068,AOI-0026,3077,0.00032499187520311994,0.00032499187520311994,1.5631593953955798,3.4593003754423237,0.978212568433938,0.3891134629477405
AOI-0068,AOI-0030,3077,0.0,0.0,1.5305672133875645,3.4136714371347407,0.9791502888062213,0.3979119503094933
AOI-0068,AOI-0033,3077,0.0,0.0,0.9698971227941289,2.421718738044907,0.9910210995133594,0.6587564535285153
AOI-0068,AOI-0037,3077,0.0,0.0,0.5961291392960797,1.769687803801729,0.9966605368036656,0.816682603972845
AOI-0068,AOI-0038,3077,0.00032499187520311994,0.00032499187520311994,0.5766969246362792,1.743986379300913,0.9969311067942594,0.8207043379250742
AOI-0068,AOI-0040,3077,0.0,0.0,0.5961291392960797,1.769687803801729,0.9966605368036656,0.816682603972845
AOI-0068,AOI-0043,3077,0.0,0.0,0.7856656392587004,2.4205616832199888,0.9944704863123246,0.6893763491267176
AOI-0068,AOI-0045,3077,0.0,0.0,0.7444833966216382,2.26533542796353,0.9950266178437784,0.7234636361556303
AOI-0068,AOI-0048,3077,0.0,0.0,0.8915701635663229,2.5497965979262864,0.9927702709775699,0.6635762380134154
AOI-0068,AOI-0052,3077,0.0,0.0,1.9237445983259465,3.6310860177446647,0.9663793980865943,0.3389264764683445
AOI-0068,AOI-0053,3077,0.0,0.0,1.8503138877487606,3.730649267642018,0.9691002309645186,0.3360946510114579
AOI-0068,AOI-0060,3077,0.0,0.0,2.003798658957028,3.7068871220777977,0.9632882455546331,0.32381693649578686
AOI-0068,AOI-0063,3077,0.0,0.0,2.039742468541147,4.005269680397037,0.9618101365392864,0.39598245968862383
AOI-0068,AOI-0064,3077,0.0,0.0,1.9484447201165693,3.8566559344046456,0.9651318441120726,0.4048508073857525
AOI-0068,AOI-0065,3077,0.0,0.0,2.039742468541147,4.005269680397037,0.9618101365392864,0.39598245968862383
AOI-0068,AOI-0069,3077,0.0,0.0,0.177497748836473,0.6142491929772296,0.9997222566162389,0.9792744996477633
AOI-0068,AOI-0070,3077,0.0,0.0,0.13178501163361306,0.4221856996548472,0.999839760023861,0.9903237355094997
AOI-0068,AOI-0075,3077,0.0,0.0,2.8629334931946224,3.913562431508201,0.9678868489799815,0.34791142441246137
AOI-0073,AOI-0002,3078,0.0,0.0,2.7808137357162,3.9559850984945033,0.9598169892357705,0.3605948506179062
AOI-0073,AOI-0003,3078,0.0,0.0,2.7808137357162,3.9559850984945033,0.9598169892357705,0.3605948506179062
AOI-0073,AOI-0004,3078,0.0,0.0,2.8012276352315593,3.9482422853421766,0.9596404624128756,0.3636615101206926
AOI-0073,AOI-0007,3078,0.0,0.0,3.132436460354187,4.1374291125145914,0.9529295115306184,0.3170236360413272
AOI-0073,AOI-0011,3078,0.0,0.0,3.132436460354187,4.1374291125145914,0.9529295115306184,0.3170236360413272
AOI-0073,AOI-0015,3078,0.0,0.0,2.8616321147965382,3.9742237849737854,0.9557543330389422,0.349035187420191
AOI-0073,AOI-0019,3078,0.0,0.0,2.899222823553894,4.007948170768453,0.9559563308439382,0.3413136994996547
AOI-0073,AOI-0020,3078,0.0,0.0,2.899222823553894,4.007948170768453,0.9559563308439382,0.3413136994996547
AOI-0073,AOI-0021,3078,0.0,0.0,2.899222823553894,4.007948170768453,0.9559563308439382,0.3413136994996547
AOI-0073,AOI-0022,3078,0.0,0.0,2.899222823553894,4.007948170768453,0.9559563308439382,0.3413136994996547
AOI-0073,AOI-0023,3078,0.0,0.0,3.0215796782012707,4.11581314811602,0.9535711883074197,0.3260707997990079
AOI-0073,AOI-0026,3078,0.0,0.0,2.7855177668509956,3.9136940134869542,0.9611303978545903,0.38424224533895684
AOI-0073,AOI-0030,3078,0.0,0.0,2.801498871021041,3.902674517293796,0.9615394704085469,0.3826541890259452
AOI-0073,AOI-0033,3078,0.0,0.0,3.1017887377564293,4.151669926911407,0.9496331860819816,0.24198205371926132
AOI-0073,AOI-0037,3078,0.0,0.0,3.064286000493689,4.050902969581977,0.9572646776351939,0.26963696800267506
AOI-0073,AOI-0038,3078,0.0,0.0,3.0413076283509084,4.025867661949412,0.9576863073764211,0.26872922363912083
AOI-0073,AOI-0040,3078,0.0,0.0,3.064286000493689,4.050902969581977,0.9572646776351939,0.26963696800267506
AOI-0073,AOI-0043,3078,0.0,0.0,2.9021191331805043,3.9120143599808195,0.9650140512532066,0.37182349434298245
AOI-0073,AOI-0045,3078,0.0,0.0,2.9028183228611897,3.9027765169699036,0.9646916139052252,0.36853647949554214
AOI-0073,AOI-0048,3078,0.0,0.0,2.8653953671810006,4.016082258571053,0.9617567121993641,0.34560673951062676
AOI-0073,AOI-0052,3078,0.0,0.0,3.1456830318232436,4.141171971830011,0.9487950589123968,0.31644846711579266
AOI-0073,AOI-0053,3078,0.0,0.0,3.13260532526352,4.202388828470171,0.9510169622890631,0.3215736797681841
AOI-0073,AOI-0060,3078,0.0,0.0,3.208952850205688,4.259334805403538,0.9449693621056434,0.28371772422944136
AOI-0073,AOI-0063,3078,0.0,0.0,3.386879339842166,4.869710074312889,0.9267475179181484,0.2146728003519606
AOI-0073,AOI-0064,3078,0.0,0.0,3.39093155994064,4.751405293446159,0.9295395822633212,0.22039052495129957
AOI-0073,AOI-0065,3078,0.0,0.0,3.386879339842166,4.869710074312889,0.9267475179181484,0.2146728003519606
AOI-0073,AOI-0069,3078,0.0,0.0,2.8106190860758167,3.888911955956591,0.9677909786319586,0.3672831283845978
AOI-0073,AOI-0070,3078,0.0,0.0,2.8475442015097507,3.934680799881899,0.967093385738111,0.3559345915980299
AOI-0073,AOI-0075,3078,0.0,0.0,0.13306523707545137,0.5071112268499922,0.9998190758122416,0.9908958374182173
AOI-0074,AOI-0002,3090,0.0,0.0,2.7726968932460183,3.927339983707894,0.9596709924697736,0.3627412993242785
AOI-0074,AOI-0003,3090,0.0,0.0,2.7726968932460183,3.927339983707894,0.9596709924697736,0.3627412993242785
AOI-0074,AOI-0004,3090,0.0,0.0,2.79324850033012,3.918785865262264,0.9594882507687947,0.36594901612916475
AOI-0074,AOI-0007,3090,0.0,0.0,3.1229039974236454,4.117637618438101,0.9527802407481158,0.31630899984476873
AOI-0074,AOI-0011,3090,0.0,0.0,3.1229039974236454,4.117637618438101,0.9527802407481158,0.31630899984476873
AOI-0074,AOI-0015,3090,0.0,0.0,2.852247216919459,3.9451313060527995,0.9556439992531859,0.35148884589294305
AOI-0074,AOI-0019,3090,0.0,0.0,2.8901153513215103,3.9789534531528536,0.9558284704992489,0.34337811838123644
AOI-0074,AOI-0020,3090,0.0,0.0,2.8901153513215103,3.9789534531528536,0.9558284704992489,0.34337811838123644
AOI-0074,AOI-0021,3090,0.0,0.0,2.8901153513215103,3.9789534531528536,0.9558284704992489,0.34337811838123644
AOI-0074,AOI-0022,3090,0.0,0.0,2.8901153513215103,3.9789534531528536,0.9558284704992489,0.34337811838123644
AOI-0074,AOI-0023,3090,0.0,0.0,3.011749941542495,4.091201228436285,0.9534711555400568,0.32690363751756335
AOI-0074,AOI-0026,3090,0.0,0.0,2.778233061057642,3.8806597830845493,0.9609598912823252,0.3873310783589824
AOI-0074,AOI-0030,3090,0.0,0.0,2.7941517228088797,3.8704046445389984,0.9613788316695698,0.3855888202154278
AOI-0074,AOI-0033,3090,0.0,0.0,3.09284423052776,4.122206747217546,0.9493026344236408,0.24314354916839145
AOI-0074,AOI-0037,3090,0.0,0.0,3.055922351921125,4.017984028500552,0.9568852362263673,0.27027557545803366
AOI-0074,AOI-0038,3090,0.0,0.0,3.0332005491751866,3.9944954665674635,0.9572674036156564,0.2688824331603561
AOI-0074,AOI-0040,3090,0.0,0.0,3.055922351921125,4.017984028500552,0.9568852362263673,0.27027557545803366
AOI-0074,AOI-0043,3090,0.0,0.0,2.8946851620883187,3.8826572771742467,0.9648657079228763,0.3727445432543978
AOI-0074,AOI-0045,3090,0.0,0.0,2.895042133893072,3.873845116637658,0.9645433091219924,0.3692470062353181
AOI-0074,AOI-0048,3090,0.0,0.0,2.8572065346907825,3.9902318951154463,0.961590669431968,0.34596018002022755
AOI-0074,AOI-0052,3090,0.0,0.0,3.136125434310749,4.109208228635026,0.9486590044589784,0.3182842569479999
AOI-0074,AOI-0053,3090,0.0,0.0,3.1238008404088906,4.167229778219038,0.9508712060449226,0.3239729504005514
AOI-0074,AOI-0060,3090,0.0,0.0,3.198570418780811,4.238158051465046,0.944855606166394,0.28403637321235237
AOI-0074,AOI-0063,3090,0.0,0.0,3.3759467431161028,4.879871524326122,0.9267635023303724,0.21242309710279791
AOI-0074,AOI-0064,3090,0.0,0.0,3.380536523841842,4.760350980040171,0.9295381724428755,0.21788281082120045
AOI-0074,AOI-0065,3090,0.0,0.0,3.3759467431161028,4.879871524326122,0.9267635023303724,0.21242309710279791
AOI-0074,AOI-0069,3090,0.0,0.0,2.8032320674753293,3.852904271333837,0.9675504699290922,0.3684157094498649
AOI-0074,AOI-0070,3090,0.0,0.0,2.8395037001048458,3.899633448392485,0.9668537969718801,0.3569612718688425
AOI-0074,AOI-0075,3090,0.0,0.0,0.1289478331241604,0.48928675665680776,0.9998267480139137,0.9913909634928427
