anon_polygon_id,date,crop_type,route_source_index,route_peer_n_r2,route_peer_n_r8,alpha,fallback_schedule
AOI-0019,2025-04-14,подсолнечник,0,2,5,0.350000000,False
AOI-0019,2025-04-17,подсолнечник,1,2,4,0.350000000,False
AOI-0019,2025-04-28,подсолнечник,0,1,3,0.350000000,False
AOI-0019,2025-05-14,подсолнечник,0,1,4,0.350000000,False
AOI-0019,2025-05-25,подсолнечник,2,2,3,0.350000000,False
AOI-0019,2025-06-15,подсолнечник,0,0,1,0.350000000,True
AOI-0019,2025-06-27,подсолнечник,0,2,4,0.350000000,False
AOI-0019,2025-06-30,подсолнечник,0,2,5,0.350000000,False
AOI-0019,2025-07-10,подсолнечник,0,2,5,0.350000000,False
AOI-0019,2025-07-14,подсолнечник,1,2,4,0.350000000,False
AOI-0019,2025-08-14,подсолнечник,0,2,4,0.350000000,False
AOI-0019,2025-08-31,подсолнечник,1,1,3,0.350000000,False
AOI-0019,2025-09-15,подсолнечник,0,1,4,0.350000000,False
AOI-0019,2025-09-23,подсолнечник,0,2,3,0.350000000,False
AOI-0019,2025-09-24,подсолнечник,1,1,3,0.350000000,False
AOI-0019,2025-10-18,подсолнечник,0,2,4,0.350000000,False
AOI-0020,2025-04-18,подсолнечник,0,3,5,0.350000000,False
AOI-0020,2025-04-23,подсолнечник,2,3,4,0.350000000,False
AOI-0020,2025-05-03,подсолнечник,1,2,4,0.350000000,False
AOI-0020,2025-06-03,подсолнечник,0,2,4,0.350000000,False
AOI-0020,2025-06-11,подсолнечник,1,3,5,0.350000000,False
AOI-0020,2025-07-12,подсолнечник,2,3,5,0.350000000,False
AOI-0020,2025-07-21,подсолнечник,1,2,3,0.350000000,False
AOI-0020,2025-07-29,подсолнечник,1,2,4,0.350000000,False
AOI-0020,2025-07-30,подсолнечник,0,3,5,0.350000000,False
AOI-0020,2025-08-19,подсолнечник,0,3,5,0.350000000,False
AOI-0020,2025-10-13,подсолнечник,0,2,4,0.350000000,False
AOI-0021,2025-04-28,подсолнечник,0,2,3,0.350000000,False
AOI-0021,2025-05-27,подсолнечник,1,2,3,0.350000000,False
AOI-0021,2025-06-03,подсолнечник,0,3,4,0.350000000,False
AOI-0021,2025-07-06,подсолнечник,1,4,5,0.350000000,False
AOI-0021,2025-07-18,подсолнечник,0,4,5,0.350000000,False
AOI-0021,2025-07-29,подсолнечник,1,3,4,0.350000000,False
AOI-0021,2025-08-07,подсолнечник,0,4,5,0.350000000,False
AOI-0021,2025-08-22,подсолнечник,0,3,4,0.350000000,False
AOI-0021,2025-08-30,подсолнечник,1,3,4,0.350000000,False
AOI-0021,2025-09-15,подсолнечник,0,3,4,0.350000000,False
AOI-0021,2025-09-24,подсолнечник,1,2,3,0.350000000,False
AOI-0021,2025-10-03,подсолнечник,0,4,4,0.350000000,False
AOI-0022,2025-04-01,подсолнечник,0,4,5,0.350000000,False
AOI-0022,2025-05-03,подсолнечник,1,3,4,0.350000000,False
AOI-0022,2025-05-06,подсолнечник,0,4,5,0.350000000,False
AOI-0022,2025-05-25,подсолнечник,2,3,3,0.350000000,False
AOI-0022,2025-05-28,подсолнечник,0,3,4,0.350000000,False
AOI-0022,2025-07-08,подсолнечник,0,4,5,0.350000000,False
AOI-0022,2025-07-17,подсолнечник,0,4,5,0.350000000,False
AOI-0022,2025-07-21,подсолнечник,1,2,3,0.350000000,False
AOI-0022,2025-08-27,подсолнечник,0,3,4,0.350000000,False
AOI-0022,2025-08-31,подсолнечник,1,3,3,0.350000000,False
AOI-0022,2025-09-23,подсолнечник,0,3,3,0.350000000,False
AOI-0022,2025-09-24,подсолнечник,1,3,3,0.350000000,False
AOI-0022,2025-09-30,подсолнечник,2,3,4,0.350000000,False
AOI-0023,2025-04-16,подсолнечник,0,0,0,0.350000000,True
AOI-0023,2025-04-17,подсолнечник,1,3,4,0.350000000,False
AOI-0023,2025-04-24,подсолнечник,0,1,1,0.350000000,False
AOI-0023,2025-05-01,подсолнечник,0,3,5,0.350000000,False
AOI-0023,2025-05-04,подсолнечник,0,3,5,0.350000000,False
AOI-0023,2025-06-27,подсолнечник,0,3,4,0.350000000,False
AOI-0023,2025-07-05,подсолнечник,0,3,5,0.350000000,False
AOI-0023,2025-07-14,подсолнечник,1,3,4,0.350000000,False
AOI-0023,2025-07-15,подсолнечник,0,3,5,0.350000000,False
AOI-0023,2025-08-14,подсолнечник,0,3,4,0.350000000,False
AOI-0023,2025-08-22,подсолнечник,0,2,4,0.350000000,False
AOI-0023,2025-08-30,подсолнечник,1,2,4,0.350000000,False
AOI-0023,2025-09-21,подсолнечник,0,2,4,0.350000000,False
AOI-0023,2025-09-23,подсолнечник,0,2,3,0.350000000,False
AOI-0023,2025-10-17,подсолнечник,1,3,5,0.350000000,False
AOI-0024,2025-04-07,подсолнечник,2,2,5,0.600000000,False
AOI-0024,2025-04-23,подсолнечник,2,2,4,0.600000000,False
AOI-0024,2025-05-25,подсолнечник,2,1,3,0.600000000,False
AOI-0024,2025-05-28,подсолнечник,0,1,4,0.600000000,False
AOI-0024,2025-06-05,подсолнечник,0,2,5,0.600000000,False
AOI-0024,2025-07-03,подсолнечник,0,1,4,0.600000000,False
AOI-0024,2025-07-21,подсолнечник,1,1,3,0.600000000,False
AOI-0024,2025-07-25,подсолнечник,0,2,4,0.600000000,False
AOI-0024,2025-08-06,подсолнечник,0,2,5,0.600000000,False
AOI-0024,2025-08-09,подсолнечник,0,2,5,0.600000000,False
AOI-0024,2025-09-14,подсолнечник,2,2,5,0.600000000,False
AOI-0024,2025-09-21,подсолнечник,0,1,4,0.600000000,False
AOI-0024,2025-09-30,подсолнечник,2,1,4,0.600000000,False
AOI-0024,2025-10-02,подсолнечник,1,2,5,0.600000000,False
AOI-0024,2025-10-18,подсолнечник,0,2,4,0.600000000,False
AOI-0025,2025-04-14,озимая пшеница,0,2,7,0.600000000,False
AOI-0025,2025-04-23,озимая пшеница,2,2,7,0.600000000,False
AOI-0025,2025-04-24,озимая пшеница,0,0,2,0.600000000,True
AOI-0025,2025-04-29,озимая пшеница,0,1,4,0.600000000,False
AOI-0025,2025-05-09,озимая пшеница,2,1,6,0.600000000,False
AOI-0025,2025-06-03,озимая пшеница,0,2,6,0.600000000,False
AOI-0025,2025-06-13,озимая пшеница,0,0,3,0.600000000,True
AOI-0025,2025-06-27,озимая пшеница,1,1,5,0.600000000,False
AOI-0025,2025-07-21,озимая пшеница,1,2,6,0.600000000,False
AOI-0025,2025-08-07,озимая пшеница,0,2,6,0.600000000,False
AOI-0025,2025-08-30,озимая пшеница,1,1,6,0.600000000,False
AOI-0025,2025-09-07,озимая пшеница,1,2,7,0.600000000,False
AOI-0025,2025-09-14,озимая пшеница,2,2,7,0.600000000,False
AOI-0025,2025-10-17,озимая пшеница,1,2,6,0.600000000,False
AOI-0026,2025-04-07,озимая пшеница,2,2,5,0.350000000,False
AOI-0026,2025-04-24,озимая пшеница,0,1,2,0.350000000,False
AOI-0026,2025-05-09,озимая пшеница,2,2,5,0.350000000,False
AOI-0026,2025-06-13,озимая пшеница,0,1,2,0.350000000,False
AOI-0026,2025-07-08,озимая пшеница,0,3,6,0.350000000,False
AOI-0026,2025-07-10,озимая пшеница,0,2,5,0.350000000,False
AOI-0026,2025-07-12,озимая пшеница,2,2,5,0.350000000,False
AOI-0026,2025-07-13,озимая пшеница,0,1,4,0.350000000,False
AOI-0026,2025-07-18,озимая пшеница,0,3,6,0.350000000,False
AOI-0026,2025-07-30,озимая пшеница,0,3,6,0.350000000,False
AOI-0026,2025-08-19,озимая пшеница,0,2,3,0.350000000,False
AOI-0026,2025-09-08,озимая пшеница,0,2,4,0.350000000,False
AOI-0026,2025-09-23,озимая пшеница,1,3,6,0.350000000,False
AOI-0026,2025-09-30,озимая пшеница,2,3,6,0.350000000,False
AOI-0027,2025-04-16,озимая пшеница,1,3,3,0.350000000,False
AOI-0027,2025-04-24,озимая пшеница,0,1,1,0.350000000,False
AOI-0027,2025-06-13,озимая пшеница,0,1,2,0.350000000,False
AOI-0027,2025-06-27,озимая пшеница,1,2,3,0.350000000,False
AOI-0027,2025-07-05,озимая пшеница,1,3,3,0.350000000,False
AOI-0027,2025-07-12,озимая пшеница,2,3,4,0.350000000,False
AOI-0027,2025-07-13,озимая пшеница,0,2,3,0.350000000,False
AOI-0027,2025-07-23,озимая пшеница,0,2,3,0.350000000,False
AOI-0027,2025-07-29,озимая пшеница,1,3,4,0.350000000,False
AOI-0027,2025-08-19,озимая пшеница,0,2,3,0.350000000,False
AOI-0027,2025-08-30,озимая пшеница,1,3,4,0.350000000,False
AOI-0027,2025-09-16,озимая пшеница,0,2,3,0.350000000,False
AOI-0027,2025-10-16,озимая пшеница,0,3,4,0.350000000,False
AOI-0028,2010-04-07,озимая пшеница,2,3,3,0.500000000,False
AOI-0028,2010-04-15,озимая пшеница,1,2,2,0.500000000,False
AOI-0028,2010-10-24,озимая пшеница,1,3,3,0.500000000,False
AOI-0028,2011-05-25,озимая пшеница,2,3,3,0.500000000,False
AOI-0028,2011-07-28,озимая пшеница,2,3,3,0.500000000,False
AOI-0028,2011-08-08,озимая пшеница,1,2,2,0.500000000,False
AOI-0028,2011-10-11,озимая пшеница,1,1,1,0.500000000,False
AOI-0028,2012-04-22,озимая пшеница,2,3,3,0.500000000,False
AOI-0028,2012-09-27,озимая пшеница,1,3,3,0.500000000,False
AOI-0028,2012-10-15,озимая пшеница,2,3,3,0.500000000,False
AOI-0028,2013-04-07,озимая пшеница,2,3,3,0.500000000,False
AOI-0028,2013-06-10,озимая пшеница,1,3,3,0.500000000,False
AOI-0028,2013-06-26,озимая пшеница,1,3,3,0.500000000,False
AOI-0028,2013-08-29,озимая пшеница,2,3,3,0.500000000,False
AOI-0028,2014-04-07,озимая пшеница,2,3,3,0.500000000,False
AOI-0028,2014-05-04,озимая пшеница,1,3,3,0.500000000,False
AOI-0028,2014-07-28,озимая пшеница,2,3,3,0.500000000,False
AOI-0028,2014-10-11,озимая пшеница,1,3,3,0.500000000,False
AOI-0028,2015-04-13,озимая пшеница,1,3,3,0.500000000,False
AOI-0028,2015-08-27,озимая пшеница,1,3,3,0.500000000,False
AOI-0028,2015-09-28,озимая пшеница,1,3,3,0.500000000,False
AOI-0028,2016-04-07,озимая пшеница,1,3,3,0.500000000,False
AOI-0028,2016-04-23,озимая пшеница,1,3,3,0.500000000,False
AOI-0028,2016-06-09,озимая пшеница,2,3,3,0.500000000,False
AOI-0028,2016-06-10,озимая пшеница,1,2,2,0.500000000,False
AOI-0028,2016-06-25,озимая пшеница,2,3,3,0.500000000,False
AOI-0028,2016-07-27,озимая пшеница,2,3,3,0.500000000,False
AOI-0028,2016-09-06,озимая пшеница,1,3,3,0.500000000,False
AOI-0028,2017-04-26,озимая пшеница,0,3,3,0.500000000,False
AOI-0028,2017-07-23,озимая пшеница,1,3,3,0.500000000,False
AOI-0028,2017-08-09,озимая пшеница,0,3,3,0.500000000,False
AOI-0028,2017-08-13,озимая пшеница,2,3,3,0.500000000,False
AOI-0028,2017-08-29,озимая пшеница,0,3,3,0.500000000,False
AOI-0028,2017-09-17,озимая пшеница,1,3,3,0.500000000,False
AOI-0028,2018-05-11,озимая пшеница,0,3,3,0.500000000,False
AOI-0028,2018-08-19,озимая пшеница,1,3,3,0.500000000,False
AOI-0028,2018-08-29,озимая пшеница,2,3,3,0.500000000,False
AOI-0028,2018-09-12,озимая пшеница,1,2,2,0.500000000,False
AOI-0028,2018-10-08,озимая пшеница,0,3,3,0.500000000,False
AOI-0028,2019-04-06,озимая пшеница,0,3,3,0.500000000,False
AOI-0028,2019-05-02,озимая пшеница,1,3,3,0.500000000,False
AOI-0028,2019-05-25,озимая пшеница,2,3,3,0.500000000,False
AOI-0028,2019-06-27,озимая пшеница,1,3,3,0.500000000,False
AOI-0028,2019-08-09,озимая пшеница,0,3,3,0.500000000,False
AOI-0028,2019-08-24,озимая пшеница,0,3,3,0.500000000,False
AOI-0028,2019-10-17,озимая пшеница,1,3,3,0.500000000,False
AOI-0028,2020-04-25,озимая пшеница,0,3,3,0.500000000,False
AOI-0028,2020-05-04,озимая пшеница,1,3,3,0.500000000,False
AOI-0028,2020-05-08,озимая пшеница,2,3,3,0.500000000,False
AOI-0028,2020-05-30,озимая пшеница,0,3,3,0.500000000,False
AOI-0028,2020-07-14,озимая пшеница,0,3,3,0.500000000,False
AOI-0028,2020-08-03,озимая пшеница,0,2,2,0.500000000,False
AOI-0028,2020-08-08,озимая пшеница,0,3,3,0.500000000,False
AOI-0028,2020-09-02,озимая пшеница,0,3,3,0.500000000,False
AOI-0028,2020-09-13,озимая пшеница,2,3,3,0.500000000,False
AOI-0028,2021-06-14,озимая пшеница,0,3,3,0.500000000,False
AOI-0028,2021-06-16,озимая пшеница,1,3,3,0.500000000,False
AOI-0028,2021-06-24,озимая пшеница,0,2,2,0.500000000,False
AOI-0028,2021-06-26,озимая пшеница,2,3,3,0.500000000,False
AOI-0028,2021-07-24,озимая пшеница,0,3,3,0.500000000,False
AOI-0028,2021-10-27,озимая пшеница,0,3,3,0.500000000,False
AOI-0028,2022-04-07,озимая пшеница,2,3,3,0.500000000,False
AOI-0028,2022-04-23,озимая пшеница,2,3,3,0.500000000,False
AOI-0028,2022-06-09,озимая пшеница,0,3,3,0.500000000,False
AOI-0028,2022-06-29,озимая пшеница,0,3,3,0.500000000,False
AOI-0028,2022-07-28,озимая пшеница,2,3,3,0.500000000,False
AOI-0028,2022-08-03,озимая пшеница,0,2,2,0.500000000,False
AOI-0028,2022-08-08,озимая пшеница,0,3,3,0.500000000,False
AOI-0028,2022-08-30,озимая пшеница,1,3,3,0.500000000,False
AOI-0028,2022-10-01,озимая пшеница,1,3,3,0.500000000,False
AOI-0028,2023-04-07,озимая пшеница,2,3,3,0.500000000,False
AOI-0028,2023-04-11,озимая пшеница,1,2,2,0.500000000,False
AOI-0028,2023-05-05,озимая пшеница,0,3,3,0.500000000,False
AOI-0028,2023-05-09,озимая пшеница,2,3,3,0.500000000,False
AOI-0028,2023-06-09,озимая пшеница,0,2,2,0.500000000,False
AOI-0028,2023-08-06,озимая пшеница,1,3,3,0.500000000,False
AOI-0028,2023-08-23,озимая пшеница,0,3,3,0.500000000,False
AOI-0028,2023-08-29,озимая пшеница,2,3,3,0.500000000,False
AOI-0028,2023-09-22,озимая пшеница,0,3,3,0.500000000,False
AOI-0028,2023-09-24,озимая пшеница,1,3,3,0.500000000,False
AOI-0028,2023-09-30,озимая пшеница,2,3,3,0.500000000,False
AOI-0028,2024-05-07,озимая пшеница,1,3,3,0.500000000,False
AOI-0028,2024-05-23,озимая пшеница,1,3,3,0.500000000,False
AOI-0028,2024-05-24,озимая пшеница,0,3,3,0.500000000,False
AOI-0028,2024-07-27,озимая пшеница,2,3,3,0.500000000,False
AOI-0028,2024-08-03,озимая пшеница,1,3,3,0.500000000,False
AOI-0028,2024-08-12,озимая пшеница,0,3,3,0.500000000,False
AOI-0028,2024-09-11,озимая пшеница,0,3,3,0.500000000,False
AOI-0028,2024-09-16,озимая пшеница,0,3,3,0.500000000,False
AOI-0028,2025-04-07,озимая пшеница,2,3,4,0.600000000,False
AOI-0028,2025-05-24,озимая пшеница,0,4,5,0.600000000,False
AOI-0028,2025-05-31,озимая пшеница,0,1,1,0.600000000,False
AOI-0028,2025-06-11,озимая пшеница,1,3,4,0.600000000,False
AOI-0028,2025-06-26,озимая пшеница,2,4,5,0.600000000,False
AOI-0028,2025-06-27,озимая пшеница,1,3,3,0.600000000,False
AOI-0028,2025-07-10,озимая пшеница,0,3,4,0.600000000,False
AOI-0028,2025-07-13,озимая пшеница,0,2,3,0.600000000,False
AOI-0028,2025-07-23,озимая пшеница,0,3,3,0.600000000,False
AOI-0028,2025-08-13,озимая пшеница,2,4,5,0.600000000,False
AOI-0028,2025-09-08,озимая пшеница,0,3,4,0.600000000,False
AOI-0028,2025-09-11,озимая пшеница,0,2,3,0.600000000,False
AOI-0028,2025-10-16,озимая пшеница,0,3,4,0.600000000,False
AOI-0028,2025-10-28,озимая пшеница,0,4,5,0.600000000,False
AOI-0029,2025-04-04,озимая пшеница,0,1,2,0.600000000,False
AOI-0029,2025-04-24,озимая пшеница,0,1,1,0.600000000,False
AOI-0029,2025-06-08,озимая пшеница,0,3,5,0.600000000,False
AOI-0029,2025-06-10,озимая пшеница,2,2,4,0.600000000,False
AOI-0029,2025-06-11,озимая пшеница,1,2,4,0.600000000,False
AOI-0029,2025-06-13,озимая пшеница,0,2,2,0.600000000,False
AOI-0029,2025-07-29,озимая пшеница,1,2,4,0.600000000,False
AOI-0029,2025-08-02,озимая пшеница,0,2,3,0.600000000,False
AOI-0029,2025-08-19,озимая пшеница,0,2,3,0.600000000,False
AOI-0029,2025-09-11,озимая пшеница,0,1,3,0.600000000,False
AOI-0029,2025-09-16,озимая пшеница,0,2,3,0.600000000,False
AOI-0030,2025-04-21,озимая пшеница,0,2,3,0.350000000,False
AOI-0030,2025-04-24,озимая пшеница,0,1,1,0.350000000,False
AOI-0030,2025-06-10,озимая пшеница,2,1,4,0.350000000,False
AOI-0030,2025-08-07,озимая пшеница,0,2,4,0.350000000,False
AOI-0031,2010-06-04,пастбища/зерновые,1,1,2,0.500000000,False
AOI-0031,2010-09-14,пастбища/зерновые,2,1,2,0.500000000,False
AOI-0031,2011-04-23,пастбища/зерновые,2,2,3,0.500000000,False
AOI-0031,2011-06-10,пастбища/зерновые,2,2,3,0.500000000,False
AOI-0031,2011-07-09,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2011-08-11,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2011-08-18,пастбища/зерновые,1,1,2,0.500000000,False
AOI-0031,2011-08-19,пастбища/зерновые,1,1,2,0.500000000,False
AOI-0031,2011-09-19,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2012-04-06,пастбища/зерновые,2,1,2,0.500000000,False
AOI-0031,2012-04-15,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2013-04-07,пастбища/зерновые,2,2,3,0.500000000,False
AOI-0031,2013-05-09,пастбища/зерновые,2,2,3,0.500000000,False
AOI-0031,2013-05-12,пастбища/зерновые,1,1,1,0.500000000,False
AOI-0031,2013-05-25,пастбища/зерновые,2,2,3,0.500000000,False
AOI-0031,2013-06-12,пастбища/зерновые,1,1,2,0.500000000,False
AOI-0031,2013-06-28,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2013-07-23,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2013-08-13,пастбища/зерновые,2,1,2,0.500000000,False
AOI-0031,2013-10-16,пастбища/зерновые,2,2,3,0.500000000,False
AOI-0031,2014-05-23,пастбища/зерновые,1,0,1,0.400000000,True
AOI-0031,2014-06-23,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2014-07-17,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2014-07-28,пастбища/зерновые,2,2,3,0.500000000,False
AOI-0031,2014-08-02,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2014-08-13,пастбища/зерновые,2,2,3,0.500000000,False
AOI-0031,2014-10-14,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2015-09-22,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2015-10-16,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2016-04-01,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2016-04-17,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2016-04-22,пастбища/зерновые,2,2,3,0.500000000,False
AOI-0031,2016-05-03,пастбища/зерновые,1,1,2,0.500000000,False
AOI-0031,2016-05-24,пастбища/зерновые,2,2,3,0.500000000,False
AOI-0031,2016-06-09,пастбища/зерновые,2,1,2,0.500000000,False
AOI-0031,2016-06-12,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2016-06-20,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2016-06-25,пастбища/зерновые,2,2,3,0.500000000,False
AOI-0031,2016-07-30,пастбища/зерновые,1,1,2,0.500000000,False
AOI-0031,2017-05-06,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2017-06-07,пастбища/зерновые,1,0,1,0.400000000,True
AOI-0031,2017-08-03,пастбища/зерновые,1,1,2,0.500000000,False
AOI-0031,2017-08-13,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2017-09-04,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2017-09-22,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2018-04-23,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2018-05-02,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2018-05-18,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2018-06-03,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2018-06-10,пастбища/зерновые,1,1,2,0.500000000,False
AOI-0031,2018-06-11,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2018-07-13,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2018-09-06,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2018-09-14,пастбища/зерновые,1,1,2,0.500000000,False
AOI-0031,2018-10-07,пастбища/зерновые,0,1,2,0.500000000,False
AOI-0031,2018-10-12,пастбища/зерновые,0,1,2,0.500000000,False
AOI-0031,2019-04-10,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2019-06-14,пастбища/зерновые,0,1,2,0.500000000,False
AOI-0031,2019-06-22,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2019-07-09,пастбища/зерновые,0,0,0,0.300000000,True
AOI-0031,2019-07-23,пастбища/зерновые,1,0,0,0.300000000,True
AOI-0031,2019-08-08,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2019-08-31,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2019-09-17,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2019-10-03,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2019-10-10,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2019-10-12,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2019-10-22,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2020-04-13,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2020-06-01,пастбища/зерновые,0,0,0,0.300000000,True
AOI-0031,2020-06-06,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2020-07-11,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2020-07-18,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2020-07-28,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2020-08-07,пастбища/зерновые,0,1,2,0.500000000,False
AOI-0031,2020-08-17,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2020-08-22,пастбища/зерновые,0,1,2,0.500000000,False
AOI-0031,2020-09-27,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2020-10-13,пастбища/зерновые,1,1,1,0.500000000,False
AOI-0031,2020-10-19,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2020-10-21,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2021-04-07,пастбища/зерновые,2,2,3,0.500000000,False
AOI-0031,2021-05-17,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2021-06-11,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2021-07-01,пастбища/зерновые,0,1,2,0.500000000,False
AOI-0031,2021-07-16,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2021-07-21,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2021-08-06,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2021-08-25,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2021-08-30,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2022-05-14,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2022-06-10,пастбища/зерновые,2,2,3,0.500000000,False
AOI-0031,2022-06-11,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2022-06-20,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2022-06-21,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2022-07-08,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2022-07-12,пастбища/зерновые,2,2,3,0.500000000,False
AOI-0031,2022-09-08,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2022-09-09,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2022-09-10,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2022-09-11,пастбища/зерновые,0,1,2,0.500000000,False
AOI-0031,2022-09-26,пастбища/зерновые,0,1,1,0.500000000,False
AOI-0031,2022-09-29,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2023-04-04,пастбища/зерновые,0,1,2,0.500000000,False
AOI-0031,2023-04-27,пастбища/зерновые,0,2,2,0.500000000,False
AOI-0031,2023-05-17,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2023-06-17,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2023-06-23,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2023-06-26,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2023-07-11,пастбища/зерновые,0,0,1,0.400000000,True
AOI-0031,2023-08-15,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2023-09-19,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2023-09-20,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2023-09-30,пастбища/зерновые,2,2,3,0.500000000,False
AOI-0031,2023-10-15,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2023-10-24,пастбища/зерновые,0,1,1,0.500000000,False
AOI-0031,2024-05-03,пастбища/зерновые,0,1,1,0.500000000,False
AOI-0031,2024-06-02,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2024-07-02,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2024-07-10,пастбища/зерновые,0,1,1,0.500000000,False
AOI-0031,2024-07-13,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0031,2024-08-09,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2024-08-16,пастбища/зерновые,0,2,3,0.500000000,False
AOI-0031,2024-08-26,пастбища/зерновые,0,1,2,0.500000000,False
AOI-0031,2025-04-19,пастбища/зерновые,1,2,5,0.600000000,False
AOI-0031,2025-04-23,пастбища/зерновые,0,2,5,0.600000000,False
AOI-0031,2025-06-21,пастбища/зерновые,1,2,4,0.600000000,False
AOI-0031,2025-07-12,пастбища/зерновые,0,2,5,0.600000000,False
AOI-0031,2025-07-15,пастбища/зерновые,0,2,5,0.600000000,False
AOI-0031,2025-08-06,пастбища/зерновые,0,2,5,0.600000000,False
AOI-0031,2025-08-09,пастбища/зерновые,0,1,3,0.600000000,False
AOI-0031,2025-09-08,пастбища/зерновые,0,2,5,0.600000000,False
AOI-0031,2025-09-15,пастбища/зерновые,0,1,4,0.600000000,False
AOI-0031,2025-09-17,пастбища/зерновые,1,2,5,0.600000000,False
AOI-0031,2025-10-02,пастбища/зерновые,0,2,2,0.600000000,False
AOI-0031,2025-10-22,пастбища/зерновые,0,2,5,0.600000000,False
AOI-0032,2010-06-04,пастбища/зерновые,1,1,2,0.500000000,False
AOI-0032,2010-06-10,пастбища/зерновые,2,2,3,0.500000000,False
AOI-0032,2010-06-20,пастбища/зерновые,1,2,3,0.500000000,False
AOI-0032,2010-07-12,пастбища/зерновые,2,2,3,0.500000000,False
