year,pid,date,doy,n_date,canon,p_s2,p_ls,p_md,date_s2,date_ls,date_md,true_src
2019,AOI-0064,2019-08-19 00:00:00,231,14,0,0.9661016949152543,0.016949152542372885,0.016949152542372885,14.0,0.0,0.0,s2
2019,AOI-0064,2019-08-31 00:00:00,243,20,0,0.9759036144578314,0.012048192771084338,0.012048192771084338,20.0,0.0,0.0,s2
2019,AOI-0064,2019-09-13 00:00:00,256,26,0,0.9813084112149533,0.009345794392523364,0.009345794392523364,26.0,0.0,0.0,s2
2019,AOI-0064,2019-10-13 00:00:00,286,24,0,0.9797979797979799,0.010101010101010104,0.010101010101010104,24.0,0.0,0.0,s2
2019,AOI-0065,2019-06-05 00:00:00,156,31,0,0.7007874015748031,0.29133858267716534,0.007874015748031496,22.0,9.0,0.0,s2
2019,AOI-0065,2019-06-26 00:00:00,177,32,1,0.007633587786259542,0.25190839694656486,0.7404580152671756,0.0,8.0,24.0,modis
2019,AOI-0065,2019-08-07 00:00:00,219,19,0,0.16455696202531644,0.8227848101265823,0.012658227848101266,3.0,16.0,0.0,landsat
2019,AOI-0065,2019-09-14 00:00:00,257,32,1,0.007633587786259542,0.19083969465648856,0.8015267175572519,0.0,6.0,26.0,modis
2019,AOI-0065,2019-09-30 00:00:00,273,29,1,0.2773109243697479,0.14285714285714285,0.5798319327731093,8.0,4.0,17.0,s2
2019,AOI-0069,2019-04-23 00:00:00,113,30,1,0.6260162601626016,0.23577235772357724,0.13821138211382114,19.0,7.0,4.0,s2
2019,AOI-0069,2019-05-25 00:00:00,145,30,1,0.2032520325203252,0.008130081300813009,0.7886178861788617,6.0,0.0,24.0,modis
2019,AOI-0069,2019-05-28 00:00:00,148,22,0,0.9780219780219781,0.010989010989010992,0.010989010989010992,22.0,0.0,0.0,s2
2019,AOI-0069,2019-06-10 00:00:00,161,33,1,0.7777777777777778,0.007407407407407408,0.21481481481481482,26.0,0.0,7.0,modis
2019,AOI-0069,2019-06-26 00:00:00,177,32,1,0.007633587786259542,0.25190839694656486,0.7404580152671756,0.0,8.0,24.0,modis
2019,AOI-0069,2019-07-06 00:00:00,187,17,0,0.014084507042253521,0.971830985915493,0.014084507042253521,0.0,17.0,0.0,landsat
2019,AOI-0069,2019-07-22 00:00:00,203,19,0,0.8734177215189874,0.1139240506329114,0.012658227848101267,17.0,2.0,0.0,s2
2019,AOI-0069,2019-08-07 00:00:00,219,19,0,0.16455696202531644,0.8227848101265823,0.012658227848101266,3.0,16.0,0.0,landsat
2019,AOI-0069,2019-09-01 00:00:00,244,12,0,0.17647058823529413,0.803921568627451,0.0196078431372549,2.0,10.0,0.0,landsat
2019,AOI-0069,2019-09-14 00:00:00,257,32,1,0.007633587786259542,0.19083969465648856,0.8015267175572519,0.0,6.0,26.0,modis
2019,AOI-0069,2019-09-24 00:00:00,267,2,0,0.09090909090909091,0.8181818181818182,0.09090909090909091,0.0,2.0,0.0,landsat
2019,AOI-0069,2019-09-25 00:00:00,268,20,0,0.9759036144578314,0.012048192771084338,0.012048192771084338,20.0,0.0,0.0,s2
2019,AOI-0070,2019-05-25 00:00:00,145,30,1,0.2032520325203252,0.008130081300813009,0.7886178861788617,6.0,0.0,24.0,modis
2019,AOI-0070,2019-06-10 00:00:00,161,33,1,0.7777777777777778,0.007407407407407408,0.21481481481481482,26.0,0.0,7.0,modis
2019,AOI-0070,2019-07-12 00:00:00,193,30,1,0.008130081300813009,0.17073170731707318,0.8211382113821138,0.0,5.0,25.0,modis
2019,AOI-0070,2019-08-24 00:00:00,236,29,0,0.8151260504201681,0.17647058823529413,0.008403361344537815,24.0,5.0,0.0,landsat
2019,AOI-0070,2019-08-31 00:00:00,243,20,0,0.9759036144578314,0.012048192771084338,0.012048192771084338,20.0,0.0,0.0,s2
2019,AOI-0070,2019-09-25 00:00:00,268,20,0,0.9759036144578314,0.012048192771084338,0.012048192771084338,20.0,0.0,0.0,s2
2019,AOI-0070,2019-10-02 00:00:00,275,19,0,0.21518987341772153,0.7721518987341772,0.012658227848101266,4.0,15.0,0.0,landsat
2019,AOI-0071,2019-04-18 00:00:00,108,11,0,0.9574468085106383,0.02127659574468085,0.02127659574468085,11.0,0.0,0.0,s2
2019,AOI-0071,2019-05-25 00:00:00,145,30,1,0.2032520325203252,0.008130081300813009,0.7886178861788617,6.0,0.0,24.0,modis
2019,AOI-0071,2019-06-26 00:00:00,177,32,1,0.007633587786259542,0.25190839694656486,0.7404580152671756,0.0,8.0,24.0,modis
2019,AOI-0071,2019-07-06 00:00:00,187,17,0,0.014084507042253521,0.971830985915493,0.014084507042253521,0.0,17.0,0.0,landsat
2019,AOI-0071,2019-07-07 00:00:00,188,21,0,0.9770114942528736,0.011494252873563218,0.011494252873563218,21.0,0.0,0.0,landsat
2019,AOI-0071,2019-07-12 00:00:00,193,30,1,0.008130081300813009,0.17073170731707318,0.8211382113821138,0.0,5.0,25.0,modis
2019,AOI-0071,2019-08-13 00:00:00,225,33,1,0.18518518518518517,0.24444444444444444,0.5703703703703704,6.0,8.0,19.0,modis
2019,AOI-0071,2019-08-26 00:00:00,238,24,0,0.9797979797979799,0.010101010101010104,0.010101010101010104,24.0,0.0,0.0,s2
2019,AOI-0071,2019-08-29 00:00:00,241,36,1,0.7142857142857143,0.006802721088435374,0.2789115646258503,26.0,0.0,10.0,modis
2019,AOI-0071,2019-09-15 00:00:00,258,26,0,0.6074766355140188,0.383177570093458,0.009345794392523366,16.0,10.0,0.0,s2
2019,AOI-0075,2019-04-07 00:00:00,97,33,1,0.007407407407407408,0.18518518518518517,0.8074074074074075,0.0,6.0,27.0,landsat
2019,AOI-0075,2019-07-12 00:00:00,193,30,1,0.008130081300813009,0.17073170731707318,0.8211382113821138,0.0,5.0,25.0,landsat
2019,AOI-0075,2019-07-18 00:00:00,199,2,0,0.8181818181818182,0.09090909090909091,0.09090909090909091,2.0,0.0,0.0,s2
2019,AOI-0075,2019-08-21 00:00:00,233,29,0,0.8487394957983193,0.14285714285714285,0.008403361344537815,25.0,4.0,0.0,landsat
2019,AOI-0075,2019-09-16 00:00:00,259,21,0,0.10344827586206896,0.8850574712643678,0.011494252873563218,2.0,19.0,0.0,s2
2019,AOI-0075,2019-09-21 00:00:00,264,0,0,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,s2
2019,AOI-0076,2019-05-11 00:00:00,131,19,0,0.6202531645569621,0.3670886075949368,0.012658227848101267,12.0,7.0,0.0,s2
2019,AOI-0076,2019-05-25 00:00:00,145,30,1,0.2032520325203252,0.008130081300813009,0.7886178861788617,6.0,0.0,24.0,modis
2019,AOI-0076,2019-08-21 00:00:00,233,29,0,0.8487394957983193,0.14285714285714285,0.008403361344537815,25.0,4.0,0.0,landsat
2019,AOI-0076,2019-09-01 00:00:00,244,12,0,0.17647058823529413,0.803921568627451,0.0196078431372549,2.0,10.0,0.0,s2
2019,AOI-0076,2019-09-21 00:00:00,264,0,0,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,s2
2019,AOI-0077,2019-05-09 00:00:00,129,35,1,0.006993006993006993,0.006993006993006993,0.986013986013986,0.0,0.0,35.0,modis
2019,AOI-0077,2019-07-12 00:00:00,193,30,1,0.008130081300813009,0.17073170731707318,0.8211382113821138,0.0,5.0,25.0,landsat
2019,AOI-0077,2019-08-22 00:00:00,234,16,0,0.13432835820895522,0.8507462686567164,0.014925373134328358,2.0,14.0,0.0,s2
2019,AOI-0077,2019-08-30 00:00:00,242,14,0,0.016949152542372885,0.9661016949152543,0.016949152542372885,0.0,14.0,0.0,landsat
2019,AOI-0077,2019-09-11 00:00:00,254,2,0,0.8181818181818182,0.09090909090909091,0.09090909090909091,2.0,0.0,0.0,s2
2020,AOI-0002,2020-06-25 00:00:00,177,32,1,0.007633587786259542,0.007633587786259542,0.9847328244274809,0.0,0.0,32.0,modis
2020,AOI-0002,2020-08-12 00:00:00,225,33,1,0.18518518518518517,0.007407407407407408,0.8074074074074075,6.0,0.0,27.0,modis
2020,AOI-0002,2020-08-18 00:00:00,231,32,0,0.6793893129770993,0.31297709923664124,0.007633587786259542,22.0,10.0,0.0,s2
2020,AOI-0003,2020-04-17 00:00:00,108,25,0,0.6699029126213593,0.32038834951456313,0.009708737864077669,17.0,8.0,0.0,s2
2020,AOI-0003,2020-07-14 00:00:00,196,20,0,0.927710843373494,0.060240963855421686,0.012048192771084338,19.0,1.0,0.0,s2
2020,AOI-0003,2020-08-03 00:00:00,216,30,0,0.8211382113821138,0.17073170731707318,0.008130081300813009,25.0,5.0,0.0,s2
2020,AOI-0003,2020-08-13 00:00:00,226,18,0,0.9733333333333334,0.013333333333333334,0.013333333333333334,18.0,0.0,0.0,s2
2020,AOI-0004,2020-04-22 00:00:00,113,30,1,0.5934959349593496,0.008130081300813009,0.3983739837398374,18.0,0.0,12.0,modis
2020,AOI-0004,2020-05-24 00:00:00,145,30,1,0.13821138211382114,0.008130081300813009,0.8536585365853658,4.0,0.0,26.0,modis
2020,AOI-0004,2020-06-29 00:00:00,181,22,0,0.9780219780219781,0.010989010989010992,0.010989010989010992,22.0,0.0,0.0,s2
2020,AOI-0004,2020-07-11 00:00:00,193,30,1,0.6910569105691057,0.008130081300813009,0.3008130081300813,21.0,0.0,9.0,modis
2020,AOI-0004,2020-09-13 00:00:00,257,32,1,0.007633587786259542,0.007633587786259542,0.9847328244274809,0.0,0.0,32.0,modis
2020,AOI-0004,2020-09-22 00:00:00,266,23,0,0.9789473684210527,0.010526315789473684,0.010526315789473684,23.0,0.0,0.0,s2
2020,AOI-0007,2020-04-17 00:00:00,108,25,0,0.6699029126213593,0.32038834951456313,0.009708737864077669,17.0,8.0,0.0,s2
2020,AOI-0007,2020-04-30 00:00:00,121,24,0,0.9797979797979799,0.010101010101010104,0.010101010101010104,24.0,0.0,0.0,s2
2020,AOI-0007,2020-06-25 00:00:00,177,32,1,0.007633587786259542,0.007633587786259542,0.9847328244274809,0.0,0.0,32.0,modis
2020,AOI-0007,2020-07-27 00:00:00,209,37,1,0.08609271523178808,0.006622516556291391,0.9072847682119205,3.0,0.0,34.0,modis
2020,AOI-0007,2020-08-12 00:00:00,225,33,1,0.18518518518518517,0.007407407407407408,0.8074074074074075,6.0,0.0,27.0,modis
2020,AOI-0007,2020-08-15 00:00:00,228,27,0,0.8018018018018018,0.1891891891891892,0.009009009009009009,22.0,5.0,0.0,s2
2020,AOI-0007,2020-09-10 00:00:00,254,22,0,0.09890109890109891,0.8901098901098902,0.010989010989010992,2.0,20.0,0.0,landsat
2020,AOI-0008,2020-07-14 00:00:00,196,20,0,0.927710843373494,0.060240963855421686,0.012048192771084338,19.0,1.0,0.0,s2
2020,AOI-0008,2020-07-16 00:00:00,198,19,0,0.9746835443037976,0.012658227848101267,0.012658227848101267,19.0,0.0,0.0,landsat
2020,AOI-0008,2020-08-12 00:00:00,225,33,1,0.18518518518518517,0.007407407407407408,0.8074074074074075,6.0,0.0,27.0,modis
2020,AOI-0008,2020-09-29 00:00:00,273,29,1,0.2773109243697479,0.008403361344537815,0.7142857142857143,8.0,0.0,21.0,modis
2020,AOI-0008,2020-10-15 00:00:00,289,33,1,0.0962962962962963,0.007407407407407408,0.8962962962962963,3.0,0.0,30.0,modis
2020,AOI-0011,2020-04-06 00:00:00,97,33,1,0.007407407407407408,0.007407407407407408,0.9851851851851852,0.0,0.0,33.0,modis
2020,AOI-0011,2020-04-22 00:00:00,113,30,1,0.5934959349593496,0.008130081300813009,0.3983739837398374,18.0,0.0,12.0,s2
2020,AOI-0011,2020-07-11 00:00:00,193,30,1,0.6910569105691057,0.008130081300813009,0.3008130081300813,21.0,0.0,9.0,s2
2020,AOI-0011,2020-08-05 00:00:00,218,23,0,0.9789473684210527,0.010526315789473684,0.010526315789473684,23.0,0.0,0.0,s2
2020,AOI-0011,2020-08-18 00:00:00,231,32,0,0.6793893129770993,0.31297709923664124,0.007633587786259542,22.0,10.0,0.0,s2
2020,AOI-0011,2020-09-29 00:00:00,273,29,1,0.2773109243697479,0.008403361344537815,0.7142857142857143,8.0,0.0,21.0,modis
2020,AOI-0015,2020-06-06 00:00:00,158,23,0,0.8947368421052632,0.09473684210526316,0.010526315789473684,21.0,2.0,0.0,s2
2020,AOI-0015,2020-07-04 00:00:00,186,22,0,0.9780219780219781,0.010989010989010992,0.010989010989010992,22.0,0.0,0.0,s2
2020,AOI-0015,2020-07-07 00:00:00,189,15,0,0.20634920634920634,0.7777777777777778,0.015873015873015872,3.0,12.0,0.0,landsat
2020,AOI-0015,2020-07-14 00:00:00,196,20,0,0.927710843373494,0.060240963855421686,0.012048192771084338,19.0,1.0,0.0,s2
2020,AOI-0015,2020-10-12 00:00:00,286,27,0,0.8378378378378378,0.15315315315315314,0.009009009009009009,23.0,4.0,0.0,s2
2020,AOI-0015,2020-10-15 00:00:00,289,33,1,0.0962962962962963,0.007407407407407408,0.8962962962962963,3.0,0.0,30.0,modis
2020,AOI-0015,2020-10-17 00:00:00,291,26,0,0.9813084112149533,0.009345794392523364,0.009345794392523364,26.0,0.0,0.0,s2
2020,AOI-0019,2020-05-24 00:00:00,145,30,1,0.13821138211382114,0.008130081300813009,0.8536585365853658,4.0,0.0,26.0,modis
2020,AOI-0019,2020-06-26 00:00:00,178,20,0,0.9759036144578314,0.012048192771084338,0.012048192771084338,20.0,0.0,0.0,s2
2020,AOI-0019,2020-06-29 00:00:00,181,22,0,0.9780219780219781,0.010989010989010992,0.010989010989010992,22.0,0.0,0.0,s2
2020,AOI-0019,2020-08-13 00:00:00,226,18,0,0.9733333333333334,0.013333333333333334,0.013333333333333334,18.0,0.0,0.0,s2
2020,AOI-0019,2020-08-30 00:00:00,243,20,0,0.9759036144578314,0.012048192771084338,0.012048192771084338,20.0,0.0,0.0,s2
2020,AOI-0019,2020-09-14 00:00:00,258,12,0,0.9607843137254902,0.0196078431372549,0.0196078431372549,12.0,0.0,0.0,s2
2020,AOI-0019,2020-09-22 00:00:00,266,23,0,0.9789473684210527,0.010526315789473684,0.010526315789473684,23.0,0.0,0.0,s2
2020,AOI-0019,2020-10-17 00:00:00,291,26,0,0.9813084112149533,0.009345794392523364,0.009345794392523364,26.0,0.0,0.0,s2
2020,AOI-0020,2020-04-17 00:00:00,108,25,0,0.6699029126213593,0.32038834951456313,0.009708737864077669,17.0,8.0,0.0,s2
2020,AOI-0020,2020-04-22 00:00:00,113,30,1,0.5934959349593496,0.008130081300813009,0.3983739837398374,18.0,0.0,12.0,s2
2020,AOI-0020,2020-07-11 00:00:00,193,30,1,0.6910569105691057,0.008130081300813009,0.3008130081300813,21.0,0.0,9.0,s2
2020,AOI-0020,2020-08-18 00:00:00,231,32,0,0.6793893129770993,0.31297709923664124,0.007633587786259542,22.0,10.0,0.0,s2
2020,AOI-0020,2020-10-12 00:00:00,286,27,0,0.8378378378378378,0.15315315315315314,0.009009009009009009,23.0,4.0,0.0,s2
2020,AOI-0021,2020-09-14 00:00:00,258,12,0,0.9607843137254902,0.0196078431372549,0.0196078431372549,12.0,0.0,0.0,s2
2020,AOI-0022,2020-05-24 00:00:00,145,30,1,0.13821138211382114,0.008130081300813009,0.8536585365853658,4.0,0.0,26.0,modis
2020,AOI-0022,2020-05-27 00:00:00,148,28,0,0.773913043478261,0.2173913043478261,0.008695652173913045,22.0,6.0,0.0,s2
2020,AOI-0022,2020-07-07 00:00:00,189,15,0,0.20634920634920634,0.7777777777777778,0.015873015873015872,3.0,12.0,0.0,landsat
2020,AOI-0022,2020-07-16 00:00:00,198,19,0,0.9746835443037976,0.012658227848101267,0.012658227848101267,19.0,0.0,0.0,s2
2020,AOI-0022,2020-08-30 00:00:00,243,20,0,0.9759036144578314,0.012048192771084338,0.012048192771084338,20.0,0.0,0.0,s2
2020,AOI-0022,2020-09-22 00:00:00,266,23,0,0.9789473684210527,0.010526315789473684,0.010526315789473684,23.0,0.0,0.0,s2
2020,AOI-0022,2020-09-29 00:00:00,273,29,1,0.2773109243697479,0.008403361344537815,0.7142857142857143,8.0,0.0,21.0,modis
2020,AOI-0023,2020-04-30 00:00:00,121,24,0,0.9797979797979799,0.010101010101010104,0.010101010101010104,24.0,0.0,0.0,s2
2020,AOI-0023,2020-06-26 00:00:00,178,20,0,0.9759036144578314,0.012048192771084338,0.012048192771084338,20.0,0.0,0.0,s2
2020,AOI-0023,2020-07-04 00:00:00,186,22,0,0.9780219780219781,0.010989010989010992,0.010989010989010992,22.0,0.0,0.0,s2
2020,AOI-0023,2020-07-14 00:00:00,196,20,0,0.927710843373494,0.060240963855421686,0.012048192771084338,19.0,1.0,0.0,s2
2020,AOI-0023,2020-08-13 00:00:00,226,18,0,0.9733333333333334,0.013333333333333334,0.013333333333333334,18.0,0.0,0.0,s2
2020,AOI-0023,2020-09-22 00:00:00,266,23,0,0.9789473684210527,0.010526315789473684,0.010526315789473684,23.0,0.0,0.0,s2
2020,AOI-0026,2020-04-06 00:00:00,97,33,1,0.007407407407407408,0.007407407407407408,0.9851851851851852,0.0,0.0,33.0,modis
2020,AOI-0026,2020-05-08 00:00:00,129,35,1,0.006993006993006993,0.006993006993006993,0.986013986013986,0.0,0.0,35.0,modis
2020,AOI-0026,2020-07-07 00:00:00,189,15,0,0.20634920634920634,0.7777777777777778,0.015873015873015872,3.0,12.0,0.0,landsat
2020,AOI-0026,2020-07-11 00:00:00,193,30,1,0.6910569105691057,0.008130081300813009,0.3008130081300813,21.0,0.0,9.0,modis
2020,AOI-0026,2020-08-18 00:00:00,231,32,0,0.6793893129770993,0.31297709923664124,0.007633587786259542,22.0,10.0,0.0,s2
2020,AOI-0026,2020-09-07 00:00:00,251,24,0,0.9797979797979799,0.010101010101010104,0.010101010101010104,24.0,0.0,0.0,s2
2020,AOI-0026,2020-09-22 00:00:00,266,23,0,0.9789473684210527,0.010526315789473684,0.010526315789473684,23.0,0.0,0.0,s2
2020,AOI-0026,2020-09-29 00:00:00,273,29,1,0.2773109243697479,0.008403361344537815,0.7142857142857143,8.0,0.0,21.0,modis
2020,AOI-0027,2020-07-04 00:00:00,186,22,0,0.9780219780219781,0.010989010989010992,0.010989010989010992,22.0,0.0,0.0,s2
2020,AOI-0027,2020-07-11 00:00:00,193,30,1,0.6910569105691057,0.008130081300813009,0.3008130081300813,21.0,0.0,9.0,modis
2020,AOI-0027,2020-08-18 00:00:00,231,32,0,0.6793893129770993,0.31297709923664124,0.007633587786259542,22.0,10.0,0.0,s2
2020,AOI-0027,2020-10-15 00:00:00,289,33,1,0.0962962962962963,0.007407407407407408,0.8962962962962963,3.0,0.0,30.0,modis
2020,AOI-0030,2020-06-09 00:00:00,161,33,1,0.7777777777777778,0.007407407407407408,0.21481481481481482,26.0,0.0,7.0,s2
2020,AOI-0033,2020-05-19 00:00:00,140,9,0,0.3333333333333333,0.6410256410256411,0.02564102564102564,3.0,6.0,0.0,s2
2020,AOI-0033,2020-06-09 00:00:00,161,33,1,0.7777777777777778,0.007407407407407408,0.21481481481481482,26.0,0.0,7.0,modis
2020,AOI-0033,2020-06-21 00:00:00,173,4,0,0.2631578947368421,0.6842105263157895,0.05263157894736842,1.0,3.0,0.0,s2
2020,AOI-0033,2020-09-14 00:00:00,258,12,0,0.9607843137254902,0.0196078431372549,0.0196078431372549,12.0,0.0,0.0,s2
2020,AOI-0035,2020-05-15 00:00:00,136,18,0,0.8133333333333334,0.17333333333333334,0.013333333333333334,15.0,3.0,0.0,landsat
2020,AOI-0035,2020-05-19 00:00:00,140,9,0,0.3333333333333333,0.6410256410256411,0.02564102564102564,3.0,6.0,0.0,s2
2020,AOI-0035,2020-06-06 00:00:00,158,23,0,0.8947368421052632,0.09473684210526316,0.010526315789473684,21.0,2.0,0.0,s2
2020,AOI-0035,2020-06-09 00:00:00,161,33,1,0.7777777777777778,0.007407407407407408,0.21481481481481482,26.0,0.0,7.0,modis
2020,AOI-0035,2020-08-30 00:00:00,243,20,0,0.9759036144578314,0.012048192771084338,0.012048192771084338,20.0,0.0,0.0,s2
2020,AOI-0035,2020-09-27 00:00:00,271,35,0,0.7902097902097902,0.20279720279720279,0.006993006993006993,28.0,7.0,0.0,landsat
2020,AOI-0037,2020-04-06 00:00:00,97,33,1,0.007407407407407408,0.007407407407407408,0.9851851851851852,0.0,0.0,33.0,modis
2020,AOI-0037,2020-08-15 00:00:00,228,27,0,0.8018018018018018,0.1891891891891892,0.009009009009009009,22.0,5.0,0.0,s2
2020,AOI-0037,2020-09-11 00:00:00,255,9,0,0.4358974358974359,0.5384615384615384,0.02564102564102564,4.0,5.0,0.0,s2
2020,AOI-0037,2020-09-12 00:00:00,256,30,0,0.8536585365853658,0.13821138211382114,0.008130081300813009,26.0,4.0,0.0,landsat
2020,AOI-0037,2020-09-29 00:00:00,273,29,1,0.2773109243697479,0.008403361344537815,0.7142857142857143,8.0,0.0,21.0,modis
2020,AOI-0038,2020-04-06 00:00:00,97,33,1,0.007407407407407408,0.007407407407407408,0.9851851851851852,0.0,0.0,33.0,modis
2020,AOI-0038,2020-04-24 00:00:00,115,5,0,0.9130434782608696,0.04347826086956522,0.04347826086956522,5.0,0.0,0.0,s2
2020,AOI-0038,2020-06-13 00:00:00,165,3,0,0.3333333333333333,0.6,0.06666666666666667,1.0,2.0,0.0,s2
2020,AOI-0038,2020-09-01 00:00:00,245,25,0,0.20388349514563106,0.7864077669902912,0.009708737864077669,5.0,20.0,0.0,s2
2020,AOI-0038,2020-10-15 00:00:00,289,33,1,0.0962962962962963,0.007407407407407408,0.8962962962962963,3.0,0.0,30.0,modis
2020,AOI-0040,2020-04-02 00:00:00,93,32,0,0.648854961832061,0.3435114503816794,0.007633587786259542,21.0,11.0,0.0,s2
2020,AOI-0040,2020-06-06 00:00:00,158,23,0,0.8947368421052632,0.09473684210526316,0.010526315789473684,21.0,2.0,0.0,s2
2020,AOI-0040,2020-09-11 00:00:00,255,9,0,0.4358974358974359,0.5384615384615384,0.02564102564102564,4.0,5.0,0.0,s2
2020,AOI-0040,2020-09-12 00:00:00,256,30,0,0.8536585365853658,0.13821138211382114,0.008130081300813009,26.0,4.0,0.0,landsat
2020,AOI-0040,2020-09-27 00:00:00,271,35,0,0.7902097902097902,0.20279720279720279,0.006993006993006993,28.0,7.0,0.0,landsat
2020,AOI-0040,2020-09-29 00:00:00,273,29,1,0.2773109243697479,0.008403361344537815,0.7142857142857143,8.0,0.0,21.0,modis
2020,AOI-0040,2020-10-01 00:00:00,275,3,0,0.8666666666666667,0.06666666666666667,0.06666666666666667,3.0,0.0,0.0,s2
2020,AOI-0041,2020-04-22 00:00:00,113,30,1,0.5934959349593496,0.008130081300813009,0.3983739837398374,18.0,0.0,12.0,s2
2020,AOI-0041,2020-05-19 00:00:00,140,9,0,0.3333333333333333,0.6410256410256411,0.02564102564102564,3.0,6.0,0.0,s2
2020,AOI-0041,2020-06-26 00:00:00,178,20,0,0.9759036144578314,0.012048192771084338,0.012048192771084338,20.0,0.0,0.0,s2
2020,AOI-0041,2020-08-18 00:00:00,231,32,0,0.6793893129770993,0.31297709923664124,0.007633587786259542,22.0,10.0,0.0,landsat
2020,AOI-0041,2020-09-29 00:00:00,273,29,1,0.2773109243697479,0.008403361344537815,0.7142857142857143,8.0,0.0,21.0,s2
2020,AOI-0043,2020-05-30 00:00:00,151,33,0,0.7185185185185186,0.2740740740740741,0.007407407407407408,24.0,9.0,0.0,s2
2020,AOI-0043,2020-06-14 00:00:00,166,21,0,0.6551724137931035,0.33333333333333337,0.01149425287356322,14.0,7.0,0.0,s2
2020,AOI-0043,2020-06-16 00:00:00,168,20,0,0.927710843373494,0.060240963855421686,0.012048192771084338,19.0,1.0,0.0,s2
2020,AOI-0043,2020-06-24 00:00:00,176,21,0,0.7011494252873564,0.28735632183908044,0.011494252873563218,15.0,6.0,0.0,s2
2020,AOI-0043,2020-07-06 00:00:00,188,28,0,0.7391304347826088,0.2521739130434783,0.008695652173913045,21.0,7.0,0.0,s2
2020,AOI-0043,2020-10-12 00:00:00,286,27,0,0.8378378378378378,0.15315315315315314,0.009009009009009009,23.0,4.0,0.0,s2
2020,AOI-0043,2020-10-14 00:00:00,288,8,0,0.8285714285714286,0.14285714285714285,0.02857142857142857,7.0,1.0,0.0,s2
2020,AOI-0045,2020-06-14 00:00:00,166,21,0,0.6551724137931035,0.33333333333333337,0.01149425287356322,14.0,7.0,0.0,landsat
2020,AOI-0045,2020-06-26 00:00:00,178,20,0,0.9759036144578314,0.012048192771084338,0.012048192771084338,20.0,0.0,0.0,s2
2020,AOI-0045,2020-08-12 00:00:00,225,33,1,0.18518518518518517,0.007407407407407408,0.8074074074074075,6.0,0.0,27.0,modis
2020,AOI-0045,2020-08-15 00:00:00,228,27,0,0.8018018018018018,0.1891891891891892,0.009009009009009009,22.0,5.0,0.0,s2
2020,AOI-0045,2020-09-29 00:00:00,273,29,1,0.2773109243697479,0.008403361344537815,0.7142857142857143,8.0,0.0,21.0,s2
2020,AOI-0048,2020-04-06 00:00:00,97,33,1,0.007407407407407408,0.007407407407407408,0.9851851851851852,0.0,0.0,33.0,modis
2020,AOI-0048,2020-05-08 00:00:00,129,35,1,0.006993006993006993,0.006993006993006993,0.986013986013986,0.0,0.0,35.0,modis
2020,AOI-0050,2020-05-24 00:00:00,145,30,1,0.13821138211382114,0.008130081300813009,0.8536585365853658,4.0,0.0,26.0,modis
2020,AOI-0050,2020-08-08 00:00:00,221,25,0,0.9805825242718447,0.009708737864077669,0.009708737864077669,25.0,0.0,0.0,s2
2020,AOI-0050,2020-08-12 00:00:00,225,33,1,0.18518518518518517,0.007407407407407408,0.8074074074074075,6.0,0.0,27.0,modis
2020,AOI-0050,2020-08-16 00:00:00,229,18,0,0.12,0.8666666666666667,0.013333333333333334,2.0,16.0,0.0,landsat
2020,AOI-0050,2020-09-29 00:00:00,273,29,1,0.2773109243697479,0.008403361344537815,0.7142857142857143,8.0,0.0,21.0,modis
2020,AOI-0050,2020-10-27 00:00:00,301,23,0,0.9789473684210527,0.010526315789473684,0.010526315789473684,23.0,0.0,0.0,s2
2020,AOI-0052,2020-04-18 00:00:00,109,10,0,0.11627906976744186,0.8604651162790697,0.023255813953488372,1.0,9.0,0.0,landsat
2020,AOI-0052,2020-07-04 00:00:00,186,22,0,0.9780219780219781,0.010989010989010992,0.010989010989010992,22.0,0.0,0.0,s2
2020,AOI-0052,2020-09-13 00:00:00,257,32,1,0.007633587786259542,0.007633587786259542,0.9847328244274809,0.0,0.0,32.0,modis
2020,AOI-0053,2020-04-10 00:00:00,101,24,0,0.9393939393939394,0.050505050505050504,0.010101010101010102,23.0,1.0,0.0,s2
2020,AOI-0053,2020-04-18 00:00:00,109,10,0,0.11627906976744186,0.8604651162790697,0.023255813953488372,1.0,9.0,0.0,landsat
2020,AOI-0053,2020-04-22 00:00:00,113,30,1,0.5934959349593496,0.008130081300813009,0.3983739837398374,18.0,0.0,12.0,modis
2020,AOI-0053,2020-06-25 00:00:00,177,32,1,0.007633587786259542,0.007633587786259542,0.9847328244274809,0.0,0.0,32.0,modis
2020,AOI-0053,2020-07-27 00:00:00,209,37,1,0.08609271523178808,0.006622516556291391,0.9072847682119205,3.0,0.0,34.0,modis
2020,AOI-0053,2020-08-08 00:00:00,221,25,0,0.9805825242718447,0.009708737864077669,0.009708737864077669,25.0,0.0,0.0,s2
2020,AOI-0053,2020-08-28 00:00:00,241,36,1,0.034013605442176874,0.006802721088435374,0.9591836734693877,1.0,0.0,35.0,modis
2020,AOI-0053,2020-08-31 00:00:00,244,6,0,0.3333333333333333,0.6296296296296297,0.037037037037037035,2.0,4.0,0.0,landsat
2020,AOI-0053,2020-09-13 00:00:00,257,32,1,0.007633587786259542,0.007633587786259542,0.9847328244274809,0.0,0.0,32.0,modis
