anon_polygon_id,date,truth,true_src,year,cohort,near_dist,baseline,expert_post_mode,blend_post_mode_0.40,expert_crop_hier_n1_p67,blend_crop_hier_n1_p67_0.40,expert_soft_all_r1_l0_p4,blend_soft_all_r1_l0_p4_0.40,expert_soft_crop_r1_l0_p4,blend_soft_crop_r1_l0_p4_0.40,expert_soft_all_r2_l0_p4,blend_soft_all_r2_l0_p4_0.40,expert_soft_all_r32_l0_p4,blend_soft_all_r32_l0_p4_0.40
AOI-0013,2012-09-29,0.325421205,modis,2012,new,1.000000000,0.348988632,0.367283888,0.356306734,0.367283888,0.356306734,0.367283888,0.356306734,0.367283888,0.356306734,0.367283888,0.356306734,0.362027476,0.354204170
AOI-0013,2013-06-19,0.592859943,landsat,2013,new,3.000000000,0.425189012,0.430363852,0.427258948,0.430363852,0.427258948,0.430363850,0.427258947,0.430363850,0.427258947,0.430363850,0.427258947,0.430363852,0.427258948
AOI-0013,2013-07-13,0.484261935,landsat,2013,new,3.000000000,0.470500587,0.489747803,0.478199474,0.489747803,0.478199474,0.489747802,0.478199473,0.489747802,0.478199473,0.489747802,0.478199473,0.489747803,0.478199474
AOI-0013,2013-07-21,0.555600012,landsat,2013,new,4.000000000,0.465386456,0.503123578,0.480481304,0.503123578,0.480481304,0.503123576,0.480481304,0.503123576,0.480481304,0.503123576,0.480481304,0.503123578,0.480481304
AOI-0013,2013-07-29,0.426151776,landsat,2013,new,1.000000000,0.451501089,0.454251691,0.452601329,0.454251691,0.452601329,0.454251691,0.452601329,0.454251691,0.452601329,0.454251691,0.452601329,0.454251691,0.452601329
AOI-0013,2013-10-24,0.564704335,landsat,2013,new,4.000000000,0.568810614,0.592603733,0.578327862,0.592603733,0.578327862,0.592603733,0.578327862,0.592603733,0.578327862,0.592603733,0.578327862,0.592603733,0.578327862
AOI-0013,2014-04-07,0.556585301,modis,2014,new,1.000000000,0.598163273,0.606120278,0.601346075,0.606120278,0.601346075,0.606120278,0.601346075,0.606120278,0.601346075,0.606120278,0.601346075,0.606120278,0.601346075
AOI-0013,2014-04-27,0.503627669,landsat,2014,new,1.000000000,0.612180048,0.639702389,0.623188984,0.639702389,0.623188984,0.639702389,0.623188984,0.639702389,0.623188984,0.639702389,0.623188984,0.639702389,0.623188984
AOI-0013,2014-06-05,0.361619066,landsat,2014,new,1.000000000,0.420224352,0.417453037,0.419115826,0.417453037,0.419115826,0.417453037,0.419115826,0.417453037,0.419115826,0.417453037,0.419115826,0.417453037,0.419115826
AOI-0013,2014-08-29,0.322695904,modis,2014,new,1.000000000,0.412821711,0.383475561,0.401083251,0.383475561,0.401083251,0.383475561,0.401083251,0.383475561,0.401083251,0.383475561,0.401083251,0.383475561,0.401083251
AOI-0013,2014-09-02,0.384245163,landsat,2014,new,1.000000000,0.361426515,0.352417956,0.357823091,0.352417956,0.357823091,0.352417956,0.357823091,0.352417956,0.357823091,0.352417956,0.357823091,0.352417956,0.357823091
AOI-0013,2014-10-04,0.398326148,landsat,2014,new,1.000000000,0.361093475,0.368349744,0.363995983,0.368349744,0.363995983,0.368349744,0.363995983,0.368349744,0.363995983,0.368349744,0.363995983,0.368349744,0.363995983
AOI-0013,2015-04-30,0.363056446,landsat,2015,new,1.000000000,0.437187754,0.424531222,0.432125141,0.424531222,0.432125141,0.424531222,0.432125141,0.424531222,0.432125141,0.424531222,0.432125141,0.424531222,0.432125141
AOI-0013,2015-05-15,0.474829598,landsat,2015,new,1.000000000,0.473740273,0.457713884,0.467329717,0.457713884,0.467329717,0.457713884,0.467329717,0.457713884,0.467329717,0.457713884,0.467329717,0.457713884,0.467329717
AOI-0013,2015-06-10,0.524288916,modis,2015,new,1.000000000,0.526567382,0.622019343,0.564748167,0.622019343,0.564748167,0.622019343,0.564748167,0.622019343,0.564748167,0.622019343,0.564748167,0.618104086,0.563182064
AOI-0013,2015-07-27,0.481887609,landsat,2015,new,3.000000000,0.456378956,0.477335675,0.464761644,0.477335675,0.464761644,0.477335674,0.464761643,0.477335674,0.464761643,0.477335674,0.464761643,0.477335675,0.464761644
AOI-0013,2015-08-12,0.361454685,landsat,2015,new,3.000000000,0.390724481,0.397812978,0.393559879,0.397812978,0.393559879,0.397812977,0.393559879,0.397812977,0.393559879,0.397812977,0.393559879,0.397812978,0.393559879
AOI-0013,2016-04-22,0.404540482,modis,2016,new,3.000000000,0.507518493,0.514001428,0.510111667,0.514001428,0.510111667,0.514001384,0.510111649,0.514001384,0.510111649,0.514001384,0.510111649,0.514001428,0.510111667
AOI-0013,2016-06-09,0.540159277,modis,2016,new,1.000000000,0.573784236,0.581845712,0.577008826,0.581845712,0.577008826,0.581845712,0.577008826,0.581845712,0.577008826,0.581845712,0.577008826,0.581845712,0.577008826
AOI-0013,2016-06-27,0.467022479,landsat,2016,new,1.000000000,0.521972729,0.490981156,0.509576100,0.490981156,0.509576100,0.490981156,0.509576100,0.490981156,0.509576100,0.490981156,0.509576100,0.490981156,0.509576100
AOI-0013,2016-07-05,0.526814916,landsat,2016,new,1.000000000,0.523206826,0.539894943,0.529882073,0.539894943,0.529882073,0.539894943,0.529882073,0.539894943,0.529882073,0.539894943,0.529882073,0.539894943,0.529882073
AOI-0013,2016-07-11,0.626136627,modis,2016,new,1.000000000,0.532425226,0.537871633,0.534603789,0.537871633,0.534603789,0.537871633,0.534603789,0.537871633,0.534603789,0.537871633,0.534603789,0.537871633,0.534603789
AOI-0013,2016-08-13,0.630947083,landsat,2016,new,4.000000000,0.709458177,0.693846017,0.703213313,0.693846017,0.703213313,0.693846016,0.703213313,0.693846016,0.703213313,0.693846016,0.703213313,0.693846017,0.703213313
AOI-0013,2017-04-02,0.223815245,landsat,2017,new,4.000000000,0.275166476,0.274778881,0.275011438,0.274778881,0.275011438,0.274778883,0.275011439,0.274778883,0.275011439,0.274778883,0.275011439,0.274778881,0.275011438
AOI-0013,2017-04-23,0.574751325,modis,2017,new,1.000000000,0.515167966,0.523355257,0.518442882,0.523355257,0.518442882,0.523355257,0.518442882,0.523355257,0.518442882,0.523355257,0.518442882,0.523355257,0.518442882
AOI-0013,2017-05-09,0.688441205,modis,2017,new,1.000000000,0.602255221,0.638956016,0.616935539,0.638956016,0.616935539,0.638956016,0.616935539,0.638956016,0.616935539,0.638956016,0.616935539,0.638956016,0.616935539
AOI-0013,2017-07-02,0.766926778,s2,2017,new,1.000000000,0.600678907,0.644905836,0.618369678,0.644905836,0.618369678,0.644905836,0.618369678,0.644905836,0.618369678,0.644905836,0.618369678,0.644905836,0.618369678
AOI-0013,2017-07-12,0.490195904,modis,2017,new,1.000000000,0.587546909,0.569062752,0.580153246,0.569062752,0.580153246,0.569062752,0.580153246,0.569062752,0.580153246,0.569062752,0.580153246,0.569062752,0.580153246
AOI-0013,2017-07-31,0.572032469,landsat,2017,new,15.000000000,0.541029314,0.514264813,0.530323514,0.514264813,0.530323514,0.514264811,0.530323513,0.514264811,0.530323513,0.514264811,0.530323513,0.514264813,0.530323514
AOI-0013,2017-08-25,0.472722831,landsat,2017,new,1.000000000,0.441339692,0.430314396,0.436929574,0.430314396,0.436929574,0.430314396,0.436929574,0.430314396,0.436929574,0.430314396,0.436929574,0.430314396,0.436929574
AOI-0013,2017-09-08,0.510771772,s2,2017,new,1.000000000,0.467763038,0.454880741,0.462610120,0.454880741,0.462610120,0.454880741,0.462610120,0.454880741,0.462610120,0.454880741,0.462610120,0.454880741,0.462610120
AOI-0013,2018-05-31,0.350484211,s2,2018,new,1.000000000,0.348216160,0.343839897,0.346465655,0.343839897,0.346465655,0.343839897,0.346465655,0.343839897,0.346465655,0.343839897,0.346465655,0.343839897,0.346465655
AOI-0013,2018-06-26,0.494449398,modis,2018,new,1.000000000,0.442902915,0.448983904,0.445335311,0.448983904,0.445335311,0.448983904,0.445335311,0.448983904,0.445335311,0.448983904,0.445335311,0.444686945,0.443616527
AOI-0013,2018-07-18,0.378065893,landsat,2018,new,inf,0.384865791,0.387519163,0.385927140,0.387519163,0.385927140,0.387519166,0.385927141,0.387519166,0.385927141,0.387519166,0.385927141,0.387519166,0.385927141
AOI-0013,2018-07-26,0.336486840,landsat,2018,new,1.000000000,0.395165937,0.413641862,0.402556307,0.413641862,0.402556307,0.413641862,0.402556307,0.413641862,0.402556307,0.413641862,0.402556307,0.413641862,0.402556307
AOI-0013,2018-08-19,0.433286740,landsat,2018,new,1.000000000,0.416588028,0.408763665,0.413458283,0.408763665,0.413458283,0.408763665,0.413458283,0.408763665,0.413458283,0.408763665,0.413458283,0.408763665,0.413458283
AOI-0013,2018-09-13,0.463448823,s2,2018,new,1.000000000,0.406124352,0.417903487,0.410836006,0.417903487,0.410836006,0.417903487,0.410836006,0.417903487,0.410836006,0.417903487,0.410836006,0.417864298,0.410820331
AOI-0013,2018-09-20,0.475531130,landsat,2018,new,1.000000000,0.432382234,0.448817338,0.438956276,0.448817338,0.438956276,0.448817338,0.438956276,0.448817338,0.438956276,0.448817338,0.438956276,0.448817338,0.438956276
AOI-0013,2019-05-28,0.449272693,s2,2019,new,3.000000000,0.454892783,0.443332676,0.450268741,0.443332676,0.450268741,0.443332677,0.450268741,0.443332677,0.450268741,0.443332677,0.450268741,0.443332676,0.450268741
AOI-0013,2019-07-05,0.432821714,s2,2019,new,1.000000000,0.438017192,0.435760218,0.437114402,0.435760218,0.437114402,0.435760218,0.437114402,0.435760218,0.437114402,0.435760218,0.437114402,0.435760218,0.437114402
AOI-0013,2019-07-07,0.418786428,s2,2019,new,1.000000000,0.405410636,0.431448785,0.415825896,0.431448785,0.415825896,0.431448785,0.415825896,0.431448785,0.415825896,0.431448785,0.415825896,0.431448785,0.415825896
AOI-0013,2019-08-06,0.596823031,s2,2019,new,1.000000000,0.616322417,0.620375093,0.617943488,0.620375093,0.617943488,0.620375093,0.617943488,0.620375093,0.617943488,0.620375093,0.617943488,0.619288841,0.617508987
AOI-0013,2019-08-07,0.620766669,landsat,2019,new,3.000000000,0.596005198,0.570834041,0.585936735,0.570834041,0.585936735,0.570859960,0.585947103,0.570859960,0.585947103,0.570859960,0.585947103,0.570834041,0.585936735
AOI-0013,2019-08-09,0.610585465,s2,2019,new,1.000000000,0.594850554,0.612430345,0.601882471,0.612430345,0.601882471,0.612430345,0.601882471,0.612430345,0.601882471,0.612430345,0.601882471,0.609558230,0.600733624
AOI-0013,2019-08-11,0.611860817,s2,2019,new,3.000000000,0.580078450,0.625044883,0.598065023,0.625044883,0.598065023,0.625044882,0.598065023,0.625044882,0.598065023,0.625044882,0.598065023,0.625044883,0.598065023
AOI-0013,2019-08-26,0.502432604,s2,2019,new,4.000000000,0.474693529,0.534127365,0.498467063,0.534127365,0.498467063,0.534127364,0.498467063,0.534127364,0.498467063,0.534127364,0.498467063,0.534127365,0.498467063
AOI-0013,2019-09-03,0.532913970,s2,2019,new,1.000000000,0.481536973,0.480651406,0.481182746,0.480651406,0.481182746,0.480651406,0.481182746,0.480651406,0.481182746,0.480651406,0.481182746,0.480651406,0.481182746
AOI-0013,2019-10-16,0.381442892,modis,2019,new,1.000000000,0.498119948,0.518598088,0.506311204,0.518598088,0.506311204,0.518598088,0.506311204,0.518598088,0.506311204,0.518598088,0.506311204,0.518598088,0.506311204
AOI-0013,2020-04-10,0.299791090,s2,2020,new,1.000000000,0.316909600,0.318365456,0.317491943,0.318365456,0.317491943,0.318365456,0.317491943,0.318365456,0.317491943,0.318365456,0.317491943,0.318365456,0.317491943
AOI-0013,2020-04-25,0.360667934,s2,2020,new,3.000000000,0.326191269,0.311615168,0.320360829,0.311615168,0.320360829,0.311615169,0.320360829,0.311615169,0.320360829,0.311615169,0.320360829,0.311615168,0.320360829
AOI-0013,2020-04-26,0.365718858,landsat,2020,new,1.000000000,0.366289109,0.363595264,0.365211571,0.363595264,0.365211571,0.363595264,0.365211571,0.363595264,0.365211571,0.363595264,0.365211571,0.363595264,0.365211571
AOI-0013,2020-05-08,0.501317108,modis,2020,new,1.000000000,0.521372426,0.511032698,0.517236535,0.511032698,0.517236535,0.511032698,0.517236535,0.511032698,0.517236535,0.511032698,0.517236535,0.511032698,0.517236535
AOI-0013,2020-05-27,0.367542871,s2,2020,new,1.000000000,0.359359762,0.348490797,0.355012176,0.348490797,0.355012176,0.348490797,0.355012176,0.348490797,0.355012176,0.348490797,0.355012176,0.348490797,0.355012176
AOI-0013,2020-06-09,0.524905187,s2,2020,new,1.000000000,0.521094855,0.395656090,0.470919349,0.395656090,0.470919349,0.395656090,0.470919349,0.395656090,0.470919349,0.395656090,0.470919349,0.493650413,0.510117079
AOI-0013,2020-06-25,0.520570843,modis,2020,new,3.000000000,0.545876597,0.544408954,0.545289540,0.544408954,0.545289540,0.544408954,0.545289540,0.544408954,0.545289540,0.544408954,0.545289540,0.544408954,0.545289540
AOI-0013,2020-07-07,0.512595007,landsat,2020,new,1.000000000,0.528998939,0.537270418,0.532307531,0.537270418,0.532307531,0.537270418,0.532307531,0.537270418,0.532307531,0.537270418,0.532307531,0.537270418,0.532307531
AOI-0013,2020-07-23,0.489590981,landsat,2020,new,1.000000000,0.512302293,0.512952740,0.512562472,0.512952740,0.512562472,0.512952740,0.512562472,0.512952740,0.512562472,0.512952740,0.512562472,0.506023681,0.509790849
AOI-0013,2020-08-09,0.419512197,landsat,2020,new,1.000000000,0.438380267,0.438909398,0.438591919,0.438909398,0.438591919,0.438909398,0.438591919,0.438909398,0.438591919,0.438909398,0.438591919,0.438909398,0.438591919
AOI-0013,2020-09-07,0.350348800,s2,2020,new,1.000000000,0.422042766,0.409848708,0.417165143,0.409848708,0.417165143,0.409848708,0.417165143,0.409848708,0.417165143,0.409848708,0.417165143,0.409848708,0.417165143
AOI-0013,2020-09-24,0.357907536,s2,2020,new,3.000000000,0.361514062,0.402118164,0.377755703,0.402118164,0.377755703,0.402092310,0.377745361,0.402092310,0.377745361,0.402092310,0.377745361,0.402118164,0.377755703
AOI-0013,2021-04-30,0.270561267,s2,2021,new,3.000000000,0.398615687,0.361820662,0.383897677,0.361820662,0.383897677,0.361820663,0.383897678,0.361820663,0.383897678,0.361820663,0.383897678,0.361820662,0.383897677
AOI-0013,2021-05-15,0.419919656,s2,2021,new,1.000000000,0.496346717,0.512295153,0.502726092,0.527930027,0.508980041,0.527930027,0.508980041,0.527930027,0.508980041,0.527930027,0.508980041,0.513214852,0.503093971
AOI-0013,2021-06-14,0.511572782,s2,2021,new,1.000000000,0.528963428,0.546957987,0.536161252,0.546957987,0.536161252,0.546957987,0.536161252,0.546957987,0.536161252,0.546957987,0.536161252,0.546957987,0.536161252
AOI-0013,2021-06-19,0.525329284,s2,2021,new,3.000000000,0.514480527,0.544288238,0.526403611,0.544288238,0.526403611,0.544203293,0.526369633,0.544203293,0.526369633,0.544203293,0.526369633,0.541974374,0.525478066
AOI-0013,2021-08-23,0.507585131,s2,2021,new,1.000000000,0.471672147,0.471474637,0.471593143,0.471474637,0.471593143,0.471474637,0.471593143,0.471474637,0.471593143,0.471474637,0.471593143,0.471474637,0.471593143
AOI-0013,2021-08-25,0.514708360,s2,2021,new,3.000000000,0.469414018,0.450346828,0.461787142,0.450346828,0.461787142,0.450346828,0.461787142,0.450346828,0.461787142,0.450346828,0.461787142,0.450346828,0.461787142
AOI-0013,2021-09-14,0.478201490,s2,2021,new,3.000000000,0.458802548,0.486190121,0.469757577,0.486190121,0.469757577,0.481473069,0.467870756,0.481473069,0.467870756,0.481473069,0.467870756,0.486044295,0.469699247
AOI-0013,2021-09-27,0.575826764,s2,2021,new,1.000000000,0.400050429,0.425628996,0.410281856,0.425628996,0.410281856,0.425628996,0.410281856,0.425628996,0.410281856,0.425628996,0.410281856,0.425628996,0.410281856
AOI-0013,2021-10-06,0.439502876,landsat,2021,new,12.000000000,0.387499665,0.386770148,0.387207858,0.386770148,0.387207858,0.386770343,0.387207936,0.386770343,0.387207936,0.386770343,0.387207936,0.386772130,0.387208651
AOI-0013,2021-10-30,0.484171277,landsat,2021,new,4.000000000,0.492428592,0.503192698,0.496734234,0.503192698,0.496734234,0.503139202,0.496712836,0.503139202,0.496712836,0.503139202,0.496712836,0.503192698,0.496734234
AOI-0013,2022-04-07,0.638159003,s2,2022,new,1.000000000,0.533485376,0.567726891,0.547181982,0.567726891,0.547181982,0.567726891,0.547181982,0.567726891,0.547181982,0.567726891,0.547181982,0.567686282,0.547165738
AOI-0013,2022-04-23,0.619320723,modis,2022,new,1.000000000,0.582740352,0.608038003,0.592859412,0.608038003,0.592859412,0.608038003,0.592859412,0.608038003,0.592859412,0.608038003,0.592859412,0.608038003,0.592859412
AOI-0013,2022-05-26,0.519554228,landsat,2022,new,15.000000000,0.513878803,0.519942639,0.516304337,0.519942639,0.516304337,0.519942639,0.516304337,0.519942639,0.516304337,0.519942639,0.516304337,0.519942639,0.516304337
AOI-0013,2022-07-28,0.563943855,modis,2022,new,1.000000000,0.526525323,0.509808687,0.519838669,0.509808687,0.519838669,0.509808687,0.519838669,0.509808687,0.519838669,0.509808687,0.519838669,0.510326462,0.520045778
AOI-0013,2022-08-10,0.518411222,s2,2022,new,1.000000000,0.546725590,0.558982713,0.551628439,0.558982713,0.551628439,0.558982713,0.551628439,0.558982713,0.551628439,0.558982713,0.551628439,0.558982713,0.551628439
AOI-0013,2022-08-15,0.542063790,s2,2022,new,1.000000000,0.542441540,0.533647227,0.538923815,0.533647227,0.538923815,0.533647227,0.538923815,0.533647227,0.538923815,0.533647227,0.538923815,0.533647227,0.538923815
AOI-0013,2022-08-25,0.552815922,s2,2022,new,1.000000000,0.520672441,0.518294172,0.519721133,0.518294172,0.519721133,0.518294172,0.519721133,0.518294172,0.519721133,0.518294172,0.519721133,0.518306998,0.519726264
AOI-0013,2022-08-31,0.472258267,landsat,2022,new,1.000000000,0.426806500,0.426394035,0.426641514,0.426394035,0.426641514,0.426394035,0.426641514,0.426394035,0.426641514,0.426394035,0.426641514,0.426394035,0.426641514
AOI-0013,2022-09-16,0.527129755,landsat,2022,new,inf,0.409835371,0.419111559,0.413545846,0.419111559,0.413545846,0.419111415,0.413545789,0.419111415,0.413545789,0.419111415,0.413545789,0.419111415,0.413545789
AOI-0013,2022-10-18,0.449246143,landsat,2022,new,1.000000000,0.430107397,0.432711996,0.431149237,0.432711996,0.431149237,0.432711996,0.431149237,0.432711996,0.431149237,0.432711996,0.431149237,0.432711996,0.431149237
AOI-0013,2023-05-09,0.764990120,modis,2023,new,1.000000000,0.583031356,0.590165338,0.585884949,0.590165338,0.585884949,0.590165338,0.585884949,0.590165338,0.585884949,0.590165338,0.585884949,0.590165338,0.585884949
AOI-0013,2023-05-20,0.416145426,s2,2023,new,3.000000000,0.439336666,0.414001763,0.429202705,0.414001763,0.429202705,0.414427028,0.429372811,0.414427028,0.429372811,0.414427028,0.429372811,0.414001763,0.429202705
AOI-0013,2023-06-10,0.608100482,modis,2023,new,1.000000000,0.581834840,0.571172910,0.577570068,0.571172910,0.577570068,0.571172910,0.577570068,0.571172910,0.577570068,0.571172910,0.577570068,0.571172910,0.577570068
AOI-0013,2023-07-04,0.302393968,s2,2023,new,1.000000000,0.530875971,0.510859896,0.522869541,0.510859896,0.522869541,0.510859896,0.522869541,0.510859896,0.522869541,0.510859896,0.522869541,0.510859896,0.522869541
AOI-0013,2023-07-25,0.569996974,landsat,2023,new,1.000000000,0.522756119,0.515108118,0.519696919,0.515108118,0.519696919,0.515108118,0.519696919,0.515108118,0.519696919,0.515108118,0.519696919,0.515108118,0.519696919
AOI-0013,2023-08-13,0.555691533,s2,2023,new,1.000000000,0.523417011,0.543192839,0.531327343,0.543192839,0.531327343,0.543192839,0.531327343,0.543192839,0.531327343,0.543192839,0.531327343,0.540425386,0.530220361
AOI-0013,2023-08-30,0.504669584,s2,2023,new,1.000000000,0.484308557,0.475595226,0.480823224,0.475595226,0.480823224,0.475595226,0.480823224,0.475595226,0.480823224,0.475595226,0.480823224,0.475595226,0.480823224
AOI-0013,2023-09-07,0.498964908,s2,2023,new,1.000000000,0.487098361,0.489593199,0.488096296,0.489593199,0.488096296,0.489593199,0.488096296,0.489593199,0.488096296,0.489593199,0.488096296,0.489593199,0.488096296
AOI-0013,2023-10-07,0.505408413,s2,2023,new,1.000000000,0.442868402,0.468024053,0.452930662,0.468024053,0.452930662,0.468024053,0.452930662,0.468024053,0.452930662,0.468024053,0.452930662,0.468423585,0.453090475
AOI-0013,2023-10-29,0.432204077,s2,2023,new,4.000000000,0.312599727,0.334884894,0.321513794,0.334884894,0.321513794,0.334885898,0.321514195,0.334885898,0.321514195,0.334885898,0.321514195,0.334884894,0.321513794
AOI-0013,2024-04-05,0.341261894,landsat,2024,new,1.000000000,0.346522364,0.349484494,0.347707216,0.349484494,0.347707216,0.349484494,0.347707216,0.349484494,0.347707216,0.349484494,0.347707216,0.349484494,0.347707216
AOI-0013,2024-04-09,0.297727465,s2,2024,new,1.000000000,0.323581344,0.324408681,0.323912279,0.324408681,0.323912279,0.324408681,0.323912279,0.324408681,0.323912279,0.324408681,0.323912279,0.324408681,0.323912279
AOI-0013,2024-05-09,0.518426794,s2,2024,new,4.000000000,0.512441659,0.517822557,0.514594018,0.517822557,0.514594018,0.520222562,0.515554020,0.520222562,0.515554020,0.520222562,0.515554020,0.521971520,0.516253604
AOI-0013,2024-07-08,0.505462238,s2,2024,new,12.000000000,0.485058603,0.478913119,0.482600409,0.478913119,0.482600409,0.478913118,0.482600409,0.478913118,0.482600409,0.478913118,0.482600409,0.478913119,0.482600409
AOI-0013,2024-08-14,0.533363059,s2,2024,new,1.000000000,0.496190992,0.470713397,0.485999954,0.470713397,0.485999954,0.470713397,0.485999954,0.470713397,0.485999954,0.470713397,0.485999954,0.470767436,0.486021570
AOI-0013,2024-08-20,0.528817567,landsat,2024,new,1.000000000,0.479677691,0.460810918,0.472130982,0.460810918,0.472130982,0.460810918,0.472130982,0.460810918,0.472130982,0.460810918,0.472130982,0.460810918,0.472130982
AOI-0013,2024-08-24,0.541336675,s2,2024,new,1.000000000,0.419437225,0.426388338,0.422217670,0.426388338,0.422217670,0.426388338,0.422217670,0.426388338,0.422217670,0.426388338,0.422217670,0.426388338,0.422217670
AOI-0013,2024-08-28,0.518859789,landsat,2024,new,1.000000000,0.495376000,0.502856505,0.498368202,0.502856505,0.498368202,0.502856505,0.498368202,0.502856505,0.498368202,0.502856505,0.498368202,0.500848863,0.497565145
AOI-0013,2024-09-11,0.481154863,s2,2024,new,3.000000000,0.486633600,0.493434534,0.489353974,0.493434534,0.489353974,0.493434534,0.489353974,0.493434534,0.489353974,0.493434534,0.489353974,0.493434534,0.489353974
AOI-0013,2024-10-30,0.453475815,landsat,2024,new,4.000000000,0.386107328,0.382955363,0.384846542,0.382955363,0.384846542,0.382908274,0.384827707,0.382908274,0.384827707,0.382908274,0.384827707,0.382894053,0.384822018
AOI-0013,2025-05-09,0.594297831,modis,2025,new,1.000000000,0.571967604,0.597173597,0.582050001,0.597173597,0.582050001,0.597173597,0.582050001,0.597173597,0.582050001,0.597173597,0.582050001,0.597116210,0.582027046
AOI-0013,2025-06-03,0.518282498,s2,2025,new,1.000000000,0.486672909,0.482224577,0.484893576,0.482224577,0.484893576,0.482224577,0.484893576,0.482224577,0.484893576,0.482224577,0.484893576,0.482224577,0.484893576
AOI-0013,2025-06-05,0.513355695,s2,2025,new,1.000000000,0.471641324,0.458435998,0.466359194,0.458435998,0.466359194,0.458435998,0.466359194,0.458435998,0.466359194,0.458435998,0.466359194,0.458435998,0.466359194
AOI-0013,2025-08-22,0.532721793,s2,2025,new,1.000000000,0.506585632,0.531904549,0.516713199,0.531904549,0.516713199,0.531904549,0.516713199,0.531904549,0.516713199,0.531904549,0.516713199,0.531904549,0.516713199
AOI-0013,2025-08-30,0.480493082,landsat,2025,new,1.000000000,0.497544296,0.516150656,0.504986840,0.516150656,0.504986840,0.516150656,0.504986840,0.516150656,0.504986840,0.516150656,0.504986840,0.516150656,0.504986840
AOI-0013,2025-09-11,0.571721215,s2,2025,new,2.000000000,0.489049670,0.485055601,0.487452042,0.485055601,0.487452042,0.485055600,0.487452042,0.485055600,0.487452042,0.485055601,0.487452042,0.485055601,0.487452042
AOI-0013,2025-09-13,0.551331194,s2,2025,new,1.000000000,0.472043415,0.467694119,0.470303697,0.467694119,0.470303697,0.467694119,0.470303697,0.467694119,0.470303697,0.467694119,0.470303697,0.467694119,0.470303697
AOI-0013,2025-09-15,0.514272874,s2,2025,new,1.000000000,0.509515998,0.511637585,0.510364632,0.511637585,0.510364632,0.511637585,0.510364632,0.511637585,0.510364632,0.511637585,0.510364632,0.511477334,0.510300532
AOI-0013,2025-10-02,0.595925038,landsat,2025,new,1.000000000,0.531925927,0.545752678,0.537456628,0.545752678,0.537456628,0.545752678,0.537456628,0.545752678,0.537456628,0.545752678,0.537456628,0.545641998,0.537412356
AOI-0013,2025-10-08,0.525397921,s2,2025,new,1.000000000,0.473390066,0.510880519,0.488386247,0.510880519,0.488386247,0.510880519,0.488386247,0.510880519,0.488386247,0.510880519,0.488386247,0.510880519,0.488386247
AOI-0013,2025-10-16,0.698129489,s2,2025,new,1.000000000,0.579851934,0.587798501,0.583030560,0.587798501,0.583030560,0.572785058,0.577025183,0.572785058,0.577025183,0.586032213,0.582324046,0.584905432,0.581873333
AOI-0014,2010-04-15,0.607322315,landsat,2010,new,3.000000000,0.552951638,0.512387123,0.536725832,0.512387123,0.536725832,0.512387125,0.536725833,0.512387125,0.536725833,0.512387125,0.536725833,0.512387123,0.536725832
AOI-0014,2010-04-23,0.713196372,landsat,2010,new,1.000000000,0.737957424,0.737688726,0.737849945,0.696107896,0.721217613,0.696107896,0.721217613,0.696107896,0.721217613,0.696107896,0.721217613,0.725606215,0.733016940
AOI-0014,2010-05-02,0.799150405,landsat,2010,new,1.000000000,0.762440569,0.765508311,0.763667665,0.765508311,0.763667665,0.765508311,0.763667665,0.765508311,0.763667665,0.765508311,0.763667665,0.765508311,0.763667665
AOI-0014,2010-08-06,0.264453624,landsat,2010,new,1.000000000,0.276083883,0.281181913,0.278123095,0.281181913,0.278123095,0.281181913,0.278123095,0.281181913,0.278123095,0.281181913,0.278123095,0.281181913,0.278123095
AOI-0014,2011-04-02,0.157999587,landsat,2011,new,3.000000000,0.168608743,0.167975734,0.168355539,0.167975734,0.168355539,0.167975736,0.168355540,0.167975736,0.168355540,0.167975736,0.168355540,0.167975734,0.168355539
AOI-0014,2011-05-04,0.299867443,landsat,2011,new,1.000000000,0.381431887,0.377775018,0.379969140,0.377775018,0.379969140,0.377775018,0.379969140,0.377775018,0.379969140,0.377775018,0.379969140,0.377775018,0.379969140
AOI-0014,2011-05-25,0.706909862,modis,2011,new,1.000000000,0.669956023,0.720338772,0.690109122,0.720338772,0.690109122,0.720338772,0.690109122,0.720338772,0.690109122,0.720338772,0.690109122,0.720338772,0.690109122
AOI-0014,2011-09-25,0.193905364,landsat,2011,new,1.000000000,0.203857764,0.196310985,0.200839052,0.196310985,0.200839052,0.196310985,0.200839052,0.196310985,0.200839052,0.196310985,0.200839052,0.196310985,0.200839052
AOI-0014,2012-07-11,0.420046452,modis,2012,new,1.000000000,0.352384778,0.361810778,0.356155178,0.361810778,0.356155178,0.361810778,0.356155178,0.361810778,0.356155178,0.361810778,0.356155178,0.361810778,0.356155178
AOI-0014,2012-07-18,0.232034875,landsat,2012,new,4.000000000,0.246710045,0.238570004,0.243454029,0.238570004,0.243454029,0.238570005,0.243454029,0.238570005,0.243454029,0.238570005,0.243454029,0.238570004,0.243454029
AOI-0014,2012-09-13,0.281559908,modis,2012,new,1.000000000,0.254037363,0.268545434,0.259840591,0.268545434,0.259840591,0.268545434,0.259840591,0.268545434,0.259840591,0.268545434,0.259840591,0.267010429,0.259226589
