anon_polygon_id,date,year,doy,primary_ndvi_pred
AOI-0021,2025-05-27,,,
AOI-0021,2025-06-03,,,
AOI-0021,2025-07-06,,,
AOI-0021,2025-07-18,,,
AOI-0021,2025-07-29,,,
AOI-0021,2025-08-07,,,
AOI-0021,2025-08-22,,,
AOI-0021,2025-08-30,,,
AOI-0021,2025-09-15,,,
AOI-0021,2025-09-24,,,
AOI-0021,2025-10-03,,,
AOI-0022,2025-04-01,,,
AOI-0022,2025-05-03,,,
AOI-0022,2025-05-06,,,
AOI-0022,2025-05-25,,,
AOI-0022,2025-05-28,,,
AOI-0022,2025-07-08,,,
AOI-0022,2025-07-17,,,
AOI-0022,2025-07-21,,,
AOI-0022,2025-08-27,,,
AOI-0022,2025-08-31,,,
AOI-0022,2025-09-23,,,
AOI-0022,2025-09-24,,,
AOI-0022,2025-09-30,,,
AOI-0023,2025-04-16,,,
AOI-0023,2025-04-17,,,
AOI-0023,2025-04-24,,,
AOI-0023,2025-05-01,,,
AOI-0023,2025-05-04,,,
AOI-0023,2025-06-27,,,
AOI-0023,2025-07-05,,,
AOI-0023,2025-07-14,,,
AOI-0023,2025-07-15,,,
AOI-0023,2025-08-14,,,
AOI-0023,2025-08-22,,,
AOI-0023,2025-08-30,,,
AOI-0023,2025-09-21,,,
AOI-0023,2025-09-23,,,
AOI-0023,2025-10-17,,,
AOI-0024,2025-04-07,,,
AOI-0024,2025-04-23,,,
AOI-0024,2025-05-25,,,
AOI-0024,2025-05-28,,,
AOI-0024,2025-06-05,,,
AOI-0024,2025-07-03,,,
AOI-0024,2025-07-21,,,
AOI-0024,2025-07-25,,,
AOI-0024,2025-08-06,,,
AOI-0024,2025-08-09,,,
AOI-0024,2025-09-14,,,
AOI-0024,2025-09-21,,,
AOI-0024,2025-09-30,,,
AOI-0024,2025-10-02,,,
AOI-0024,2025-10-18,,,
AOI-0025,2025-04-14,,,
AOI-0025,2025-04-23,,,
AOI-0025,2025-04-24,,,
AOI-0025,2025-04-29,,,
AOI-0025,2025-05-09,,,
AOI-0025,2025-06-03,,,
AOI-0025,2025-06-13,,,
AOI-0025,2025-06-27,,,
AOI-0025,2025-07-21,,,
AOI-0025,2025-08-07,,,
AOI-0025,2025-08-30,,,
AOI-0025,2025-09-07,,,
AOI-0025,2025-09-14,,,
AOI-0025,2025-10-17,,,
AOI-0026,2025-04-07,,,
AOI-0026,2025-04-24,,,
AOI-0026,2025-05-09,,,
AOI-0026,2025-06-13,,,
AOI-0026,2025-07-08,,,
AOI-0026,2025-07-10,,,
AOI-0026,2025-07-12,,,
AOI-0026,2025-07-13,,,
AOI-0026,2025-07-18,,,
AOI-0026,2025-07-30,,,
AOI-0026,2025-08-19,,,
AOI-0026,2025-09-08,,,
AOI-0026,2025-09-23,,,
AOI-0026,2025-09-30,,,
AOI-0027,2025-04-16,,,
AOI-0027,2025-04-24,,,
AOI-0027,2025-06-13,,,
AOI-0027,2025-06-27,,,
AOI-0027,2025-07-05,,,
AOI-0027,2025-07-12,,,
AOI-0027,2025-07-13,,,
AOI-0027,2025-07-23,,,
AOI-0027,2025-07-29,,,
AOI-0027,2025-08-19,,,
AOI-0027,2025-08-30,,,
AOI-0027,2025-09-16,,,
AOI-0027,2025-10-16,,,
AOI-0028,2010-04-07,,,
AOI-0028,2010-04-15,,,
AOI-0028,2010-10-24,,,
AOI-0028,2011-05-25,,,
AOI-0028,2011-07-28,,,
AOI-0028,2011-08-08,,,
AOI-0028,2011-10-11,,,
AOI-0028,2012-04-22,,,
AOI-0028,2012-09-27,,,
AOI-0028,2012-10-15,,,
AOI-0028,2013-04-07,,,
AOI-0028,2013-06-10,,,
AOI-0028,2013-06-26,,,
AOI-0028,2013-08-29,,,
AOI-0028,2014-04-07,,,
AOI-0028,2014-05-04,,,
AOI-0028,2014-07-28,,,
AOI-0028,2014-10-11,,,
AOI-0028,2015-04-13,,,
AOI-0028,2015-08-27,,,
AOI-0028,2015-09-28,,,
AOI-0028,2016-04-07,,,
AOI-0028,2016-04-23,,,
AOI-0028,2016-06-09,,,
AOI-0028,2016-06-10,,,
AOI-0028,2016-06-25,,,
AOI-0028,2016-07-27,,,
AOI-0028,2016-09-06,,,
AOI-0028,2017-04-26,,,
AOI-0028,2017-07-23,,,
AOI-0028,2017-08-09,,,
AOI-0028,2017-08-13,,,
AOI-0028,2017-08-29,,,
AOI-0028,2017-09-17,,,
AOI-0028,2018-05-11,,,
AOI-0028,2018-08-19,,,
AOI-0028,2018-08-29,,,
AOI-0028,2018-09-12,,,
AOI-0028,2018-10-08,,,
AOI-0028,2019-04-06,,,
AOI-0028,2019-05-02,,,
AOI-0028,2019-05-25,,,
AOI-0028,2019-06-27,,,
AOI-0028,2019-08-09,,,
AOI-0028,2019-08-24,,,
AOI-0028,2019-10-17,,,
AOI-0028,2020-04-25,,,
AOI-0028,2020-05-04,,,
AOI-0028,2020-05-08,,,
AOI-0028,2020-05-30,,,
AOI-0028,2020-07-14,,,
AOI-0028,2020-08-03,,,
AOI-0028,2020-08-08,,,
AOI-0028,2020-09-02,,,
AOI-0028,2020-09-13,,,
AOI-0028,2021-06-14,,,
AOI-0028,2021-06-16,,,
AOI-0028,2021-06-24,,,
AOI-0028,2021-06-26,,,
AOI-0028,2021-07-24,,,
AOI-0028,2021-10-27,,,
AOI-0028,2022-04-07,,,
AOI-0028,2022-04-23,,,
AOI-0028,2022-06-09,,,
AOI-0028,2022-06-29,,,
AOI-0028,2022-07-28,,,
AOI-0028,2022-08-03,,,
AOI-0028,2022-08-08,,,
AOI-0028,2022-08-30,,,
AOI-0028,2022-10-01,,,
AOI-0028,2023-04-07,,,
AOI-0028,2023-04-11,,,
AOI-0028,2023-05-05,,,
AOI-0028,2023-05-09,,,
AOI-0028,2023-06-09,,,
AOI-0028,2023-08-06,,,
AOI-0028,2023-08-23,,,
AOI-0028,2023-08-29,,,
AOI-0028,2023-09-22,,,
AOI-0028,2023-09-24,,,
AOI-0028,2023-09-30,,,
AOI-0028,2024-05-07,,,
AOI-0028,2024-05-23,,,
AOI-0028,2024-05-24,,,
AOI-0028,2024-07-27,,,
AOI-0028,2024-08-03,,,
AOI-0028,2024-08-12,,,
AOI-0028,2024-09-11,,,
AOI-0028,2024-09-16,,,
AOI-0028,2025-04-07,,,
AOI-0028,2025-05-24,,,
AOI-0028,2025-05-31,,,
AOI-0028,2025-06-11,,,
AOI-0028,2025-06-26,,,
AOI-0028,2025-06-27,,,
AOI-0028,2025-07-10,,,
AOI-0028,2025-07-13,,,
AOI-0028,2025-07-23,,,
AOI-0028,2025-08-13,,,
AOI-0028,2025-09-08,,,
AOI-0028,2025-09-11,,,
AOI-0028,2025-10-16,,,
AOI-0028,2025-10-28,,,
AOI-0029,2025-04-04,,,
AOI-0029,2025-04-24,,,
AOI-0029,2025-06-08,,,
AOI-0029,2025-06-10,,,
AOI-0029,2025-06-11,,,
AOI-0029,2025-06-13,,,
AOI-0029,2025-07-29,,,
AOI-0029,2025-08-02,,,
AOI-0029,2025-08-19,,,
AOI-0029,2025-09-11,,,
AOI-0029,2025-09-16,,,
AOI-0030,2025-04-21,,,
AOI-0030,2025-04-24,,,
AOI-0030,2025-06-10,,,
AOI-0030,2025-08-07,,,
AOI-0031,2010-06-04,,,
AOI-0031,2010-09-14,,,
AOI-0031,2011-04-23,,,
AOI-0031,2011-06-10,,,
AOI-0031,2011-07-09,,,
AOI-0031,2011-08-11,,,
AOI-0031,2011-08-18,,,
AOI-0031,2011-08-19,,,
AOI-0031,2011-09-19,,,
AOI-0031,2012-04-06,,,
AOI-0031,2012-04-15,,,
AOI-0031,2013-04-07,,,
AOI-0031,2013-05-09,,,
AOI-0031,2013-05-12,,,
AOI-0031,2013-05-25,,,
AOI-0031,2013-06-12,,,
AOI-0031,2013-06-28,,,
AOI-0031,2013-07-23,,,
AOI-0031,2013-08-13,,,
AOI-0031,2013-10-16,,,
AOI-0031,2014-05-23,,,
AOI-0031,2014-06-23,,,
AOI-0031,2014-07-17,,,
AOI-0031,2014-07-28,,,
AOI-0031,2014-08-02,,,
AOI-0031,2014-08-13,,,
AOI-0031,2014-10-14,,,
AOI-0031,2015-09-22,,,
AOI-0031,2015-10-16,,,
AOI-0031,2016-04-01,,,
AOI-0031,2016-04-17,,,
AOI-0031,2016-04-22,,,
AOI-0031,2016-05-03,,,
AOI-0031,2016-05-24,,,
AOI-0031,2016-06-09,,,
AOI-0031,2016-06-12,,,
AOI-0031,2016-06-20,,,
AOI-0031,2016-06-25,,,
AOI-0031,2016-07-30,,,
AOI-0031,2017-05-06,,,
AOI-0031,2017-06-07,,,
AOI-0031,2017-08-03,,,
AOI-0031,2017-08-13,,,
AOI-0031,2017-09-04,,,
AOI-0031,2017-09-22,,,
AOI-0031,2018-04-23,,,
AOI-0031,2018-05-02,,,
AOI-0031,2018-05-18,,,
AOI-0031,2018-06-03,,,
AOI-0031,2018-06-10,,,
AOI-0031,2018-06-11,,,
AOI-0031,2018-07-13,,,
AOI-0031,2018-09-06,,,
AOI-0031,2018-09-14,,,
AOI-0031,2018-10-07,,,
AOI-0031,2018-10-12,,,
AOI-0031,2019-04-10,,,
AOI-0031,2019-06-14,,,
AOI-0031,2019-06-22,,,
AOI-0031,2019-07-09,,,
AOI-0031,2019-07-23,,,
AOI-0031,2019-08-08,,,
AOI-0031,2019-08-31,,,
AOI-0031,2019-09-17,,,
AOI-0031,2019-10-03,,,
AOI-0031,2019-10-10,,,
AOI-0031,2019-10-12,,,
AOI-0031,2019-10-22,,,
AOI-0031,2020-04-13,,,
AOI-0031,2020-06-01,,,
AOI-0031,2020-06-06,,,
AOI-0031,2020-07-11,,,
AOI-0031,2020-07-18,,,
AOI-0031,2020-07-28,,,
AOI-0031,2020-08-07,,,
AOI-0031,2020-08-17,,,
AOI-0031,2020-08-22,,,
AOI-0031,2020-09-27,,,
AOI-0031,2020-10-13,,,
AOI-0031,2020-10-19,,,
AOI-0031,2020-10-21,,,
AOI-0031,2021-04-07,,,
AOI-0031,2021-05-17,,,
AOI-0031,2021-06-11,,,
AOI-0031,2021-07-01,,,
AOI-0031,2021-07-16,,,
AOI-0031,2021-07-21,,,
AOI-0031,2021-08-06,,,
AOI-0031,2021-08-25,,,
AOI-0031,2021-08-30,,,
AOI-0031,2022-05-14,,,
AOI-0031,2022-06-10,,,
AOI-0031,2022-06-11,,,
AOI-0031,2022-06-20,,,
AOI-0031,2022-06-21,,,
AOI-0031,2022-07-08,,,
AOI-0031,2022-07-12,,,
AOI-0031,2022-09-08,,,
AOI-0031,2022-09-09,,,
AOI-0031,2022-09-10,,,
AOI-0031,2022-09-11,,,
AOI-0031,2022-09-26,,,
AOI-0031,2022-09-29,,,
AOI-0031,2023-04-04,,,
AOI-0031,2023-04-27,,,
AOI-0031,2023-05-17,,,
AOI-0031,2023-06-17,,,
AOI-0031,2023-06-23,,,
AOI-0031,2023-06-26,,,
AOI-0031,2023-07-11,,,
AOI-0031,2023-08-15,,,
AOI-0031,2023-09-19,,,
AOI-0031,2023-09-20,,,
AOI-0031,2023-09-30,,,
AOI-0031,2023-10-15,,,
AOI-0031,2023-10-24,,,
AOI-0031,2024-05-03,,,
AOI-0031,2024-06-02,,,
AOI-0031,2024-07-02,,,
AOI-0031,2024-07-10,,,
AOI-0031,2024-07-13,,,
AOI-0031,2024-08-09,,,
AOI-0031,2024-08-16,,,
AOI-0031,2024-08-26,,,
AOI-0031,2025-04-19,,,
AOI-0031,2025-04-23,,,
AOI-0031,2025-06-21,,,
AOI-0031,2025-07-12,,,
AOI-0031,2025-07-15,,,
AOI-0031,2025-08-06,,,
AOI-0031,2025-08-09,,,
AOI-0031,2025-09-08,,,
AOI-0031,2025-09-15,,,
AOI-0031,2025-09-17,,,
AOI-0031,2025-10-02,,,
AOI-0031,2025-10-22,,,
AOI-0032,2010-06-04,,,
AOI-0032,2010-06-10,,,
AOI-0032,2010-06-20,,,
AOI-0032,2010-07-12,,,
AOI-0032,2010-08-16,,,
AOI-0032,2010-09-14,,,
AOI-0032,2010-09-30,,,
AOI-0032,2011-07-12,,,
AOI-0032,2011-08-29,,,
AOI-0032,2011-09-11,,,
AOI-0032,2011-09-28,,,
AOI-0032,2012-04-06,,,
AOI-0032,2012-05-01,,,
AOI-0032,2012-06-25,,,
AOI-0032,2012-10-08,,,
AOI-0032,2013-05-19,,,
AOI-0032,2013-05-20,,,
AOI-0032,2013-06-10,,,
AOI-0032,2013-06-12,,,
AOI-0032,2013-06-13,,,
AOI-0032,2013-07-22,,,
AOI-0032,2013-07-30,,,
AOI-0032,2013-08-13,,,
AOI-0032,2013-08-29,,,
AOI-0032,2013-09-14,,,
AOI-0032,2014-06-16,,,
AOI-0032,2014-06-26,,,
AOI-0032,2014-07-12,,,
AOI-0032,2014-09-03,,,
AOI-0032,2015-04-23,,,
AOI-0032,2015-06-18,,,
AOI-0032,2015-07-13,,,
AOI-0032,2015-09-15,,,
AOI-0032,2015-09-23,,,
AOI-0032,2015-09-30,,,
AOI-0032,2016-04-06,,,
AOI-0032,2016-04-10,,,
AOI-0032,2016-05-03,,,
AOI-0032,2016-06-09,,,
AOI-0032,2016-06-28,,,
AOI-0032,2016-07-15,,,
AOI-0032,2016-07-30,,,
AOI-0032,2016-08-16,,,
AOI-0032,2016-09-09,,,
AOI-0032,2016-10-18,,,
AOI-0032,2017-04-04,,,
AOI-0032,2017-04-28,,,
AOI-0032,2017-05-09,,,
AOI-0032,2017-07-02,,,
AOI-0032,2017-08-02,,,
AOI-0032,2017-08-11,,,
AOI-0032,2017-08-19,,,
AOI-0032,2017-08-27,,,
AOI-0032,2017-09-03,,,
AOI-0032,2017-09-12,,,
AOI-0032,2018-04-15,,,
AOI-0032,2018-06-10,,,
AOI-0032,2018-06-19,,,
AOI-0032,2018-09-14,,,
AOI-0032,2018-09-23,,,
AOI-0032,2018-09-30,,,
AOI-0032,2018-10-07,,,
AOI-0032,2018-10-12,,,
AOI-0032,2019-04-26,,,
AOI-0032,2019-04-28,,,
AOI-0032,2019-05-18,,,
AOI-0032,2019-05-20,,,
AOI-0032,2019-05-30,,,
AOI-0032,2019-06-14,,,
AOI-0032,2019-06-19,,,
AOI-0032,2019-07-23,,,
AOI-0032,2019-09-25,,,
AOI-0032,2019-10-05,,,
AOI-0032,2019-10-11,,,
AOI-0032,2019-10-25,,,
AOI-0032,2019-10-28,,,
AOI-0032,2020-05-27,,,
AOI-0032,2020-05-30,,,
AOI-0032,2020-06-24,,,
AOI-0032,2020-06-26,,,
AOI-0032,2020-08-05,,,
AOI-0032,2020-08-07,,,
AOI-0032,2020-09-13,,,
AOI-0032,2020-09-28,,,
AOI-0032,2020-09-29,,,
AOI-0032,2020-10-05,,,
AOI-0032,2020-10-06,,,
AOI-0032,2020-10-24,,,
AOI-0032,2021-04-04,,,
AOI-0032,2021-04-23,,,
AOI-0032,2021-05-01,,,
AOI-0032,2021-05-25,,,
AOI-0032,2021-06-18,,,
AOI-0032,2021-07-01,,,
AOI-0032,2021-07-18,,,
AOI-0032,2021-09-06,,,
AOI-0032,2021-09-15,,,
AOI-0032,2021-10-08,,,
AOI-0032,2022-04-26,,,
AOI-0032,2022-05-09,,,
AOI-0032,2022-05-13,,,
AOI-0032,2022-05-29,,,
AOI-0032,2022-06-06,,,
AOI-0032,2022-06-13,,,
AOI-0032,2022-06-30,,,
AOI-0032,2022-08-01,,,
AOI-0032,2022-08-02,,,
AOI-0032,2022-08-15,,,
AOI-0032,2022-08-24,,,
AOI-0032,2022-08-29,,,
AOI-0032,2022-09-11,,,
AOI-0032,2023-04-07,,,
AOI-0032,2023-04-12,,,
AOI-0032,2023-05-12,,,
AOI-0032,2023-05-15,,,
AOI-0032,2023-05-24,,,
AOI-0032,2023-06-06,,,
AOI-0032,2023-06-18,,,
AOI-0032,2023-07-26,,,
AOI-0032,2023-07-28,,,
AOI-0032,2023-08-08,,,
AOI-0032,2023-09-01,,,
AOI-0032,2023-09-11,,,
AOI-0032,2023-09-24,,,
AOI-0032,2024-04-07,,,
AOI-0032,2024-05-06,,,
AOI-0032,2024-06-03,,,
AOI-0032,2024-07-12,,,
AOI-0032,2024-07-25,,,
AOI-0032,2024-07-30,,,
AOI-0032,2024-08-22,,,
AOI-0032,2024-08-30,,,
AOI-0032,2024-09-13,,,
AOI-0032,2024-09-18,,,
AOI-0032,2024-10-05,,,
AOI-0032,2024-10-15,,,
AOI-0032,2024-10-23,,,
AOI-0032,2025-05-06,,,
AOI-0032,2025-05-28,,,
AOI-0032,2025-06-30,,,
AOI-0032,2025-07-07,,,
AOI-0032,2025-07-10,,,
AOI-0032,2025-08-13,,,
AOI-0032,2025-08-16,,,
AOI-0032,2025-08-24,,,
AOI-0032,2025-08-31,,,
AOI-0032,2025-09-03,,,
AOI-0032,2025-10-08,,,
AOI-0033,2025-04-28,,,
AOI-0033,2025-05-20,,,
AOI-0033,2025-06-10,,,
AOI-0033,2025-06-22,,,
AOI-0033,2025-07-05,,,
AOI-0033,2025-07-10,,,
AOI-0033,2025-09-15,,,
AOI-0034,2025-04-25,,,
AOI-0034,2025-05-06,,,
AOI-0034,2025-05-09,,,
AOI-0034,2025-06-10,,,
AOI-0034,2025-06-15,,,
AOI-0034,2025-06-21,,,
AOI-0034,2025-07-07,,,
AOI-0034,2025-07-10,,,
AOI-0034,2025-07-16,,,
AOI-0034,2025-08-31,,,
AOI-0034,2025-09-13,,,
AOI-0034,2025-09-23,,,
AOI-0034,2025-10-02,,,
AOI-0034,2025-10-16,,,
AOI-0035,2025-05-16,,,
AOI-0035,2025-05-20,,,
AOI-0035,2025-06-05,,,
AOI-0035,2025-06-07,,,
AOI-0035,2025-06-10,,,
AOI-0035,2025-07-30,,,
AOI-0035,2025-08-31,,,
AOI-0035,2025-09-26,,,
AOI-0035,2025-09-28,,,
AOI-0035,2025-10-02,,,
AOI-0035,2025-10-30,,,
AOI-0036,2025-05-16,,,
AOI-0036,2025-07-16,,,
AOI-0036,2025-08-01,,,
AOI-0036,2025-08-09,,,
AOI-0036,2025-08-23,,,
AOI-0036,2025-10-02,,,
AOI-0037,2025-04-07,,,
AOI-0037,2025-04-16,,,
AOI-0037,2025-05-23,,,
AOI-0037,2025-06-30,,,
AOI-0037,2025-07-14,,,
AOI-0037,2025-07-23,,,
AOI-0037,2025-08-09,,,
AOI-0037,2025-08-16,,,
AOI-0037,2025-09-12,,,
AOI-0037,2025-09-13,,,
AOI-0037,2025-09-23,,,
AOI-0037,2025-09-26,,,
AOI-0037,2025-09-30,,,
AOI-0037,2025-10-05,,,
AOI-0038,2025-04-07,,,
AOI-0038,2025-04-25,,,
AOI-0038,2025-06-14,,,
AOI-0038,2025-07-10,,,
AOI-0038,2025-07-15,,,
AOI-0038,2025-08-14,,,
AOI-0038,2025-09-02,,,
AOI-0038,2025-10-05,,,
AOI-0038,2025-10-08,,,
AOI-0038,2025-10-16,,,
AOI-0039,2025-05-04,,,
AOI-0039,2025-05-08,,,
AOI-0039,2025-05-28,,,
AOI-0039,2025-07-10,,,
AOI-0039,2025-08-06,,,
AOI-0039,2025-08-24,,,
AOI-0039,2025-09-08,,,
AOI-0039,2025-09-12,,,
AOI-0039,2025-09-14,,,
AOI-0039,2025-09-26,,,
AOI-0039,2025-10-23,,,
AOI-0040,2025-04-02,,,
AOI-0040,2025-04-03,,,
AOI-0040,2025-05-06,,,
AOI-0040,2025-06-07,,,
AOI-0040,2025-07-08,,,
AOI-0040,2025-09-12,,,
AOI-0040,2025-09-13,,,
AOI-0040,2025-09-28,,,
AOI-0040,2025-09-30,,,
AOI-0040,2025-10-02,,,
AOI-0041,2025-04-23,,,
AOI-0041,2025-05-20,,,
AOI-0041,2025-06-22,,,
AOI-0041,2025-06-27,,,
AOI-0041,2025-07-23,,,
AOI-0041,2025-08-19,,,
AOI-0041,2025-09-30,,,
AOI-0042,2025-04-18,,,
AOI-0042,2025-05-04,,,
AOI-0042,2025-06-13,,,
AOI-0042,2025-07-14,,,
AOI-0042,2025-07-16,,,
AOI-0042,2025-07-24,,,
AOI-0042,2025-08-17,,,
AOI-0042,2025-08-19,,,
AOI-0042,2025-08-24,,,
AOI-0042,2025-08-29,,,
AOI-0042,2025-09-15,,,
AOI-0042,2025-09-17,,,
AOI-0042,2025-10-02,,,
AOI-0043,2025-04-24,,,
AOI-0043,2025-04-29,,,
AOI-0043,2025-05-31,,,
AOI-0043,2025-06-08,,,
AOI-0043,2025-06-15,,,
AOI-0043,2025-06-17,,,
AOI-0043,2025-06-25,,,
AOI-0043,2025-07-07,,,
AOI-0043,2025-07-13,,,
AOI-0043,2025-08-12,,,
AOI-0043,2025-09-24,,,
AOI-0043,2025-10-13,,,
AOI-0043,2025-10-15,,,
AOI-0044,2010-04-16,,,
AOI-0044,2010-04-25,,,
AOI-0044,2010-05-09,,,
AOI-0044,2010-05-18,,,
AOI-0044,2010-06-12,,,
AOI-0044,2010-06-20,,,
AOI-0044,2010-06-28,,,
AOI-0044,2010-07-29,,,
AOI-0044,2010-08-06,,,
AOI-0044,2010-10-16,,,
AOI-0044,2010-10-25,,,
AOI-0044,2011-07-16,,,
AOI-0044,2011-08-01,,,
AOI-0044,2011-08-02,,,
AOI-0044,2011-10-16,,,
AOI-0044,2012-04-06,,,
AOI-0044,2012-05-08,,,
AOI-0044,2013-05-02,,,
AOI-0044,2013-05-03,,,
AOI-0044,2013-05-11,,,
AOI-0044,2014-04-07,,,
AOI-0044,2014-06-06,,,
AOI-0044,2014-06-14,,,
AOI-0044,2014-06-23,,,
AOI-0044,2014-08-02,,,
AOI-0044,2014-08-09,,,
AOI-0044,2014-08-29,,,
AOI-0044,2014-09-18,,,
AOI-0044,2014-09-19,,,
AOI-0044,2014-10-04,,,
AOI-0044,2014-10-12,,,
AOI-0044,2014-10-28,,,
AOI-0044,2014-10-29,,,
AOI-0044,2015-06-26,,,
AOI-0044,2015-07-27,,,
AOI-0044,2015-07-28,,,
AOI-0044,2015-08-29,,,
AOI-0044,2015-10-08,,,
AOI-0044,2015-10-16,,,
AOI-0044,2016-04-08,,,
AOI-0044,2016-05-08,,,
AOI-0044,2016-05-11,,,
AOI-0044,2016-06-20,,,
AOI-0044,2016-06-25,,,
AOI-0044,2016-07-13,,,
AOI-0044,2016-07-27,,,
AOI-0044,2016-09-07,,,
AOI-0044,2016-09-13,,,
AOI-0044,2016-10-02,,,
AOI-0044,2016-10-26,,,
AOI-0044,2017-04-03,,,
AOI-0044,2017-04-04,,,
AOI-0044,2017-04-12,,,
AOI-0044,2017-06-27,,,
AOI-0044,2017-06-30,,,
AOI-0044,2017-08-10,,,
AOI-0044,2017-09-14,,,
AOI-0044,2018-04-06,,,
AOI-0044,2018-07-12,,,
AOI-0044,2018-07-19,,,
AOI-0044,2018-09-30,,,
AOI-0044,2019-04-25,,,
AOI-0044,2019-04-26,,,
AOI-0044,2019-06-02,,,
AOI-0044,2019-06-12,,,
AOI-0044,2019-06-20,,,
AOI-0044,2019-08-13,,,
AOI-0044,2019-09-10,,,
AOI-0044,2019-09-15,,,
AOI-0044,2019-09-16,,,
AOI-0044,2019-10-10,,,
AOI-0044,2020-04-17,,,
AOI-0044,2020-04-22,,,
AOI-0044,2020-05-17,,,
AOI-0044,2020-06-30,,,
AOI-0044,2020-08-10,,,
AOI-0044,2020-09-09,,,
AOI-0044,2020-09-10,,,
AOI-0044,2020-09-26,,,
AOI-0044,2020-09-29,,,
AOI-0044,2020-10-14,,,
AOI-0044,2020-10-21,,,
AOI-0044,2021-05-12,,,
AOI-0044,2021-05-17,,,
AOI-0044,2021-05-25,,,
AOI-0044,2021-07-16,,,
AOI-0044,2021-07-21,,,
AOI-0044,2021-09-30,,,
AOI-0044,2021-10-07,,,
AOI-0044,2022-05-27,,,
AOI-0044,2022-06-06,,,
AOI-0044,2022-06-12,,,
AOI-0044,2022-07-07,,,
AOI-0044,2022-08-10,,,
AOI-0044,2022-08-13,,,
AOI-0044,2022-08-24,,,
AOI-0044,2022-09-25,,,
AOI-0044,2022-09-30,,,
AOI-0044,2023-04-02,,,
AOI-0044,2023-04-07,,,
AOI-0044,2023-06-06,,,
AOI-0044,2023-06-30,,,
AOI-0044,2023-07-05,,,
AOI-0044,2023-07-09,,,
AOI-0044,2023-07-11,,,
AOI-0044,2023-07-16,,,
AOI-0044,2023-07-25,,,
AOI-0044,2023-08-05,,,
AOI-0044,2023-08-25,,,
AOI-0044,2023-09-30,,,
AOI-0044,2023-10-14,,,
AOI-0044,2024-04-06,,,
AOI-0044,2024-04-14,,,
AOI-0044,2024-06-05,,,
AOI-0044,2024-09-06,,,
AOI-0044,2024-09-21,,,
AOI-0044,2025-04-02,,,
AOI-0044,2025-05-20,,,
AOI-0044,2025-07-06,,,
AOI-0044,2025-07-10,,,
AOI-0044,2025-08-14,,,
AOI-0044,2025-09-23,,,
AOI-0044,2025-10-03,,,
AOI-0044,2025-10-15,,,
AOI-0045,2025-04-26,,,
AOI-0045,2025-06-15,,,
AOI-0045,2025-06-27,,,
AOI-0045,2025-06-29,,,
AOI-0045,2025-07-31,,,
AOI-0045,2025-08-13,,,
AOI-0045,2025-08-15,,,
AOI-0045,2025-08-16,,,
AOI-0045,2025-09-30,,,
AOI-0045,2025-10-15,,,
AOI-0046,2010-06-26,,,
AOI-0046,2010-07-12,,,
AOI-0046,2010-09-14,,,
AOI-0046,2011-05-30,,,
AOI-0046,2011-08-17,,,
AOI-0046,2012-04-22,,,
AOI-0046,2012-04-29,,,
AOI-0046,2012-06-09,,,
AOI-0046,2013-04-25,,,
AOI-0046,2013-05-09,,,
AOI-0046,2013-06-11,,,
AOI-0046,2013-06-27,,,
AOI-0046,2013-07-21,,,
AOI-0046,2013-07-28,,,
AOI-0046,2013-07-30,,,
AOI-0046,2014-05-25,,,
AOI-0046,2014-05-29,,,
AOI-0046,2014-07-01,,,
AOI-0046,2014-07-12,,,
AOI-0046,2014-08-01,,,
AOI-0046,2014-08-25,,,
AOI-0046,2014-09-19,,,
AOI-0046,2015-05-17,,,
AOI-0046,2015-07-12,,,
AOI-0046,2015-09-22,,,
AOI-0046,2015-10-16,,,
AOI-0046,2016-05-02,,,
AOI-0046,2016-05-10,,,
AOI-0046,2016-05-18,,,
AOI-0046,2016-06-03,,,
AOI-0046,2016-06-09,,,
AOI-0046,2016-07-13,,,
AOI-0046,2016-07-30,,,
AOI-0046,2016-10-02,,,
AOI-0046,2016-10-17,,,
AOI-0046,2016-10-25,,,
AOI-0046,2017-04-13,,,
AOI-0046,2017-06-27,,,
AOI-0046,2017-07-02,,,
AOI-0046,2017-07-24,,,
AOI-0046,2017-08-09,,,
AOI-0046,2017-08-21,,,
AOI-0046,2017-09-10,,,
AOI-0046,2017-09-15,,,
AOI-0046,2017-10-12,,,
AOI-0046,2018-05-09,,,
AOI-0046,2018-06-01,,,
AOI-0046,2018-07-20,,,
AOI-0046,2018-08-20,,,
AOI-0046,2018-08-29,,,
AOI-0046,2018-10-15,,,
AOI-0046,2018-10-24,,,
AOI-0046,2019-04-01,,,
AOI-0046,2019-04-18,,,
AOI-0046,2019-05-19,,,
AOI-0046,2019-08-01,,,
AOI-0046,2019-09-01,,,
AOI-0046,2019-10-20,,,
AOI-0046,2020-04-04,,,
AOI-0046,2020-04-07,,,
AOI-0046,2020-05-08,,,
AOI-0046,2020-05-24,,,
AOI-0046,2020-06-09,,,
AOI-0046,2020-09-10,,,
AOI-0046,2020-09-13,,,
AOI-0046,2020-09-26,,,
AOI-0046,2020-10-21,,,
AOI-0046,2021-05-02,,,
AOI-0046,2021-05-25,,,
AOI-0046,2021-07-11,,,
AOI-0046,2021-07-28,,,
AOI-0046,2021-08-13,,,
AOI-0046,2021-08-20,,,
AOI-0046,2021-08-29,,,
