anon_polygon_id,date,local_feature
AOI-0017,2011-09-26,-0.0043063660
AOI-0017,2011-09-30,-0.0163001550
AOI-0017,2011-10-11,0.0489004650
AOI-0017,2011-10-27,0.0241861775
AOI-0017,2012-07-18,0.0325678891
AOI-0017,2012-07-27,-0.0033156942
AOI-0017,2012-08-28,0.0438983456
AOI-0017,2012-09-29,0.0866657977
AOI-0017,2013-05-25,0.0933813109
AOI-0017,2013-07-12,-0.0513624393
AOI-0017,2013-08-14,0.0328014701
AOI-0017,2013-09-14,-0.0231895419
AOI-0017,2013-09-30,-0.0409922830
AOI-0017,2013-10-09,-0.0327456690
AOI-0017,2013-10-25,-0.0188202758
AOI-0017,2014-04-23,0.0446372314
AOI-0017,2014-06-06,-0.0231466533
AOI-0017,2014-07-24,-0.0490555708
AOI-0017,2014-10-04,-0.0002509894
AOI-0017,2015-04-23,0.0646500191
AOI-0017,2015-04-30,-0.0319651597
AOI-0017,2015-07-11,0.0868665725
AOI-0017,2015-07-27,-0.0352076992
AOI-0017,2015-08-03,-0.0040680435
AOI-0017,2015-08-29,0.0357882854
AOI-0017,2015-10-16,0.0185397163
AOI-0017,2016-04-06,0.1227884699
AOI-0017,2016-04-07,-0.0163365951
AOI-0017,2016-06-18,-0.0186303873
AOI-0017,2016-07-05,0.0040530936
AOI-0017,2016-07-27,0.0216551152
AOI-0017,2016-08-21,-0.0540514782
AOI-0017,2016-09-15,-0.0601538832
AOI-0017,2016-10-15,-0.0142193715
AOI-0017,2016-10-17,0.0027253968
AOI-0017,2017-06-06,0.0005951959
AOI-0017,2017-07-31,0.1041270074
AOI-0017,2017-08-01,0.0210039007
AOI-0017,2017-09-02,-0.0236942132
AOI-0017,2018-04-05,-0.0282081235
AOI-0017,2018-05-09,-0.0063392201
AOI-0017,2018-05-23,-0.1076750670
AOI-0017,2018-06-20,-0.1144094760
AOI-0017,2018-07-11,0.0195329112
AOI-0017,2018-07-12,0.0659455856
AOI-0017,2019-04-25,0.0069627584
AOI-0017,2019-04-28,-0.0055957455
AOI-0017,2019-05-13,-0.1307653633
AOI-0017,2019-05-18,-0.0064464359
AOI-0017,2019-05-28,-0.0656332325
AOI-0017,2019-06-04,0.0077875447
AOI-0017,2019-06-12,0.0216889454
AOI-0017,2019-06-17,-0.0218497812
AOI-0017,2019-07-17,-0.0888386532
AOI-0017,2019-08-06,-0.0076250044
AOI-0017,2019-08-11,-0.0368004023
AOI-0017,2019-08-24,-0.1195305012
AOI-0017,2019-08-29,0.0329826504
AOI-0017,2019-08-31,-0.0076515171
AOI-0017,2019-09-13,-0.0028153363
AOI-0017,2020-04-25,-0.0097201509
AOI-0017,2020-04-30,-0.0074479755
AOI-0017,2020-05-08,0.0852851775
AOI-0017,2020-06-06,-0.0503870674
AOI-0017,2020-06-26,0.0390167438
AOI-0017,2020-07-26,-0.0728200942
AOI-0017,2020-08-18,-0.0342878500
AOI-0017,2020-09-02,-0.0037981758
AOI-0017,2020-09-04,-0.0016905980
AOI-0017,2020-09-09,0.0355297390
AOI-0017,2020-09-10,0.0031009510
AOI-0017,2020-09-19,-0.0428262444
AOI-0017,2020-10-12,-0.0323941175
AOI-0017,2021-04-07,0.0839192605
AOI-0017,2021-05-20,0.0156603816
AOI-0017,2021-07-02,0.0143331781
AOI-0017,2021-08-29,0.0839228089
AOI-0017,2021-09-04,-0.0007694338
AOI-0017,2021-09-27,0.0576407909
AOI-0017,2021-10-06,0.0234395509
AOI-0017,2021-10-27,0.0032441413
AOI-0017,2022-04-17,0.0885695771
AOI-0017,2022-04-23,0.0772149588
AOI-0017,2022-05-26,0.0382814813
AOI-0017,2022-05-27,0.0051457850
AOI-0017,2022-06-03,0.0005524709
AOI-0017,2022-06-11,-0.0300159473
AOI-0017,2022-06-30,0.0370684271
AOI-0017,2022-07-12,0.0645744523
AOI-0017,2022-07-19,0.0040488269
AOI-0017,2022-07-24,-0.0516836573
AOI-0017,2022-08-07,0.0372118913
AOI-0017,2022-08-14,0.0956304208
AOI-0017,2022-08-15,0.0072995068
AOI-0017,2022-08-23,-0.0007832991
AOI-0017,2022-08-30,-0.0078709803
AOI-0017,2022-09-17,-0.0344022398
AOI-0017,2022-10-19,0.0129443390
AOI-0017,2023-04-02,-0.0244924229
AOI-0017,2023-05-06,0.0170960457
AOI-0017,2023-06-11,-0.0736270709
AOI-0017,2023-06-19,0.0318823985
AOI-0017,2023-06-22,0.0243235970
AOI-0017,2023-07-24,-0.0193720185
AOI-0017,2023-09-19,-0.0038600905
AOI-0017,2023-10-12,0.0096120934
AOI-0017,2023-10-16,0.0034604300
AOI-0017,2023-10-21,0.0081311697
AOI-0017,2024-04-04,0.0063536720
AOI-0017,2024-06-05,-0.0407993001
AOI-0017,2024-06-13,-0.0024646386
AOI-0017,2024-06-28,0.0000000000
AOI-0017,2024-07-19,0.0526615487
AOI-0017,2024-08-22,-0.0275828764
AOI-0017,2024-09-01,-0.0139387849
AOI-0017,2024-09-21,-0.0022197556
AOI-0017,2024-09-29,0.0493870136
AOI-0017,2024-10-08,-0.0078343700
AOI-0017,2024-10-22,0.0914976376
AOI-0017,2025-05-04,-0.0279762495
AOI-0017,2025-05-27,-0.0736942688
AOI-0017,2025-06-07,-0.0298105248
AOI-0017,2025-06-28,
AOI-0017,2025-07-07,-0.0540144484
AOI-0017,2025-08-23,0.0109872943
AOI-0017,2025-09-01,-0.0246132252
AOI-0017,2025-10-02,0.0289234601
AOI-0018,2025-04-19,0.0185529838
AOI-0018,2025-05-27,-0.1305517500
AOI-0018,2025-06-13,-0.0225230552
AOI-0018,2025-06-15,-0.0303308827
AOI-0018,2025-07-05,0.0042610768
AOI-0018,2025-07-07,-0.0540144484
AOI-0018,2025-07-14,0.0115577241
AOI-0018,2025-07-21,0.1083520848
AOI-0018,2025-08-19,-0.0064476929
AOI-0018,2025-08-27,-0.0383665786
AOI-0018,2025-09-08,-0.0740093421
AOI-0018,2025-09-24,0.0443894381
AOI-0018,2025-10-17,0.0150823564
AOI-0019,2025-04-14,-0.0318446067
AOI-0019,2025-04-17,-0.0009235774
AOI-0019,2025-04-28,-0.0584782268
AOI-0019,2025-05-14,-0.0824983739
AOI-0019,2025-05-25,0.0661914212
AOI-0019,2025-06-15,-0.2106601695
AOI-0019,2025-06-27,0.0394457481
AOI-0019,2025-06-30,0.0351012931
AOI-0019,2025-07-10,-0.0841365229
AOI-0019,2025-07-14,0.0306456438
AOI-0019,2025-08-14,-0.0054925420
AOI-0019,2025-08-31,0.0551214383
AOI-0019,2025-09-15,-0.0093882899
AOI-0019,2025-09-23,-0.0110085897
AOI-0019,2025-09-24,0.0266338939
AOI-0019,2025-10-18,-0.0078876288
AOI-0020,2025-04-18,-0.0041047595
AOI-0020,2025-04-23,0.0952945640
AOI-0020,2025-05-03,0.0538600456
AOI-0020,2025-06-03,0.0266956483
AOI-0020,2025-06-11,0.0385714513
AOI-0020,2025-07-12,0.1190168700
AOI-0020,2025-07-21,0.1141573768
AOI-0020,2025-07-29,0.0423284619
AOI-0020,2025-07-30,-0.0153070610
AOI-0020,2025-08-19,-0.0095250427
AOI-0020,2025-10-13,-0.0629652318
AOI-0021,2025-04-28,-0.0487104329
AOI-0021,2025-05-27,-0.0492988562
AOI-0021,2025-06-03,0.0266956483
AOI-0021,2025-07-06,-0.0001297791
AOI-0021,2025-07-18,-0.0137183438
AOI-0021,2025-07-29,0.0423284619
AOI-0021,2025-08-07,-0.0047592800
AOI-0021,2025-08-22,-0.0110938021
AOI-0021,2025-08-30,0.0427565490
AOI-0021,2025-09-15,-0.0070412174
AOI-0021,2025-09-24,0.0190043480
AOI-0021,2025-10-03,-0.0170006012
AOI-0022,2025-04-01,0.0000000000
AOI-0022,2025-05-03,0.0538600456
AOI-0022,2025-05-06,-0.0071582075
AOI-0022,2025-05-25,0.0661914212
AOI-0022,2025-05-28,-0.0266451558
AOI-0022,2025-07-08,-0.0576624039
AOI-0022,2025-07-17,-0.0405403920
AOI-0022,2025-07-21,0.1141573768
AOI-0022,2025-08-27,-0.0215419164
AOI-0022,2025-08-31,0.0348773571
AOI-0022,2025-09-23,-0.0144736615
AOI-0022,2025-09-24,0.0190043480
AOI-0022,2025-09-30,0.0486875935
AOI-0023,2025-04-16,
AOI-0023,2025-04-17,0.0088561337
AOI-0023,2025-04-24,0.0242202903
AOI-0023,2025-05-01,-0.0257252117
AOI-0023,2025-05-04,0.0092197913
AOI-0023,2025-06-27,0.0558301600
AOI-0023,2025-07-05,0.0149927772
AOI-0023,2025-07-14,0.0266102912
AOI-0023,2025-07-15,-0.0069644387
AOI-0023,2025-08-14,-0.0270705971
AOI-0023,2025-08-22,-0.0110938021
AOI-0023,2025-08-30,0.0427565490
AOI-0023,2025-09-21,-0.0062802253
AOI-0023,2025-09-23,-0.0144736615
AOI-0023,2025-10-17,0.0296656695
AOI-0024,2025-04-07,0.0992369602
AOI-0024,2025-04-23,0.1086496586
AOI-0024,2025-05-25,0.0661914212
AOI-0024,2025-05-28,-0.0787389995
AOI-0024,2025-06-05,0.0217210551
AOI-0024,2025-07-03,-0.1649811037
AOI-0024,2025-07-21,0.1066244272
AOI-0024,2025-07-25,-0.0140281581
AOI-0024,2025-08-06,-0.0111064602
AOI-0024,2025-08-09,-0.0278614474
AOI-0024,2025-09-14,0.0754916648
AOI-0024,2025-09-21,-0.0067509768
AOI-0024,2025-09-30,0.0419868291
AOI-0024,2025-10-02,0.0214289050
AOI-0024,2025-10-18,-0.0078876288
AOI-0025,2025-04-14,-0.0036103530
AOI-0025,2025-04-23,0.0702622541
AOI-0025,2025-04-24,-0.0340152896
AOI-0025,2025-04-29,-0.0031091782
AOI-0025,2025-05-09,0.0007955430
AOI-0025,2025-06-03,-0.0106782042
AOI-0025,2025-06-13,0.0721341938
AOI-0025,2025-06-27,0.1442520347
AOI-0025,2025-07-21,0.0357425196
AOI-0025,2025-08-07,-0.0130360433
AOI-0025,2025-08-30,0.0487936637
AOI-0025,2025-09-07,0.0519352605
AOI-0025,2025-09-14,0.0665774090
AOI-0025,2025-10-17,0.0088716049
AOI-0026,2025-04-07,0.0204684825
AOI-0026,2025-04-24,-0.0340152896
AOI-0026,2025-05-09,0.0019090151
AOI-0026,2025-06-13,0.0047669867
AOI-0026,2025-07-08,-0.0359674713
AOI-0026,2025-07-10,-0.0372988448
AOI-0026,2025-07-12,0.0414393876
AOI-0026,2025-07-13,-0.0028681279
AOI-0026,2025-07-18,-0.0308296969
AOI-0026,2025-07-30,-0.0076347417
AOI-0026,2025-08-19,-0.0129392610
AOI-0026,2025-09-08,-0.0150895620
AOI-0026,2025-09-23,0.0138629849
AOI-0026,2025-09-30,0.0000000000
AOI-0027,2025-04-16,-0.0069960421
AOI-0027,2025-04-24,-0.0340152896
AOI-0027,2025-06-13,0.0047669867
AOI-0027,2025-06-27,0.1037314422
AOI-0027,2025-07-05,0.0290617640
AOI-0027,2025-07-12,0.0414393876
AOI-0027,2025-07-13,-0.0028681279
AOI-0027,2025-07-23,-0.0143708849
AOI-0027,2025-07-29,0.0462684668
AOI-0027,2025-08-19,-0.0129392610
AOI-0027,2025-08-30,0.0257654112
AOI-0027,2025-09-16,-0.0223232669
AOI-0027,2025-10-16,-0.1083802150
AOI-0028,2010-04-07,0.0380077793
AOI-0028,2010-04-15,-0.0570116689
AOI-0028,2010-10-24,-0.0114726933
AOI-0028,2011-05-25,-0.0131738852
AOI-0028,2011-07-28,0.0674164323
AOI-0028,2011-08-08,0.0312953646
AOI-0028,2011-10-11,-0.1592301847
AOI-0028,2012-04-22,0.0613601708
AOI-0028,2012-09-27,-0.0305746417
AOI-0028,2012-10-15,0.0000000000
AOI-0028,2013-04-07,0.0195226351
AOI-0028,2013-06-10,-0.0088917952
AOI-0028,2013-06-26,-0.0063246119
AOI-0028,2013-08-29,0.0000000000
AOI-0028,2014-04-07,0.0086171422
AOI-0028,2014-05-04,0.0009619265
AOI-0028,2014-07-28,0.0424858794
AOI-0028,2014-10-11,-0.0070042707
AOI-0028,2015-04-13,0.0135833727
AOI-0028,2015-08-27,-0.0090861829
AOI-0028,2015-09-28,0.0048586642
AOI-0028,2016-04-07,-0.0735650526
AOI-0028,2016-04-23,-0.0532254081
AOI-0028,2016-06-09,0.0777593616
AOI-0028,2016-06-10,0.0466860106
AOI-0028,2016-06-25,0.0573997566
AOI-0028,2016-07-27,0.0147888632
AOI-0028,2016-09-06,-0.0245997939
AOI-0028,2017-04-26,-0.0635701287
AOI-0028,2017-07-23,-0.0394321169
AOI-0028,2017-08-09,-0.0108134864
AOI-0028,2017-08-13,0.0594929760
AOI-0028,2017-08-29,-0.0331725492
AOI-0028,2017-09-17,0.0120118004
AOI-0028,2018-05-11,-0.0618447833
AOI-0028,2018-08-19,0.0304367021
AOI-0028,2018-08-29,0.0523578016
AOI-0028,2018-09-12,-0.0435398594
AOI-0028,2018-10-08,-0.0029810704
AOI-0028,2019-04-06,-0.0121409675
AOI-0028,2019-05-02,0.0580095053
AOI-0028,2019-05-25,0.0565261555
AOI-0028,2019-06-27,0.0232568263
AOI-0028,2019-08-09,0.0081568566
AOI-0028,2019-08-24,-0.0731049883
AOI-0028,2019-10-17,0.0030887158
AOI-0028,2020-04-25,-0.0413305137
AOI-0028,2020-05-04,0.1504363694
AOI-0028,2020-05-08,0.0493910658
AOI-0028,2020-05-30,-0.0768646745
AOI-0028,2020-07-14,-0.0833345704
AOI-0028,2020-08-03,-0.1453885189
AOI-0028,2020-08-08,0.0354980821
AOI-0028,2020-09-02,0.0034992388
AOI-0028,2020-09-13,0.0688445387
AOI-0028,2021-06-14,-0.0612854851
AOI-0028,2021-06-16,0.0142034171
AOI-0028,2021-06-24,-0.0542764573
AOI-0028,2021-06-26,-0.0447548649
AOI-0028,2021-07-24,0.0296077638
AOI-0028,2021-10-27,-0.0022033971
AOI-0028,2022-04-07,0.0284078189
AOI-0028,2022-04-23,0.2198580600
AOI-0028,2022-06-09,0.0001488813
AOI-0028,2022-06-29,-0.0118135368
AOI-0028,2022-07-28,-0.0492017936
AOI-0028,2022-08-03,-0.0342009596
AOI-0028,2022-08-08,0.0258384901
AOI-0028,2022-08-30,0.0390139293
AOI-0028,2022-10-01,0.0041646643
AOI-0028,2023-04-07,0.0237661854
AOI-0028,2023-04-11,-0.0356492781
AOI-0028,2023-05-05,0.0488920148
AOI-0028,2023-05-09,0.0083971087
AOI-0028,2023-06-09,0.0013606589
AOI-0028,2023-08-06,0.0143291061
AOI-0028,2023-08-23,-0.0583638675
AOI-0028,2023-08-29,-0.0020598161
AOI-0028,2023-09-22,-0.0118481417
AOI-0028,2023-09-24,-0.0114851965
AOI-0028,2023-09-30,0.0487025112
AOI-0028,2024-05-07,0.0000000000
AOI-0028,2024-05-23,-0.0214386028
AOI-0028,2024-05-24,-0.0152090249
AOI-0028,2024-07-27,0.0027364574
AOI-0028,2024-08-03,0.0000000000
AOI-0028,2024-08-12,0.0761536972
AOI-0028,2024-09-11,-0.0058914473
AOI-0028,2024-09-16,-0.0005325779
AOI-0028,2025-04-07,0.0204684825
AOI-0028,2025-05-24,0.0069119339
AOI-0028,2025-05-31,-0.0837595320
AOI-0028,2025-06-11,0.0444806565
AOI-0028,2025-06-26,0.0692036970
AOI-0028,2025-06-27,0.1037314422
AOI-0028,2025-07-10,-0.0372988448
AOI-0028,2025-07-13,-0.0028681279
AOI-0028,2025-07-23,-0.0143708849
AOI-0028,2025-08-13,0.0660422212
AOI-0028,2025-09-08,-0.0150895620
AOI-0028,2025-09-11,0.0139190321
AOI-0028,2025-10-16,-0.1083802150
AOI-0028,2025-10-28,0.0895498190
AOI-0029,2025-04-04,-0.1203110389
AOI-0029,2025-04-24,-0.0340152896
AOI-0029,2025-06-08,-0.0291993424
AOI-0029,2025-06-10,-0.0468641498
AOI-0029,2025-06-11,0.0444806565
AOI-0029,2025-06-13,0.0047669867
AOI-0029,2025-07-29,0.0462684668
AOI-0029,2025-08-02,-0.1393021277
AOI-0029,2025-08-19,-0.0129392610
AOI-0029,2025-09-11,0.0139190321
AOI-0029,2025-09-16,-0.0223232669
AOI-0030,2025-04-21,0.0003233257
AOI-0030,2025-04-24,-0.0340152896
AOI-0030,2025-06-10,-0.0742840931
AOI-0030,2025-08-07,-0.0130360433
AOI-0031,2010-06-04,-0.0025784470
AOI-0031,2010-09-14,0.0363148146
AOI-0031,2011-04-23,0.0404038533
AOI-0031,2011-06-10,-0.0053228723
AOI-0031,2011-07-09,0.0035036124
AOI-0031,2011-08-11,-0.0023185601
AOI-0031,2011-08-18,0.0242575374
AOI-0031,2011-08-19,-0.0244409330
AOI-0031,2011-09-19,0.0105133867
AOI-0031,2012-04-06,0.0303319928
AOI-0031,2012-04-15,-0.0202213285
AOI-0031,2013-04-07,0.0039953557
AOI-0031,2013-05-09,0.0401482763
AOI-0031,2013-05-12,0.0239712569
AOI-0031,2013-05-25,0.0317092020
AOI-0031,2013-06-12,-0.0335714463
AOI-0031,2013-06-28,-0.0460448927
AOI-0031,2013-07-23,-0.0169552525
AOI-0031,2013-08-13,0.0184427853
AOI-0031,2013-10-16,0.0187600733
AOI-0031,2014-05-23,-0.0700497864
AOI-0031,2014-06-23,-0.0150257472
AOI-0031,2014-07-17,0.0018563866
AOI-0031,2014-07-28,0.0095373726
AOI-0031,2014-08-02,-0.0387654289
AOI-0031,2014-08-13,0.0109531791
AOI-0031,2014-10-14,-0.0237566180
AOI-0031,2015-09-22,-0.0243999653
AOI-0031,2015-10-16,0.0291915433
AOI-0031,2016-04-01,0.0000000000
AOI-0031,2016-04-17,-0.0141189013
AOI-0031,2016-04-22,0.0182101891
AOI-0031,2016-05-03,-0.0089927947
AOI-0031,2016-05-24,0.0000000000
AOI-0031,2016-06-09,0.0597105716
AOI-0031,2016-06-12,0.0455997366
AOI-0031,2016-06-20,-0.0812428108
AOI-0031,2016-06-25,0.0644137212
AOI-0031,2016-07-30,0.0000000000
AOI-0031,2017-05-06,0.0111939780
AOI-0031,2017-06-07,-0.0789294333
AOI-0031,2017-08-03,-0.0028826870
AOI-0031,2017-08-13,0.0060192574
AOI-0031,2017-09-04,-0.0069603058
AOI-0031,2017-09-22,0.0054910735
AOI-0031,2018-04-23,0.0055183302
AOI-0031,2018-05-02,-0.0093271799
AOI-0031,2018-05-18,-0.0255300812
AOI-0031,2018-06-03,-0.0328724094
AOI-0031,2018-06-10,0.0429576946
AOI-0031,2018-06-11,0.0550410189
AOI-0031,2018-07-13,0.0039402656
AOI-0031,2018-09-06,0.0235078137
AOI-0031,2018-09-14,-0.0020449018
AOI-0031,2018-10-07,0.0000000000
AOI-0031,2018-10-12,0.0252437352
AOI-0031,2019-04-10,-0.0297161548
AOI-0031,2019-06-14,0.0124185443
AOI-0031,2019-06-22,-0.0434893630
AOI-0031,2019-07-09,
AOI-0031,2019-07-23,
AOI-0031,2019-08-08,0.0014648491
AOI-0031,2019-08-31,-0.0017286748
AOI-0031,2019-09-17,0.0229257557
AOI-0031,2019-10-03,-0.0101477491
AOI-0031,2019-10-10,-0.0015987225
AOI-0031,2019-10-12,-0.1107500068
AOI-0031,2019-10-22,-0.0592256955
AOI-0031,2020-04-13,0.0035283367
AOI-0031,2020-06-01,
AOI-0031,2020-06-06,-0.0073794743
AOI-0031,2020-07-11,0.0090895825
AOI-0031,2020-07-18,-0.0039416347
AOI-0031,2020-07-28,-0.0027489287
AOI-0031,2020-08-07,-0.0069740092
AOI-0031,2020-08-17,-0.0017929901
AOI-0031,2020-08-22,-0.0109457851
AOI-0031,2020-09-27,0.0305524585
AOI-0031,2020-10-13,0.0547921286
AOI-0031,2020-10-19,-0.0857808731
AOI-0031,2020-10-21,0.0253411423
AOI-0031,2021-04-07,0.0493891662
AOI-0031,2021-05-17,0.0129664671
AOI-0031,2021-06-11,0.0073370038
AOI-0031,2021-07-01,0.0125517696
AOI-0031,2021-07-16,-0.0366463816
AOI-0031,2021-07-21,-0.0055393022
AOI-0031,2021-08-06,0.0473507287
AOI-0031,2021-08-25,0.0197149431
AOI-0031,2021-08-30,-0.0076857792
AOI-0031,2022-05-14,-0.0154865989
AOI-0031,2022-06-10,-0.0027142778
AOI-0031,2022-06-11,0.1211720966
AOI-0031,2022-06-20,-0.1038744083
AOI-0031,2022-06-21,-0.1369758602
AOI-0031,2022-07-08,-0.1045724287
AOI-0031,2022-07-12,0.0425684215
AOI-0031,2022-09-08,0.0023550094
AOI-0031,2022-09-09,0.0000000000
AOI-0031,2022-09-10,0.0263606832
AOI-0031,2022-09-11,-0.0036376789
AOI-0031,2022-09-26,-0.0706168204
AOI-0031,2022-09-29,-0.0293908103
AOI-0031,2023-04-04,-0.0787272373
AOI-0031,2023-04-27,-0.0205630885
AOI-0031,2023-05-17,-0.0318281600
AOI-0031,2023-06-17,0.0873620270
AOI-0031,2023-06-23,-0.0332562598
AOI-0031,2023-06-26,-0.0108450336
AOI-0031,2023-07-11,0.0870427838
AOI-0031,2023-08-15,-0.0050399723
AOI-0031,2023-09-19,-0.0056115878
AOI-0031,2023-09-20,0.0368341163
AOI-0031,2023-09-30,0.0482633519
AOI-0031,2023-10-15,0.0207664451
AOI-0031,2023-10-24,-0.0579811555
AOI-0031,2024-05-03,-0.0329128600
AOI-0031,2024-06-02,-0.0336064861
AOI-0031,2024-07-02,0.0032086633
AOI-0031,2024-07-10,-0.0164702507
AOI-0031,2024-07-13,0.0320894547
AOI-0031,2024-08-09,-0.0061278231
AOI-0031,2024-08-16,-0.0065332457
AOI-0031,2024-08-26,-0.0469001562
AOI-0031,2025-04-19,0.0228578112
AOI-0031,2025-04-23,-0.0334829853
AOI-0031,2025-06-21,0.0405194813
AOI-0031,2025-07-12,-0.0030023028
AOI-0031,2025-07-15,-0.0471330770
AOI-0031,2025-08-06,-0.0081460834
AOI-0031,2025-08-09,-0.0243861663
AOI-0031,2025-09-08,-0.0303188827
AOI-0031,2025-09-15,-0.0113119534
AOI-0031,2025-09-17,0.0179327333
AOI-0031,2025-10-02,-0.0040776126
AOI-0031,2025-10-22,-0.0520817129
AOI-0032,2010-06-04,-0.0025784470
AOI-0032,2010-06-10,0.0451996940
AOI-0032,2010-06-20,-0.0681307999
AOI-0032,2010-07-12,0.0292666629
AOI-0032,2010-08-16,-0.0006777444
AOI-0032,2010-09-14,0.0363148146
AOI-0032,2010-09-30,0.0000000000
AOI-0032,2011-07-12,0.0511816156
AOI-0032,2011-08-29,0.0683391368
AOI-0032,2011-09-11,-0.0304002173
AOI-0032,2011-09-28,-0.0493226049
AOI-0032,2012-04-06,0.0303319928
AOI-0032,2012-05-01,-0.0208956890
AOI-0032,2012-06-25,0.0037348398
AOI-0032,2012-10-08,0.0169607269
AOI-0032,2013-05-19,-0.0732469323
AOI-0032,2013-05-20,-0.0297038241
AOI-0032,2013-06-10,0.0083997415
AOI-0032,2013-06-12,-0.0335714463
AOI-0032,2013-06-13,-0.0012791281
AOI-0032,2013-07-22,0.0169552525
AOI-0032,2013-07-30,-0.0568670390
AOI-0032,2013-08-13,0.0184427853
AOI-0032,2013-08-29,0.0000000000
AOI-0032,2013-09-14,0.0000000000
AOI-0032,2014-06-16,0.0262688876
AOI-0032,2014-06-26,0.0438530310
AOI-0032,2014-07-12,0.0527614564
AOI-0032,2014-09-03,-0.0361543595
AOI-0032,2015-04-23,0.0078818358
AOI-0032,2015-06-18,-0.0811449042
AOI-0032,2015-07-13,-0.0401905263
AOI-0032,2015-09-15,-0.0288116021
AOI-0032,2015-09-23,0.0138185979
AOI-0032,2015-09-30,0.0239601284
AOI-0032,2016-04-06,0.0592629213
AOI-0032,2016-04-10,-0.0207667396
AOI-0032,2016-05-03,-0.0089927947
AOI-0032,2016-06-09,0.0597105716
AOI-0032,2016-06-28,0.0373411024
AOI-0032,2016-07-15,-0.0372080772
AOI-0032,2016-07-30,0.0000000000
AOI-0032,2016-08-16,-0.0371756137
AOI-0032,2016-09-09,-0.0018116617
AOI-0032,2016-10-18,0.0157350886
AOI-0032,2017-04-04,-0.0037591630
AOI-0032,2017-04-28,-0.0571736813
AOI-0032,2017-05-09,0.0075760062
AOI-0032,2017-07-02,-0.0293551032
AOI-0032,2017-08-02,0.0471218507
AOI-0032,2017-08-11,-0.0045852101
AOI-0032,2017-08-19,-0.0061195828
AOI-0032,2017-08-27,0.0469288544
AOI-0032,2017-09-03,0.0071634317
AOI-0032,2017-09-12,0.0130895794
AOI-0032,2018-04-15,0.0469717817
AOI-0032,2018-06-10,0.0429576946
AOI-0032,2018-06-19,-0.0333955277
AOI-0032,2018-09-14,-0.0020449018
AOI-0032,2018-09-23,-0.0107113835
AOI-0032,2018-09-30,-0.0242947648
AOI-0032,2018-10-07,0.0000000000
AOI-0032,2018-10-12,0.0252437352
AOI-0032,2019-04-26,-0.0120101608
AOI-0032,2019-04-28,-0.0205811196
AOI-0032,2019-05-18,0.0154918115
AOI-0032,2019-05-20,0.0155682670
AOI-0032,2019-05-30,-0.0045187904
AOI-0032,2019-06-14,0.0124185443
AOI-0032,2019-06-19,-0.0120585097
AOI-0032,2019-07-23,
AOI-0032,2019-09-25,-0.0839314316
AOI-0032,2019-10-05,-0.0718302505
AOI-0032,2019-10-11,0.0393644315
AOI-0032,2019-10-25,-0.0618651332
AOI-0032,2019-10-28,0.0082981457
AOI-0032,2020-05-27,0.0085669322
AOI-0032,2020-05-30,0.0430879358
AOI-0032,2020-06-24,-0.0863041072
AOI-0032,2020-06-26,0.0213960172
AOI-0032,2020-08-05,-0.0020534626
AOI-0032,2020-08-07,-0.0069740092
AOI-0032,2020-09-13,0.0479030665
AOI-0032,2020-09-28,-0.0237789837
AOI-0032,2020-09-29,0.0055637866
AOI-0032,2020-10-05,-0.0057284061
AOI-0032,2020-10-06,0.0232942827
AOI-0032,2020-10-24,0.0005154895
AOI-0032,2021-04-04,0.0000000000
AOI-0032,2021-04-23,0.0297465654
AOI-0032,2021-05-01,0.0000000000
AOI-0032,2021-05-25,0.1082443370
AOI-0032,2021-06-18,0.0019479744
AOI-0032,2021-07-01,0.0125517696
AOI-0032,2021-07-18,-0.0077727135
AOI-0032,2021-09-06,0.0086018243
AOI-0032,2021-09-15,0.0285298413
AOI-0032,2021-10-08,0.0006354625
AOI-0032,2022-04-26,-0.0153242062
AOI-0032,2022-05-09,-0.0498435538
AOI-0032,2022-05-13,0.0011956041
AOI-0032,2022-05-29,0.0744551729
AOI-0032,2022-06-06,-0.0307466379
AOI-0032,2022-06-13,0.0774229824
AOI-0032,2022-06-30,0.0449471309
AOI-0032,2022-08-01,0.0564772429
AOI-0032,2022-08-02,-0.0022825040
AOI-0032,2022-08-15,-0.0168668217
AOI-0032,2022-08-24,0.0323725268
AOI-0032,2022-08-29,0.0509957692
AOI-0032,2022-09-11,-0.0036376789
AOI-0032,2023-04-07,0.0398059835
AOI-0032,2023-04-12,-0.0311547742
AOI-0032,2023-05-12,-0.0300934334
AOI-0032,2023-05-15,0.0188896773
AOI-0032,2023-05-24,-0.0091288151
AOI-0032,2023-06-06,0.0115277298
AOI-0032,2023-06-18,-0.0348288874
AOI-0032,2023-07-26,0.0000374741
AOI-0032,2023-07-28,0.0795816121
AOI-0032,2023-08-08,0.0253192647
AOI-0032,2023-09-01,-0.0309262344
AOI-0032,2023-09-11,-0.0091575240
AOI-0032,2023-09-24,-0.0038489564
AOI-0032,2024-04-07,0.0502341521
AOI-0032,2024-05-06,0.0010354041
AOI-0032,2024-06-03,0.0055605690
AOI-0032,2024-07-12,-0.0089177447
AOI-0032,2024-07-25,0.0354493907
AOI-0032,2024-07-30,-0.0060774327
AOI-0032,2024-08-22,-0.0059019694
AOI-0032,2024-08-30,0.0063733870
AOI-0032,2024-09-13,-0.0071564295
AOI-0032,2024-09-18,0.0118941477
AOI-0032,2024-10-05,-0.0039321897
