anon_polygon_id,date,primary_ndvi_pred_leader,primary_ndvi_pred_archive,year,cohort,delta
AOI-0017,2022-08-30,0.5279847000,0.5069137577,2022,new,-0.0210709423
AOI-0017,2022-09-17,0.4328896000,0.4336821975,2022,new,0.0007925975
AOI-0017,2022-10-19,0.4635774000,0.4945821365,2022,new,0.0310047365
AOI-0017,2023-04-02,0.5338829300,0.4967538629,2023,new,-0.0371290671
AOI-0017,2023-05-06,0.6371294800,0.6381383154,2023,new,0.0010088354
AOI-0017,2023-06-11,0.6129168600,0.6727259196,2023,new,0.0598090596
AOI-0017,2023-06-19,0.6415155000,0.6473558044,2023,new,0.0058403044
AOI-0017,2023-06-22,0.6654050100,0.6731083050,2023,new,0.0077032950
AOI-0017,2023-07-24,0.6016521700,0.6299349482,2023,new,0.0282827782
AOI-0017,2023-09-19,0.4860471400,0.4719959829,2023,new,-0.0140511571
AOI-0017,2023-10-12,0.2959187400,0.2867637023,2023,new,-0.0091550377
AOI-0017,2023-10-16,0.3645872200,0.3782539908,2023,new,0.0136667708
AOI-0017,2023-10-21,0.2950188900,0.2764551356,2023,new,-0.0185637544
AOI-0017,2024-04-04,0.5168835800,0.5074214915,2024,new,-0.0094620885
AOI-0017,2024-06-05,0.2379001500,0.2385117976,2024,new,0.0006116476
AOI-0017,2024-06-13,0.2268759200,0.2123249482,2024,new,-0.0145509718
AOI-0017,2024-06-28,0.2275221200,0.2298302888,2024,new,0.0023081688
AOI-0017,2024-07-19,0.2540638000,0.2425472713,2024,new,-0.0115165287
AOI-0017,2024-08-22,0.2180726200,0.2094153814,2024,new,-0.0086572386
AOI-0017,2024-09-01,0.2617462800,0.2439236117,2024,new,-0.0178226683
AOI-0017,2024-09-21,0.2692444600,0.2704515362,2024,new,0.0012070762
AOI-0017,2024-09-29,0.2599822000,0.2650889938,2024,new,0.0051067938
AOI-0017,2024-10-08,0.1748419300,0.1625994200,2024,new,-0.0122425100
AOI-0017,2024-10-22,0.2636608200,0.2606035607,2024,new,-0.0030572593
AOI-0017,2025-05-04,0.8610028300,0.8709538590,2025,new,0.0099510290
AOI-0017,2025-05-27,0.7805588100,0.8049324924,2025,new,0.0243736824
AOI-0017,2025-06-07,0.6121021200,0.6407428336,2025,new,0.0286407136
AOI-0017,2025-06-28,0.3284878600,0.3374392947,2025,new,0.0089514347
AOI-0017,2025-07-07,0.2683268100,0.2659026831,2025,new,-0.0024241269
AOI-0017,2025-08-23,0.2188745300,0.2148367098,2025,new,-0.0040378202
AOI-0017,2025-09-01,0.1662886400,0.1702370814,2025,new,0.0039484414
AOI-0017,2025-10-02,0.2820207300,0.2731759922,2025,new,-0.0088447378
AOI-0018,2025-04-19,0.8312254700,0.8426337511,2025,new,0.0114082811
AOI-0018,2025-05-27,0.6724163600,0.6953417553,2025,new,0.0229253953
AOI-0018,2025-06-13,0.2971889300,0.2674348204,2025,new,-0.0297541096
AOI-0018,2025-06-15,0.2707029000,0.2640192920,2025,new,-0.0066836080
AOI-0018,2025-07-05,0.2471905300,0.2314855079,2025,new,-0.0157050221
AOI-0018,2025-07-07,0.2436069800,0.2654744994,2025,new,0.0218675194
AOI-0018,2025-07-14,0.2481724500,0.2483976082,2025,new,0.0002251582
AOI-0018,2025-07-21,0.2994503900,0.2832530945,2025,new,-0.0161972955
AOI-0018,2025-08-19,0.1746124300,0.1625571564,2025,new,-0.0120552736
AOI-0018,2025-08-27,0.1675508600,0.1671519084,2025,new,-0.0003989516
AOI-0018,2025-09-08,0.1358974700,0.1343849273,2025,new,-0.0015125427
AOI-0018,2025-09-24,0.2278367100,0.2158433596,2025,new,-0.0119933504
AOI-0018,2025-10-17,0.2713895500,0.2571596860,2025,new,-0.0142298640
AOI-0019,2025-04-14,0.4971236700,0.5021361445,2025,shared,0.0050124745
AOI-0019,2025-04-17,0.5372446000,0.5485190128,2025,shared,0.0112744128
AOI-0019,2025-04-28,0.5545714100,0.5664608085,2025,shared,0.0118893985
AOI-0019,2025-05-14,0.5857735200,0.5883461156,2025,shared,0.0025725956
AOI-0019,2025-05-25,0.6379668400,0.6473340049,2025,shared,0.0093671649
AOI-0019,2025-06-15,0.3896050200,0.3985869918,2025,shared,0.0089819718
AOI-0019,2025-06-27,0.4429916600,0.4650299422,2025,shared,0.0220382822
AOI-0019,2025-06-30,0.3671227200,0.3856172458,2025,shared,0.0184945258
AOI-0019,2025-07-10,0.2929020600,0.2811215941,2025,shared,-0.0117804659
AOI-0019,2025-07-14,0.3025893800,0.3136234906,2025,shared,0.0110341106
AOI-0019,2025-08-14,0.3140144300,0.3295510528,2025,shared,0.0155366228
AOI-0019,2025-08-31,0.2185200600,0.2088628535,2025,shared,-0.0096572065
AOI-0019,2025-09-15,0.2270274800,0.2401695315,2025,shared,0.0131420515
AOI-0019,2025-09-23,0.2347497900,0.2313469730,2025,shared,-0.0034028170
AOI-0019,2025-09-24,0.2575598400,0.2532785664,2025,shared,-0.0042812736
AOI-0019,2025-10-18,0.2191268500,0.2043342991,2025,shared,-0.0147925509
AOI-0020,2025-04-18,0.2590591100,0.2729538388,2025,shared,0.0138947288
AOI-0020,2025-04-23,0.4964512600,0.4982591143,2025,shared,0.0018078543
AOI-0020,2025-05-03,0.4428065000,0.4376872172,2025,shared,-0.0051192828
AOI-0020,2025-06-03,0.6428753300,0.6725119325,2025,shared,0.0296366025
AOI-0020,2025-06-11,0.4069563900,0.5374835451,2025,shared,0.1305271551
AOI-0020,2025-07-12,0.3932828700,0.4084544702,2025,shared,0.0151716002
AOI-0020,2025-07-21,0.3717575600,0.3840138961,2025,shared,0.0122563361
AOI-0020,2025-07-29,0.3368789800,0.3447038469,2025,shared,0.0078248669
AOI-0020,2025-07-30,0.2723402700,0.3008830635,2025,shared,0.0285427935
AOI-0020,2025-08-19,0.2369829500,0.2474966421,2025,shared,0.0105136921
AOI-0020,2025-10-13,0.1400247800,0.0849557290,2025,shared,-0.0550690510
AOI-0021,2025-04-28,0.3627958200,0.3794207123,2025,shared,0.0166248923
AOI-0021,2025-05-27,0.5391430900,0.5620864121,2025,shared,0.0229433221
AOI-0021,2025-06-03,0.5631827400,0.5916153076,2025,shared,0.0284325676
AOI-0021,2025-07-06,0.3907169800,0.3721470921,2025,shared,-0.0185698879
AOI-0021,2025-07-18,0.3144328200,0.3155981287,2025,shared,0.0011653087
AOI-0021,2025-07-29,0.3423696100,0.3548459463,2025,shared,0.0124763363
AOI-0021,2025-08-07,0.2632378800,0.2680581267,2025,shared,0.0048202467
AOI-0021,2025-08-22,0.2350551400,0.2333734201,2025,shared,-0.0016817199
AOI-0021,2025-08-30,0.2621546000,0.2509280351,2025,shared,-0.0112265649
AOI-0021,2025-09-15,0.2164352700,0.2127076230,2025,shared,-0.0037276470
AOI-0021,2025-09-24,0.2598209700,0.2505748102,2025,shared,-0.0092461598
AOI-0021,2025-10-03,0.2063603400,0.1887767737,2025,shared,-0.0175835663
AOI-0022,2025-04-01,0.5232756100,0.4881498197,2025,shared,-0.0351257903
AOI-0022,2025-05-03,0.8466686300,0.8508886479,2025,shared,0.0042200179
AOI-0022,2025-05-06,0.8352862800,0.8488427670,2025,shared,0.0135564870
AOI-0022,2025-05-25,0.8192881100,0.8430382504,2025,shared,0.0237501404
AOI-0022,2025-05-28,0.8338533500,0.8374285447,2025,shared,0.0035751947
AOI-0022,2025-07-08,0.1967908400,0.1934417211,2025,shared,-0.0033491189
AOI-0022,2025-07-17,0.1405991500,0.1450113296,2025,shared,0.0044121796
AOI-0022,2025-07-21,0.2017893300,0.2095309402,2025,shared,0.0077416102
AOI-0022,2025-08-27,0.1523106000,0.1547794958,2025,shared,0.0024688958
AOI-0022,2025-08-31,0.1777122500,0.1783770805,2025,shared,0.0006648305
AOI-0022,2025-09-23,0.1711012200,0.1691530199,2025,shared,-0.0019482001
AOI-0022,2025-09-24,0.1962950900,0.1901023637,2025,shared,-0.0061927263
AOI-0022,2025-09-30,0.2541935500,0.2586456833,2025,shared,0.0044521333
AOI-0023,2025-04-16,0.1868640300,0.1905120145,2025,shared,0.0036479845
AOI-0023,2025-04-17,0.2287662600,0.2367527609,2025,shared,0.0079865009
AOI-0023,2025-04-24,0.1873160200,0.2024937521,2025,shared,0.0151777321
AOI-0023,2025-05-01,0.1994304700,0.2005461966,2025,shared,0.0011157266
AOI-0023,2025-05-04,0.2145997800,0.2015058821,2025,shared,-0.0130938979
AOI-0023,2025-06-27,0.7584996300,0.7774459005,2025,shared,0.0189462705
AOI-0023,2025-07-05,0.7362928700,0.7388637702,2025,shared,0.0025709002
AOI-0023,2025-07-14,0.3482288600,0.3749738965,2025,shared,0.0267450365
AOI-0023,2025-07-15,0.3041400800,0.3315186030,2025,shared,0.0273785230
AOI-0023,2025-08-14,0.1620992000,0.1577728328,2025,shared,-0.0043263672
AOI-0023,2025-08-22,0.1502244600,0.1494468407,2025,shared,-0.0007776193
AOI-0023,2025-08-30,0.1973181800,0.1923196290,2025,shared,-0.0049985510
AOI-0023,2025-09-21,0.1655695300,0.1671898082,2025,shared,0.0016202782
AOI-0023,2025-09-23,0.1814833600,0.1788540235,2025,shared,-0.0026293365
AOI-0023,2025-10-17,0.2300873700,0.2372192493,2025,shared,0.0071318793
AOI-0024,2025-04-07,0.3584463900,0.3057041860,2025,new,-0.0527422040
AOI-0024,2025-04-23,0.3562453800,0.3307549094,2025,new,-0.0254904706
AOI-0024,2025-05-25,0.4625071200,0.4124136864,2025,new,-0.0500934336
AOI-0024,2025-05-28,0.2898731600,0.2569942665,2025,new,-0.0328788935
AOI-0024,2025-06-05,0.3219429600,0.3004337814,2025,new,-0.0215091786
AOI-0024,2025-07-03,0.5254896300,0.5413172686,2025,new,0.0158276386
AOI-0024,2025-07-21,0.4001093700,0.4093350189,2025,new,0.0092256489
AOI-0024,2025-07-25,0.3196179300,0.3322597880,2025,new,0.0126418580
AOI-0024,2025-08-06,0.3440129400,0.3342827255,2025,new,-0.0097302145
AOI-0024,2025-08-09,0.2790695700,0.2908302470,2025,new,0.0117606770
AOI-0024,2025-09-14,0.2905168000,0.3109302064,2025,new,0.0204134064
AOI-0024,2025-09-21,0.1969414000,0.1981639142,2025,new,0.0012225142
AOI-0024,2025-09-30,0.2503485100,0.2467799038,2025,new,-0.0035686062
AOI-0024,2025-10-02,0.2128562000,0.2095040719,2025,new,-0.0033521281
AOI-0024,2025-10-18,0.1901242400,0.1964253976,2025,new,0.0063011576
AOI-0025,2025-04-14,0.1816765200,0.1718105884,2025,new,-0.0098659316
AOI-0025,2025-04-23,0.3118441000,0.2857621324,2025,new,-0.0260819676
AOI-0025,2025-04-24,0.1771235300,0.1770709392,2025,new,-0.0000525908
AOI-0025,2025-04-29,0.1880910000,0.1768830930,2025,new,-0.0112079070
AOI-0025,2025-05-09,0.3506715700,0.3175097555,2025,new,-0.0331618145
AOI-0025,2025-06-03,0.2083359300,0.1951920344,2025,new,-0.0131438956
AOI-0025,2025-06-13,0.1937692000,0.1904170323,2025,new,-0.0033521677
AOI-0025,2025-06-27,0.1843631200,0.1844846408,2025,new,0.0001215208
AOI-0025,2025-07-21,0.2054398400,0.1946128574,2025,new,-0.0108269826
AOI-0025,2025-08-07,0.1535176300,0.1586540361,2025,new,0.0051364061
AOI-0025,2025-08-30,0.1992682300,0.1890242035,2025,new,-0.0102440265
AOI-0025,2025-09-07,0.2034713100,0.1929255768,2025,new,-0.0105457332
AOI-0025,2025-09-14,0.2654191700,0.2471256633,2025,new,-0.0182935067
AOI-0025,2025-10-17,0.4133911200,0.4607622454,2025,new,0.0473711254
AOI-0026,2025-04-07,0.6739772000,0.6959029313,2025,shared,0.0219257313
AOI-0026,2025-04-24,0.8370588300,0.8235932898,2025,shared,-0.0134655402
AOI-0026,2025-05-09,0.8647836000,0.8609411760,2025,shared,-0.0038424240
AOI-0026,2025-06-13,0.6286946000,0.6384766846,2025,shared,0.0097820846
AOI-0026,2025-07-08,0.2275467900,0.2331520556,2025,shared,0.0056052656
AOI-0026,2025-07-10,0.2099644700,0.2136656971,2025,shared,0.0037012271
AOI-0026,2025-07-12,0.2543072500,0.2733116865,2025,shared,0.0190044365
AOI-0026,2025-07-13,0.2002696000,0.2186973067,2025,shared,0.0184277067
AOI-0026,2025-07-18,0.1803732300,0.2138201118,2025,shared,0.0334468818
AOI-0026,2025-07-30,0.1375289000,0.1409813266,2025,shared,0.0034524266
AOI-0026,2025-08-19,0.1489689500,0.1543922488,2025,shared,0.0054232988
AOI-0026,2025-09-08,0.1220815200,0.1272520060,2025,shared,0.0051704860
AOI-0026,2025-09-23,0.1768616700,0.1653207974,2025,shared,-0.0115408726
AOI-0026,2025-09-30,0.3054908200,0.3276603067,2025,shared,0.0221694867
AOI-0027,2025-04-16,0.7448355200,0.7729237256,2025,shared,0.0280882056
AOI-0027,2025-04-24,0.7953925600,0.8007091792,2025,shared,0.0053166192
AOI-0027,2025-06-13,0.4962122600,0.5267746522,2025,shared,0.0305623922
AOI-0027,2025-06-27,0.4047771300,0.4013098442,2025,shared,-0.0034672858
AOI-0027,2025-07-05,0.2878570900,0.2900548966,2025,shared,0.0021978066
AOI-0027,2025-07-12,0.3678536400,0.3381601832,2025,shared,-0.0296934568
AOI-0027,2025-07-13,0.2601811400,0.2504700418,2025,shared,-0.0097110982
AOI-0027,2025-07-23,0.2456040300,0.2258717418,2025,shared,-0.0197322882
AOI-0027,2025-07-29,0.3041628200,0.3012303085,2025,shared,-0.0029325115
AOI-0027,2025-08-19,0.2623039200,0.2624661009,2025,shared,0.0001621809
AOI-0027,2025-08-30,0.2587111100,0.2457433759,2025,shared,-0.0129677341
AOI-0027,2025-09-16,0.2349987100,0.2318058377,2025,shared,-0.0031928723
AOI-0027,2025-10-16,0.5734495600,0.6177820258,2025,shared,0.0443324658
AOI-0028,2010-04-07,0.6416241300,0.5919037079,2010,new,-0.0497204221
AOI-0028,2010-04-15,0.5780871300,0.5271193733,2010,new,-0.0509677567
AOI-0028,2010-10-24,0.1909871400,0.1851609313,2010,new,-0.0058262087
AOI-0028,2011-05-25,0.5374605300,0.5662640248,2011,new,0.0288034948
AOI-0028,2011-07-28,0.5942717100,0.5907419827,2011,new,-0.0035297273
AOI-0028,2011-08-08,0.5420838200,0.5278936252,2011,new,-0.0141901948
AOI-0028,2011-10-11,0.2268938700,0.2341115975,2011,new,0.0072177275
AOI-0028,2012-04-22,0.7689996100,0.7700923452,2012,new,0.0010927352
AOI-0028,2012-09-27,0.1577358000,0.1641782812,2012,new,0.0064424812
AOI-0028,2012-10-15,0.2704030500,0.2727252844,2012,new,0.0023222344
AOI-0028,2013-04-07,0.3092741700,0.3293165499,2013,new,0.0200423799
AOI-0028,2013-06-10,0.3230843800,0.3256113937,2013,new,0.0025270137
AOI-0028,2013-06-26,0.3085938300,0.3099513810,2013,new,0.0013575510
AOI-0028,2013-08-29,0.2872263300,0.2933389337,2013,new,0.0061126037
AOI-0028,2014-04-07,0.7020601500,0.7640402451,2014,new,0.0619800951
AOI-0028,2014-05-04,0.9003478200,0.8801568449,2014,new,-0.0201909751
AOI-0028,2014-07-28,0.2717270600,0.2717106418,2014,new,-0.0000164182
AOI-0028,2014-10-11,0.1943007700,0.2017019205,2014,new,0.0074011505
AOI-0028,2015-04-13,0.2069893600,0.2263465358,2015,new,0.0193571758
AOI-0028,2015-08-27,0.3010475200,0.3162568030,2015,new,0.0152092830
AOI-0028,2015-09-28,0.1822011500,0.1972733649,2015,new,0.0150722149
AOI-0028,2016-04-07,0.6893070400,0.7133619033,2016,new,0.0240548633
AOI-0028,2016-04-23,0.7739509500,0.7922248190,2016,new,0.0182738690
AOI-0028,2016-06-09,0.6412438300,0.6646463066,2016,new,0.0234024766
AOI-0028,2016-06-10,0.6847923200,0.6759267382,2016,new,-0.0088655818
AOI-0028,2016-06-25,0.3636195700,0.3397758406,2016,new,-0.0238437294
AOI-0028,2016-07-27,0.2767761800,0.2939863792,2016,new,0.0172101992
AOI-0028,2016-09-06,0.1911795400,0.2017836888,2016,new,0.0106041488
AOI-0028,2017-04-26,0.2859463400,0.2914661222,2017,new,0.0055197822
AOI-0028,2017-07-23,0.2322931000,0.2331688238,2017,new,0.0008757238
AOI-0028,2017-08-09,0.1578102700,0.1543466020,2017,new,-0.0034636680
AOI-0028,2017-08-13,0.2508967600,0.2507450441,2017,new,-0.0001517159
AOI-0028,2017-08-29,0.2137241500,0.2075753021,2017,new,-0.0061488479
AOI-0028,2017-09-17,0.2439177000,0.2454727926,2017,new,0.0015550926
AOI-0028,2018-05-11,0.8809952100,0.8778790901,2018,new,-0.0031161199
AOI-0028,2018-08-19,0.2116150300,0.1926486303,2018,new,-0.0189663997
AOI-0028,2018-08-29,0.2355136300,0.2431590477,2018,new,0.0076454177
AOI-0028,2018-09-12,0.2139999900,0.2122882473,2018,new,-0.0017117427
AOI-0028,2018-10-08,0.1659312700,0.1712403695,2018,new,0.0053090995
AOI-0028,2019-04-06,0.1489452300,0.1396199627,2019,new,-0.0093252673
AOI-0028,2019-05-02,0.2615931800,0.2923647638,2019,new,0.0307715838
AOI-0028,2019-05-25,0.4070082900,0.3866308827,2019,new,-0.0203774073
AOI-0028,2019-06-27,0.1803481000,0.1984243859,2019,new,0.0180762859
AOI-0028,2019-08-09,0.1809050000,0.1885645712,2019,new,0.0076595712
AOI-0028,2019-08-24,0.1399810500,0.1398257020,2019,new,-0.0001553480
AOI-0028,2019-10-17,0.6312728500,0.6326309515,2019,new,0.0013581015
AOI-0028,2020-04-25,0.8388971700,0.8526058235,2020,new,0.0137086535
AOI-0028,2020-05-04,0.8738996500,0.8827855373,2020,new,0.0088858873
AOI-0028,2020-05-08,0.8633416400,0.8649337004,2020,new,0.0015920604
AOI-0028,2020-05-30,0.8551402500,0.8630797527,2020,new,0.0079395027
AOI-0028,2020-07-14,0.1867295100,0.1857528904,2020,new,-0.0009766196
AOI-0028,2020-08-03,0.1458003500,0.1487683556,2020,new,0.0029680056
AOI-0028,2020-08-08,0.1503207500,0.1586498247,2020,new,0.0083290747
AOI-0028,2020-09-02,0.1560897000,0.1632839283,2020,new,0.0071942283
AOI-0028,2020-09-13,0.2303689600,0.2335767097,2020,new,0.0032077497
AOI-0028,2021-06-14,0.6948379200,0.7486905104,2021,new,0.0538525904
AOI-0028,2021-06-16,0.7160115600,0.7586677814,2021,new,0.0426562214
AOI-0028,2021-06-24,0.8162942200,0.8268736994,2021,new,0.0105794794
AOI-0028,2021-06-26,0.8282817700,0.8252464566,2021,new,-0.0030353134
AOI-0028,2021-07-24,0.7405197000,0.7486147316,2021,new,0.0080950316
AOI-0028,2021-10-27,0.3132419300,0.3053168274,2021,new,-0.0079251026
AOI-0028,2022-04-07,0.6694180000,0.6793940932,2022,new,0.0099760932
AOI-0028,2022-04-23,0.8520210200,0.8391755674,2022,new,-0.0128454526
AOI-0028,2022-06-09,0.8826685000,0.8812147080,2022,new,-0.0014537920
AOI-0028,2022-06-29,0.3489417900,0.3417212394,2022,new,-0.0072205506
AOI-0028,2022-07-28,0.2367817800,0.2455982805,2022,new,0.0088165005
AOI-0028,2022-08-03,0.1260887500,0.1428517296,2022,new,0.0167629796
AOI-0028,2022-08-08,0.1590685800,0.1717386138,2022,new,0.0126700338
AOI-0028,2022-08-30,0.1561037000,0.1563928069,2022,new,0.0002891069
AOI-0028,2022-10-01,0.2024247800,0.2134351009,2022,new,0.0110103209
AOI-0028,2023-04-07,0.3334652700,0.3576010981,2023,new,0.0241358281
AOI-0028,2023-04-11,0.2352462700,0.2269026561,2023,new,-0.0083436139
AOI-0028,2023-05-05,0.2106367600,0.2050131860,2023,new,-0.0056235740
AOI-0028,2023-05-09,0.4364717100,0.4226749135,2023,new,-0.0137967965
AOI-0028,2023-06-09,0.2466728200,0.2558363568,2023,new,0.0091635368
AOI-0028,2023-08-06,0.1972449300,0.1922560773,2023,new,-0.0049888527
AOI-0028,2023-08-23,0.1427777000,0.1511252133,2023,new,0.0083475133
AOI-0028,2023-08-29,0.2299900300,0.2340831475,2023,new,0.0040931175
AOI-0028,2023-09-22,0.1746263600,0.1732887183,2023,new,-0.0013376417
AOI-0028,2023-09-24,0.1846247800,0.1722330098,2023,new,-0.0123917702
AOI-0028,2023-09-30,0.3015386800,0.2864517649,2023,new,-0.0150869151
AOI-0028,2024-05-07,0.8768599900,0.8764879869,2024,new,-0.0003720031
AOI-0028,2024-05-23,0.8343146900,0.8167438001,2024,new,-0.0175708899
AOI-0028,2024-05-24,0.8146045500,0.8074230077,2024,new,-0.0071815423
AOI-0028,2024-07-27,0.1916068600,0.1988469701,2024,new,0.0072401101
AOI-0028,2024-08-03,0.1799276000,0.1856198513,2024,new,0.0056922513
AOI-0028,2024-08-12,0.1511399500,0.1636547417,2024,new,0.0125147917
AOI-0028,2024-09-11,0.1288579200,0.1376204227,2024,new,0.0087625027
AOI-0028,2024-09-16,0.1308204100,0.1376042899,2024,new,0.0067838799
AOI-0028,2025-04-07,0.3777147600,0.3335602685,2025,new,-0.0441544915
AOI-0028,2025-05-24,0.6120176100,0.6203746139,2025,new,0.0083570039
AOI-0028,2025-05-31,0.6061299400,0.5704955681,2025,new,-0.0356343719
AOI-0028,2025-06-11,0.6786946700,0.6614425788,2025,new,-0.0172520912
AOI-0028,2025-06-26,0.5385259500,0.5346238689,2025,new,-0.0039020811
AOI-0028,2025-06-27,0.5553964800,0.5634596996,2025,new,0.0080632196
AOI-0028,2025-07-10,0.2750318000,0.2635775327,2025,new,-0.0114542673
AOI-0028,2025-07-13,0.2320285600,0.2094097432,2025,new,-0.0226188168
AOI-0028,2025-07-23,0.1730710800,0.1653168775,2025,new,-0.0077542025
AOI-0028,2025-08-13,0.2268806300,0.2290624246,2025,new,0.0021817946
AOI-0028,2025-09-08,0.1258648700,0.1280967365,2025,new,0.0022318665
AOI-0028,2025-09-11,0.1369259000,0.1457463438,2025,new,0.0088204438
AOI-0028,2025-10-16,0.2428394100,0.2331963951,2025,new,-0.0096430149
AOI-0028,2025-10-28,0.2586146500,0.2622014527,2025,new,0.0035868027
AOI-0029,2025-04-04,0.5645440100,0.5911970609,2025,new,0.0266530509
AOI-0029,2025-04-24,0.8365470200,0.8161527418,2025,new,-0.0203942782
AOI-0029,2025-06-08,0.7368394400,0.7213152154,2025,new,-0.0155242246
AOI-0029,2025-06-10,0.6488459200,0.6163547948,2025,new,-0.0324911252
AOI-0029,2025-06-11,0.6884738600,0.7052161803,2025,new,0.0167423203
AOI-0029,2025-06-13,0.6265477900,0.6346437960,2025,new,0.0080960060
AOI-0029,2025-07-29,0.1957704500,0.1955864466,2025,new,-0.0001840034
AOI-0029,2025-08-02,0.1283808600,0.1400450999,2025,new,0.0116642399
AOI-0029,2025-08-19,0.1241354600,0.1300198923,2025,new,0.0058844323
AOI-0029,2025-09-11,0.1334130500,0.1464636836,2025,new,0.0130506336
AOI-0029,2025-09-16,0.1427060800,0.1510428960,2025,new,0.0083368160
AOI-0030,2025-04-21,0.5489287700,0.5507760553,2025,shared,0.0018472853
AOI-0030,2025-04-24,0.5778416200,0.6012448510,2025,shared,0.0234032310
AOI-0030,2025-06-10,0.7047447500,0.6990906001,2025,shared,-0.0056541499
AOI-0030,2025-08-07,0.6573390800,0.6585830625,2025,shared,0.0012439825
AOI-0031,2010-06-04,0.5653642400,0.5613466133,2010,new,-0.0040176267
AOI-0031,2010-09-14,0.1951079500,0.1946966514,2010,new,-0.0004112986
AOI-0031,2011-04-23,0.3427807900,0.3293366817,2011,new,-0.0134441083
AOI-0031,2011-06-10,0.4913943600,0.4949348661,2011,new,0.0035405061
AOI-0031,2011-07-09,0.2219856300,0.2206455625,2011,new,-0.0013400675
AOI-0031,2011-08-11,0.2122651700,0.2113675709,2011,new,-0.0008975991
AOI-0031,2011-08-18,0.2002576600,0.2015799444,2011,new,0.0013222844
AOI-0031,2011-08-19,0.1787325100,0.1801799375,2011,new,0.0014474275
AOI-0031,2011-09-19,0.2150069300,0.2120783689,2011,new,-0.0029285611
AOI-0031,2012-04-06,0.2902048500,0.2748485020,2012,new,-0.0153563480
AOI-0031,2012-04-15,0.1927084300,0.1904652333,2012,new,-0.0022431967
AOI-0031,2013-04-07,0.5245870600,0.5129906389,2013,new,-0.0115964211
AOI-0031,2013-05-09,0.6528296100,0.6491813530,2013,new,-0.0036482570
AOI-0031,2013-05-12,0.6189585500,0.5908169931,2013,new,-0.0281415569
AOI-0031,2013-05-25,0.5454083500,0.5377759527,2013,new,-0.0076323973
AOI-0031,2013-06-12,0.2680448000,0.2642343125,2013,new,-0.0038104875
AOI-0031,2013-06-28,0.2072821000,0.2107959967,2013,new,0.0035138967
AOI-0031,2013-07-23,0.2240699000,0.2257218062,2013,new,0.0016519062
AOI-0031,2013-08-13,0.2730788500,0.2780509642,2013,new,0.0049721142
AOI-0031,2013-10-16,0.3156675100,0.3165411972,2013,new,0.0008736872
AOI-0031,2014-05-23,0.3853868400,0.4019983422,2014,new,0.0166115022
AOI-0031,2014-06-23,0.2925694300,0.2937022346,2014,new,0.0011328046
AOI-0031,2014-07-17,0.1481837300,0.1473136181,2014,new,-0.0008701119
AOI-0031,2014-07-28,0.2096011500,0.1955007017,2014,new,-0.0141004483
AOI-0031,2014-08-02,0.1391089100,0.1409164851,2014,new,0.0018075751
AOI-0031,2014-08-13,0.2006643700,0.1861540658,2014,new,-0.0145103042
AOI-0031,2014-10-14,0.1524813800,0.1493699330,2014,new,-0.0031114470
AOI-0031,2015-09-22,0.2058918700,0.2110234197,2015,new,0.0051315497
AOI-0031,2015-10-16,0.2196651400,0.2190181219,2015,new,-0.0006470181
AOI-0031,2016-04-01,0.2366564900,0.2451047824,2016,new,0.0084482924
AOI-0031,2016-04-17,0.4130082500,0.4136484360,2016,new,0.0006401860
AOI-0031,2016-04-22,0.5915657800,0.5962688137,2016,new,0.0047030337
AOI-0031,2016-05-03,0.6136678900,0.6166604164,2016,new,0.0029925264
AOI-0031,2016-05-24,0.7366215700,0.7472262861,2016,new,0.0106047161
AOI-0031,2016-06-09,0.5768757000,0.6055838486,2016,new,0.0287081486
AOI-0031,2016-06-12,0.5761132600,0.5991701995,2016,new,0.0230569395
AOI-0031,2016-06-20,0.3704975100,0.3378081426,2016,new,-0.0326893674
AOI-0031,2016-06-25,0.3221524900,0.3192669844,2016,new,-0.0028855056
AOI-0031,2016-07-30,0.2408705100,0.2386992212,2016,new,-0.0021712888
AOI-0031,2017-05-06,0.6991057000,0.7152319291,2017,new,0.0161262291
AOI-0031,2017-06-07,0.6995862900,0.7064165910,2017,new,0.0068303010
AOI-0031,2017-08-03,0.1858091900,0.1713169239,2017,new,-0.0144922661
AOI-0031,2017-08-13,0.1959026300,0.1680274820,2017,new,-0.0278751480
AOI-0031,2017-09-04,0.1921031800,0.1757479953,2017,new,-0.0163551847
AOI-0031,2017-09-22,0.2841897800,0.2844303000,2017,new,0.0002405200
AOI-0031,2018-04-23,0.6182725600,0.6022067196,2018,new,-0.0160658404
AOI-0031,2018-05-02,0.6701238000,0.6614829604,2018,new,-0.0086408396
AOI-0031,2018-05-18,0.6187732600,0.6115791948,2018,new,-0.0071940652
AOI-0031,2018-06-03,0.3002095000,0.2839402144,2018,new,-0.0162692856
AOI-0031,2018-06-10,0.2722188000,0.2760161675,2018,new,0.0037973675
AOI-0031,2018-06-11,0.2515238400,0.2523234822,2018,new,0.0007996422
AOI-0031,2018-07-13,0.2754117700,0.2251155329,2018,new,-0.0502962371
AOI-0031,2018-09-06,0.2140593000,0.2021774868,2018,new,-0.0118818132
AOI-0031,2018-09-14,0.2356977500,0.2194862520,2018,new,-0.0162114980
AOI-0031,2018-10-07,0.1680421300,0.1522217130,2018,new,-0.0158204170
AOI-0031,2018-10-12,0.1984318900,0.2135552912,2018,new,0.0151234012
